original_name,drug_name,dose,form
candepressin 16 mg 30 tabs.,Candepressin,16 mg,tabs
candepressin 32mg 20 tab,Candepressin,32mg,tab
candepressin 8 mg 30 tabs.,Candepressin,8 mg,tabs
candesar 16 mg 14 tab.,Candesar,16 mg,tab
candesar 32 mg 7 tab.,Candesar,32 mg,tab
candesar 4mg 14 tab.,Candesar,4mg,tab
candesar 8mg 14 tab.,Candesar,8mg,tab
candesar comp 16/12.5 mg 14 tab.,Candesar comp,16/12.5 mg,tab
candesar comp 32/12.5 mg 7 tab.,Candesar comp,32/12.5 mg,tab
candesartan 16mg 14 tabs.,Candesartan,16mg,tabs
candesartan 8mg 14 tabs.,Candesartan,8mg,tabs
candeurazole 150 mg 2 caps.,Candeurazole,150 mg,caps
candex cream 30 gm,Candex,30 gm,cream
candicure 1 - 600mg 3 vag. ovules,Candicure 1,600mg,vag. ovules
candicure 1% topical cream 30 gm,Candicure,1%,topical cream
candicure-d topical cream 15 gm,Candicure-d,Null,topical cream
candistan 1% solution 20 ml,Candistan,1%,solution
candistan 1% topical aerosol spray 50 gm,Candistan,1%,topical aerosol spray
candistan 1% topical cream 15 gm,Candistan,1%,topical cream
candistan 1% topical cream 40 gm,Candistan,1%,topical cream
candistan 1% topical powder. 20 gm,Candistan,1%,topical powder
candistan 1% topical powder. 40 gm,Candistan,1%,topical powder
candistan 100 mg 6 vag. tabs.,Candistan,100 mg,vag. tabs
candistan 2% vaginal cream 20 gm,Candistan,2%,vaginal cream
candistan 200 mg 3 vag. tabs.,Candistan,200 mg,vag. tabs
candurazole 150mg capsule,Candurazole,150mg,capsule
candy - vitmin d3 30 pieces,Candy vitmin d3,Null,pieces
candy 12 lozenges,Candy,12 mg,lozenges
candy 16 mg 21 tabs.,Candy,16 mg,tabs
candy 24 lozenges,Candy,24 mg,lozenges
candy 60 lozenges,Candy,60 mg,lozenges
candy cherry 24 lozenges,Candy cherry,24 mg,lozenges
candy honey&lemon 12 lozenges,Candy honey&lemon,12 mg,lozenges
candy honey&lemon 24 lozenges,Candy honey&lemon,24 mg,lozenges
candy menthol 24 lozenges,Candy menthol,24 mg,lozenges
candyrich 20 tablet,Candyrich,20 mg,tablet
candyrish 20 pieces,Candyrish,20 mg,pieces
canemazole 1% cream 20 gm,Canemazole,1%,cream
canesten 1% cream 20 gm,Canesten,1%,cream
canesten 3 2% vaginal cream 20 gm,Canesten 3,2%,vaginal cream
canforan cream,Canforan,Null,cream
cangout 100mg 10 tab.,Cangout,100mg,tab
cangout 200mg 10 caps.,Cangout,200mg,caps
cano fit 400 mg 20 caps,Cano fit,400 mg,caps
canolife 10 h.g cap,Canolife,10 h.g,cap
cantravita ginko 20 caps,Cantravita ginko,Null,caps
canyon oral gel 15 gm,Canyon,15 gm,oral gel
canyon oral gel 30 gm,Canyon,30 gm,oral gel
capecitabine pharmacare 500 mg 120 f.c. tabs.,Capecitabine pharmacare,500 mg,tabs
capecitabine-accord 500mg 120 tablets,Capecitabine-accord,500mg,tablets
