original_name,drug_name,dose,form
kuvan 100 mg 30 disp. tabs. ss,kuvan,100 mg,disp. tabs.
kuvan 100 mg pwd for oral susp. 30 sachets,kuvan,100 mg,pwd for oral susp.
kylie mouth wash 200 ml,kylie,200 ml,mouth wash
kyprolis 60 mg pd. iv inf. vial,kyprolis,60 mg,pd. iv inf. vial
kytril 3mg/3ml 5 amp. for i.v. inj.&inf.(n/a),kytril,3mg/3ml,amp. i.v. inj.&inf.
l c plus 5 ml oral drop,l c plus,5 ml,oral drop
l carnitine zinc 30 tabs.,l carnitine zinc,0,tabs.
l opti-zinc 20 tab,l opti-zinc,0,tab
l-arginine 3000 mg 90 tabs. (natrol),l-arginine,3000 mg,tabs.
l-arginine mepaco 60 tabs.,l-arginine mepaco,0,tabs.
l-carnitine 1gm/5ml 5 amp.,l-carnitine,1gm/5ml,amp.
l-carnitine 300mg/ml syrup 30ml,l-carnitine,300mg/ml,syrup
l-carnitine 350mg 20 caps.,l-carnitine,350mg,caps.
l-carnitine fumarate 1000 mg 90 caplets (illegal import),l-carnitine fumarate,1000 mg,caplets
l-carnitine plus 20 f.c. tab,l-carnitine plus,0,tab
l-emental 6 sachets,l-emental,0,sachets
l-emental hepatic 86.2 gm powder,l-emental hepatic,86.2 gm,powder
l-glutamine 500mg 50 cap,l-glutamine,500mg,cap
l-glutamine 600mg 90 cap,l-glutamine,600mg,cap
l-lysine 500 mg 100 veg. caps. (now),l-lysine,500 mg,veg. caps.
l-omega-3 30 caps.,l-omega-3,0,caps.
l-taurine 1000 mg 50 caplets (illegal import),l-taurine,1000 mg,caplets
l-theanine 200 mg 60 caps. (illegal import),l-theanine,200 mg,caps.
l-tryptophan 500 mg 60 veg. caps. (now),l-tryptophan,500 mg,veg. caps.
l.c plus oral drops 5 ml,l.c plus,5 ml,oral drops
la roche-posay eye make-up remover solution 125 ml,la roche-posay eye make-up remover,125 ml,solution
la roche-posay make-up remover milk 200 ml,la roche-posay make-up remover milk,200 ml,0
la roche-posay micellar water 200 ml,la roche-posay micellar water,200 ml,0
la roche-posay micellar water 400 ml,la roche-posay micellar water,400 ml,0
la roche-posay thermal spring water 150 ml,la roche-posay thermal spring water,150 ml,0
la tree beaute acne cream 40 gm,la tree beaute acne,40 gm,cream
la tree beaute anti dandruff shampoo 200 ml,la tree beaute anti dandruff,200 ml,shampoo
la tree beaute anti hair loss shampoo 200 ml,la tree beaute anti hair loss,200 ml,shampoo
la tree beaute anti-septic body wash alcohol spray 60 ml,la tree beaute anti-septic body wash alcohol,60 ml,spray
la tree beaute baby lotion 120 ml,la tree beaute baby,120 ml,lotion
la tree beaute emollient cream 75 gm,la tree beaute emollient,75 gm,cream
la tree beaute facial wash 200 ml,la tree beaute facial,200 ml,wash
la tree beaute glycerine soap 60 gm,la tree beaute glycerine,60 gm,soap
la tree beaute hair serum 100 ml,la tree beaute hair,100 ml,serum
la tree beaute hair tonic 5 ampoules,la tree beaute hair tonic,0,ampoules
la tree beaute hair tonic lotion 120 ml,la tree beaute hair tonic,120 ml,lotion
la tree beaute massage gel 60 gm,la tree beaute massage,60 gm,gel
la tree beaute whitening cream 60 gm,la tree beaute whitening,60 gm,cream
la vie rest 60 gram gel,la vie rest,60 gram,gel
labaridic 30 tabs.,labaridic,0,tabs.
labileno 100mg 30 tab.,labileno,100mg,tab.
labileno 50mg 30 tab.,labileno,50mg,tab.
labipress 100 mg 30 f.c. tab.,labipress,100 mg,tab.
labipress 200 mg 30 f.c.tab.,labipress,200 mg,tab.
labipress 5 mg/ml i.v. inf./bolus vial,labipress,5 mg/ml,i.v. inf./bolus vial
