original_name,drug_name,dose,form
lansoprazole 15mg 5 caps.,lansoprazole,15mg,caps
lansopro 30 mg 21 oro-dispersible tabs,lansopro,30 mg,oro-dispersible tabs
lantana firming cream 250 gm,lantana firming cream,250 gm,cream
lantana firming gel 250 gm,lantana firming gel,250 gm,gel
lantana whitening cream 250 gm,lantana whitening cream,250 gm,cream
lantanon 30mg 10 caps.,lantanon,30mg,caps
lantharex 500 mg 30 chew. tabs.,lantharex,500 mg,chew. tabs
lantopep 30 mg 14 caps.,lantopep,30 mg,caps
lantopep 30 mg 20 caps.,lantopep,30 mg,caps
lantopep 60 mg 14 caps.,lantopep,60 mg,caps
lantopep 60 mg 20 caps.,lantopep,60 mg,caps
lantus 100 i.u./ml 5 cartridges,lantus,100 i.u./ml,cartridges
lantus solostar 100 i.u./ml 5 pens,lantus solostar,100 i.u./ml,pens
lanvis 40 mg 25 tab,lanvis,40 mg,tab
lanvis 40 mg 25 tab.,lanvis,40 mg,tab
lanzapine 10mg 14 f.c. tab. (n/a),lanzapine,10mg,tab
lanzapine 10mg 21 f.c. tab.,lanzapine,10mg,tab
lanzapine 10mg 7 f.c. tab.,lanzapine,10mg,tab
lanzofutal 15 mg 10 caps.,lanzofutal,15 mg,caps
lanzofutal 30 mg 14 caps.,lanzofutal,30 mg,caps
lanzor 15mg 10 cap.,lanzor,15mg,cap
lanzor 30 mg 10 caps. (n/a),lanzor,30 mg,caps
lanzyplex 15 mg 10 caps.,lanzyplex,15 mg,caps
lanzyplex 30 mg 10 caps.,lanzyplex,30 mg,caps
laporte mix syrup 120 ml,laporte mix syrup,120 ml,syrup
lareen hair serum 60 ml,lareen hair serum,60 ml,serum
largactil 100mg 30 tab,largactil,100mg,tab
largactil 100mg 5 supp,largactil,100mg,supp
largactil 25mg 50 tab,largactil,25mg,tab
laries solution 250 ml,laries solution,250 ml,solution
larimu 10 sachets,larimu,0,sachets
larithrocin 250 mg,larithrocin,250 mg,0
larithrocin 250mg 14 f.c.tab.,larithrocin,250mg,tab
larithrocin 500 mg,larithrocin,500 mg,0
larithrocin 500mg 14 f.c. tabs.,larithrocin,500mg,tabs
larivex 500 mg 5 tabs.,larivex,500 mg,tabs
larivex 500mg 5 tab.,larivex,500mg,tab
larocinia 10 gram  14 sachets,larocinia,10 gram,sachets
larogen 100mg 30 tab.,larogen,100mg,tab
larogen 25mg 30 tab.,larogen,25mg,tab
larynclave 125/31 pd. for oral susp. 70ml,larynclave,125/31 mg,oral susp
larynclave 250/62 pd. for oral susp. 70ml,larynclave,250/62 mg,oral susp
larynclave 400/57 pd. for oral susp. 70ml,larynclave,400/57 mg,oral susp
larypro 20 lozenges,larypro,0,lozenges
lasaromep 160mg 14 f.c. tab.,lasaromep,160mg,tab
lasaromep 320mg 10 f.c. tab.,lasaromep,320mg,tab
lasaromep 40mg 10 f.c. tab.,lasaromep,40mg,tab
lasaromep 80mg 14 f.c. tab.,lasaromep,80mg,tab
lascar gel 60 gm,lascar gel,60 gm,gel
laser 50 g cream,laser,50 g,cream
