original_name,drug_name,dose,form
cefoprox 200mg 5 f.c. tab.,cefoprox,200mg,tab.
cefoprox 40mg/5ml susp. 50ml,cefoprox,40mg/5ml,susp.
ceforan 1 gm vial,ceforan,1 gm,vial
ceforan 2 gm i.m./i.v. vial,ceforan,2 gm,vial
ceforan 500mg vial,ceforan,500mg,vial
cefotax (up pharma) 1 gm iv/ im vial,cefotax,1 gm,vial
cefotax 1 gm i.m./i.v.vial,cefotax,1 gm,vial
cefotax 1gm i.m./i.v. vial - eipico,cefotax,1gm,vial
cefotax 2 gm vial,cefotax,2 gm,vial
cefotax 250mg vial,cefotax,250mg,vial
cefotax 500mg vial (eipico),cefotax,500mg,vial
cefotax t3a 250mg vial,cefotax t3a,250mg,vial
cefotax t3a 2gm iv/im vial,cefotax t3a,2gm,vial
cefotax t3a 500mg vial,cefotax t3a,500mg,vial
cefotaxime - eva pharma (sporitaxime) 0.5 gm i.m./i.v. vial,cefotaxime,0.5 gm,vial
cefotaxime - eva pharma (sporitaxime) 1 gm i.m./i.v. vial,cefotaxime,1 gm,vial
cefotaxime - eva pharma (sporitaxime) 2 gm i.m./i.v. vial,cefotaxime,2 gm,vial
cefotrix 1 gm i.v. vial (u.s.p.23),cefotrix,1 gm,vial
cefotrix 250mg i.v.vial (u.s.p.23),cefotrix,250mg,vial
cefotrix 500 mg i.m.vial (u.s.p.23),cefotrix,500 mg,vial
cefotrix 500 mg i.v. vial (u.s.p.23),cefotrix,500 mg,vial
cefozon 1 gm vial,cefozon,1 gm,vial
cefozon 2gm vial,cefozon,2gm,vial
cefozon 500mg i.m./i.v. vial,cefozon,500mg,vial
cefpirome 1 gm vial i.v.,cefpirome,1 gm,vial
cefpirome 2 gm vial i.v.,cefpirome,2 gm,vial
cefporesp 200mg 10 f.c.tab.,cefporesp,200mg,tab.
cefrazon 1gm vial,cefrazon,1gm,vial
cefrazon 500mg vial,cefrazon,500mg,vial
cefrom 1 gm vials,cefrom,1 gm,vials
cefrom 500gm vials,cefrom,500gm,vials
cefron 500 mg i.m/i.v vial.,cefron,500 mg,vial.
cefrone 1 gm vial,cefrone,1 gm,vial
cefrone 2 gm i.m/i.v vial,cefrone,2 gm,vial
cefrone 500 mg i.m/i.v vial,cefrone,500 mg,vial
ceftazidime 0.5gm vial,ceftazidime,0.5gm,vial
ceftazidime 1gm vial,ceftazidime,1gm,vial
ceftidin 1 gm vial for im./iv. inj. or inf,ceftidin,1 gm,vial
ceftidin 500mg vial for im./iv. inj. or inf.,ceftidin,500mg,vial
ceftiu 180mg/5ml pd for oral susp. 60 ml(n/a yet),ceftiu,180mg/5ml,pd for oral susp.
ceftriaxone sodium 1 gm i.m.vial (kahira),ceftriaxone sodium,1 gm,vial
ceftriaxone-eva 1 gm i.m. vial,ceftriaxone,1 gm,vial
ceftriaxone-eva 1 gm i.v. vial,ceftriaxone,1 gm,vial
ceftriaxone-eva 250 mg i.m. vial,ceftriaxone,250 mg,vial
ceftriaxone-eva 250 mg i.v. vial,ceftriaxone,250 mg,vial
ceftriaxone-eva 500 mg i.m. vial,ceftriaxone,500 mg,vial
ceftriaxone-eva 500 mg i.v. vial,ceftriaxone,500 mg,vial
ceftriaxone-sandoz 1 gm i.m. vial,ceftriaxone,1 gm,vial
ceftriaxone-sandoz 1 gm i.v. vial,ceftriaxone,1 gm,vial
ceftriaxone-sandoz 250 mg vial for i.m. inj.,ceftriaxone,250 mg,vial
