original_name,drug_name,dose,form
calmytect lotion 100 ml,calmytect,100 ml,lotion
calnesium liquid chocolate 250 gm,calnesium chocolate,250 gm,liquid
calnod 24 pieces,calnod,24 mg,pieces
calodo 20 tabs,calodo,20 mg,tabs
calogy mg hair cream 60 gm,calogy mg hair,60 gm,cream
calolite soap 100 gm,calolite,100 gm,soap
calosteo 30 tabs.,calosteo,30 mg,tabs
calpedmag suspension syrup 120 ml,calpedmag,120 ml,suspension syrup
calquence 100 mg 60 caps.,calquence,100 mg,caps
calster 250 mg 30 chew. tabs.,calster,250 mg,chewable tabs
calster 500 mg 30 f.c. tabs.,calster,500 mg,tabs
calteba 90 tabs,calteba,90 mg,tabs
caltera 20 chew. pieces,caltera,20 mg,chewable pieces
caltera plus 30 tabs,caltera plus,30 mg,tabs
caltonex 20 tabs.,caltonex,20 mg,tabs
calunited 30 tabs,calunited,30 mg,tabs
calusa 30 tabs.,calusa,30 mg,tabs
calver 30 chewable tab. chocalate,calver chocolate,30 mg,chewable tab
calvit 30 tablets,calvit,30 mg,tablets
calvit cd 10 effervescent sachets (orange),calvit cd (orange),10 mg,effervescent sachets
calvita 30 soft chews pieces,calvita,30 mg,soft chews pieces
caly ibm 120 ml syrup,caly ibm,120 ml,syrup
camago 24 tabs,camago,24 mg,tabs
camforina massage cream 50 gm,camforina massage,50 gm,cream
camisan cream 20 gm,camisan,20 gm,cream
camixer syrup 120 ml,camixer,120 ml,syrup
camo kita 120ml lotion,camo kita,120 ml,lotion
camoneer cream 100 gm,camoneer,100 gm,cream
camphoplex gel 100 gm,camphoplex,100 gm,gel
camphoplex massage spray,camphoplex massage,0,spray
camprex gel 30 g,camprex,30 g,gel
campto 20mg/ml (100mg) concentrate for i.v. inf.-,campto,100 mg,concentrate for i.v. infusion
campto 20mg/ml (300mg) concentrate for i.v. inf.,campto,300 mg,concentrate for i.v. infusion
campto 20mg/ml (40mg) concentrate for i.v. inf.,campto,40 mg,concentrate for i.v. infusion
campto 300 mg concentrate for i.v. inf.,campto,300 mg,concentrate for i.v. infusion
campto 40 mg concentrate for i.v. inf.,campto,40 mg,concentrate for i.v. infusion
camuvir barriera nasal and oral spray 30 ml,camuvir barriera nasal and oral,30 ml,spray
cancidas 50mg powder vial for inf.,cancidas,50 mg,powder vial for infusion
cancidas 70mg powder vial for inf.,cancidas,70 mg,powder vial for infusion
candalkan 16mg 14 f.c. tab.,candalkan,16 mg,tab
candalkan 4mg 14 tablets,candalkan,4 mg,tablets
candalkan 8mg 14 f.c. tab.,candalkan,8 mg,tab
candalkan 8mg 14 tab,candalkan,8 mg,tab
candalkan plus 16/12.5mg 14 f.c.tab.,candalkan plus,16/12.5 mg,tab
candalkan plus 32/12.5mg 14 f.c. tab.,candalkan plus,32/12.5 mg,tab
candeblock 16mg 20 tabs.,candeblock,16 mg,tabs
candeblock 16mg 20tab,candeblock,16 mg,tab
candeblock 8mg 20 tabs.,candeblock,8 mg,tabs
candeblock 8mg 20tab,candeblock,8 mg,tab
candeblock- d 16/12.5mg 20 tab.,candeblock- d,16/12.5 mg,tab
