original_name,drug_name,dose,form
bonefos 60mg/ml (5ml) 5 concentrate amp.,bonefos,60mg/ml,concentrate amp.
boneimc 4mg/5ml conc. vial inf.,boneimc,4mg/5ml,conc. vial inf.
bonex 15 tabs,bonex,0,tabs
bonfima 30 coated tablet,bonfima,0,coated tablet
bonidon 75mg 20 depocaps,bonidon,75mg,depocaps
boninasal 200i.u./dose nasal spray,boninasal,200i.u./dose,nasal spray
boninno syrup 120 ml,boninno,0,syrup
bonixir 30 f.c. tabs.,bonixir,0,tabs.
bonkidy no rash cream 100 gm,bonkidy no rash,0,cream
bonkidy no rash cream 20 sachets,bonkidy no rash,0,cream
bonkidy no rash cream 60 gm,bonkidy no rash,0,cream
bonnvita liquid chocolate 350 gm,bonnvita liquid chocolate,0,liquid
bonny face cream 50 gm,bonny face,0,cream
bonprove 150 mg 3 f.c. tablets,bonprove,150 mg,tablets
bonprove 3.375mg/3ml prefilled syringe,bonprove,3.375mg/3ml,prefilled syringe
bonsoiree 36 tabs.,bonsoiree,0,tabs.
bontamoxine 10 f.c. tabs.,bontamoxine,0,tabs.
bonybella 150 mg 1 f.c. tablets,bonybella,150 mg,tablets
borg dermaclinic sebo care gel 50gm,borg dermaclinic sebo care,0,gel
borg foot scrub cream 50gm,borg foot scrub,0,cream
borgalendro 70 mg oral soln. 75 ml,borgalendro,70 mg,oral soln.
borgasone 0.1% cream 20 gm,borgasone,0.1%,cream
borgasone 0.1% lotion 20 ml,borgasone,0.1%,lotion
borgasone 0.1% oint. 20 gm,borgasone,0.1%,oint.
borgasone plus oint. 30 gm,borgasone plus,0,oint.
borgasone trio cream 15 gm,borgasone trio,0,cream
borgastatin 10mg 10 tab.,borgastatin,10mg,tab.
borgastatin 20mg 10 tab.,borgastatin,20mg,tab.
borgastatin 40mg 10 tab.,borgastatin,40mg,tab.
borgavirax 200mg/5ml susp. 125ml,borgavirax,200mg/5ml,susp.
borgavix 75mg 30 f.c. tablets,borgavix,75mg,tablets
boric acid soap (weiser) 45 gm,boric acid soap (weiser),0,soap
borsens spray 60 ml,borsens,0,spray
bortezomib-accord 3.5mg powder in vial for i.v. inj.,bortezomib-accord,3.5mg,powder in vial i.v. inj.
bosentadin 125 mg 10 f.c. tabs.,bosentadin,125 mg,tabs.
bosentadin 62.5 mg 10 f.c. tabs.,bosentadin,62.5 mg,tabs.
boston bostofer 30 tabs,boston bostofer,0,tabs
boston cal vitamin syrup 100 ml,boston cal vitamin,0,syrup
boston ferozanta syrup 100 ml,boston ferozanta,0,syrup
boston ivy herb syrup 100 ml,boston ivy herb,0,syrup
boston xiamana9 30 tabs,boston xiamana9,0,tabs
boswellia-atos 30 caps.,boswellia-atos,0,caps.
botanil cream 50 gm,botanil,0,cream
botok vita c skin serum 40 ml,botok vita c skin,0,serum
botox 100 units vial pd. for inj,botox,100 units,vial pd. inj.
botox allergan 100 units vial pd. for inj.,botox allergan,100 units,vial pd. inj.
bovaben 10 sachets,bovaben,0,sachets
bovix 10 sachets,bovix,0,sachets
bowelocare 0.75% oral drops 15 ml,bowelocare,0.75%,oral drops
boxinate 0.4% eye drops 10 ml,boxinate,0.4%,eye drops
