original_name,drug_name,dose,form
monokast 20mg 10 f.c.tab.,monokast,20mg,tab.
monokast 20mg 20 f.c.tab.,monokast,20mg,tab.
monomak 20mg 20 tab.,monomak,20mg,tab.
monomak 40mg 20 tab.,monomak,40mg,tab.
monomak depot 100mg 10 f.c.tab.,monomak depot,100mg,tab.
monopril 10mg 10 tab.,monopril,10mg,tab.
monopril 20mg 10 tab.,monopril,20mg,tab.
monoqrest 20 film coated tablets,monoqrest,0,tablets
monoshield 0.5% eye drops 10*0.5 ml sdu,monoshield,0.5%,eye drops
monosho 500 mg 5 f.c.tabs.,monosho,500 mg,tabs.
monotildiem sr 200 mg 14 cap,monotildiem sr,200 mg,cap
monotildiem sr 300mg 14 cap,monotildiem sr,300mg,cap
monovisc 15mg/ml prefilled syringe,monovisc,15mg/ml,prefilled syringe
monozide 10/12.5 mg 10 tab.,monozide,10/12.5 mg,tab.
monozide 20/12.5 mg 10 tab.,monozide,20/12.5 mg,tab.
monta face cleanser 250 ml,monta face,250 ml,cleanser
monta rose tonical 20 cap,monta rose tonical,0,cap
monta-cal 30 tab,monta-cal,0,tab
montadine f mouth wash,montadine f,0,mouth wash
montana calcium 30 f.c. tabs.,montana calcium,0,tabs.
montana mouth wash 200 ml,montana,200 ml,mouth wash
montana rose 20 tab,montana rose,0,tab
montana royal jelly 1000mg 10 caps,montana royal jelly,1000mg,caps
montana royal jelly 600mg 12 soft cap,montana royal jelly,600mg,soft cap
montearab 10 mg 20 f.c. tabs,montearab,10 mg,tabs
montekal 10mg 10 tab.,montekal,10mg,tab.
montekal 5mg 10 chew. tab.,montekal,5mg,chew. tab.
montel 10mg 10 f.c. tab.,montel,10mg,tab.
montel 600 - 10 capsules,montel,600 mg,capsules
montelair 4 mg 14 oral granules in sachets,montelair,4 mg,oral granules in sachets
montelair 4 mg 28 oral granules in sachets,montelair,4 mg,oral granules in sachets
montelair 4mg 20 chewable tab,montelair,4mg,chewable tab
montelair 5 mg 20 chewable tab.,montelair,5 mg,chewable tab.
montelosab 10 mg 14 f.c. tabs,montelosab,10 mg,tabs
montelosab 4 mg 7 chewable tab.,montelosab,4 mg,chewable tab.
montelosab 5 mg 7 chewable tab.,montelosab,5 mg,chewable tab.
montelurama 10 mg 20 f.c. tabs,montelurama,10 mg,tabs
montil 600 mg 10 cap,montil,600 mg,cap
monto protein sachet 300 gm,monto protein,300 gm,sachet
monuril 3gm 1 sachet,monuril,3gm,sachet
mooagar sachets,mooagar,0,sachets
moodamash 10 mg 14 f.c. tabs.,moodamash,10 mg,tabs.
moodamash 20 mg 14 f.c. tabs.,moodamash,20 mg,tabs.
moodapex 50mg 30 f.c.tab.,moodapex,50mg,tab.
moon care cream 60 gm,moon care,60 gm,cream
moon face cream 50 gm,moon face,50 gm,cream
moon face cream 50gm,moon face,50gm,cream
moon face soap,moon face,0,soap
moon face soap 80 gm,moon face,80 gm,soap
moon face topical lotion 120ml,moon face,120ml,topical lotion
