original_name,drug_name,dose,form
sensicare cream 50 gm,sensicare,50 gm,cream
sensicare spray 75 ml,sensicare,75 ml,spray
sensitelial cleansing gel 200 ml,sensitelial cleansing,200 ml,gel
sensitelial dermo-cleansing lotion 200 ml,sensitelial dermo-cleansing,200 ml,lotion
sensitelial emollient care 200 ml,sensitelial emollient care,200 ml,0
sensitelial gel spf 50 - 40 ml,sensitelial spf 50,40 ml,gel
sensitelial soothing cream 40 ml,sensitelial soothing,40 ml,cream
sensitelial sunscreen spf 100 - 40 ml,sensitelial spf 100,40 ml,sunscreen
sensitelial sunscreen spf 100 tinted 40 ml,sensitelial spf 100 tinted,40 ml,sunscreen
sensitelial sunscreen spf 50 light tinted 40 ml,sensitelial spf 50 light tinted,40 ml,sunscreen
senso care oral spray 100ml,senso care oral,100ml,oral spray
sensoderm antiseptic soap 80 gm,sensoderm antiseptic,80 gm,soap
sensoderm baby soap 80 gm,sensoderm baby,80 gm,soap
sensoderm cream 50 gm,sensoderm,50 gm,cream
sensoderm moisturizing soap 80 gm,sensoderm moisturizing,80 gm,soap
sensoderm soap 80 gm,sensoderm,80 gm,soap
sensoderm t.s(transparent) soap 75 gm,sensoderm t.s(transparent),75 gm,soap
sensoderm topical lotion 120 ml,sensoderm topical,120 ml,lotion
sensorate mouth wash 120ml,sensorate,120ml,mouth wash
sensotect oral gel,sensotect oral,0,oral gel
sensovive topical lotion 100 ml,sensovive topical,100 ml,lotion
senzo-1 soap 100 gm,senzo-1,100 gm,soap
senzo-1 soap 75 gm,senzo-1,75 gm,soap
sepcofruit sachets,sepcofruit,0,sachets
sepcomouth mouth wash,sepcomouth,0,mouth wash
sepcowash mouth wash 100 ml,sepcowash,100 ml,mouth wash
septafon antiseptic solution 3% 120 ml,septafon antiseptic,3% 120 ml,solution
septanest n 4 % carp 1.8ml epinephrine 1:200 000,septanest n,4 % 1.8ml,carp
septanest sp 4% 50 carp 1.8ml epinephrine 1:100 000,septanest sp,4% 1.8ml,carp
septazole 1 strip,septazole,1 strip,strip
septazole 400/80mg 20*10 tab.,septazole,400/80mg,tab
septazole forte 800/160mg 10 tabs.,septazole forte,800/160mg,tabs
septazole forte 800/160mg 20 tab.,septazole forte,800/160mg,tab
septazole susp. 100 ml,septazole,100 ml,susp.
septikol solution 100 ml,septikol,100 ml,solution
septobar 6 eff. sachet.,septobar,6 eff. sachet,eff. sachet
septobar 6 sachets,septobar,6 sachets,sachets
septocid antiseptic solution 120 ml,septocid antiseptic,120 ml,solution
septogel 20gm,septogel,20gm,gel
septogel oral gel 20 gm,septogel oral,20 gm,oral gel
septol liquid soap 250 ml,septol liquid,250 ml,liquid soap
septol soap 70 gm,septol,70 gm,soap
septomerge 10%antiseptic solution 60ml,septomerge antiseptic,10% 60ml,solution
septoral gargle 120 ml,septoral,120 ml,gargle
septrin d.s 10 coated tab.,septrin d.s,10 coated tab,coated tab
septrin paediatric 200/40 susp. 120ml,septrin paediatric,200/40 120ml,susp.
seralon-e 20cap,seralon-e,20cap,cap
seralon-e 30 caps.,seralon-e,30 caps.,caps
seralone -e 30 capsules,seralone -e,30 capsules,capsules
seraval hair serum 120 ml,seraval hair,120 ml,serum
