original_name,drug_name,dose,form
veinatonic 20 tab.,veinatonic,0,tab
veinpo 5mg 20 tab.,veinpo,5mg,tab
velaback cream 50 gm,velaback,50gm,cream
velbastine 10mg vial for i.v. inf.,velbastine,10mg,vial
velcade 1 mg pd. in vial for i.v. inj.(hospitals),velcade,1mg,vial
velcade 3.5mg pd. in vial for i.v. inj.,velcade,3.5mg,vial
velconazole 2% topical cream 20 gm,velconazole,2%,cream
velgarol 5mg/100gm top. oint.,velgarol,5mg/100gm,ointment
velosef 125mg/5ml 60ml susp.,velosef,125mg/5ml,suspension
velosef 1gm 8 tab.,velosef,1gm,tab
velosef 1gm i.m./i.v.vial,velosef,1gm,vial
velosef 250 mg i.v./i.m. inj.,velosef,250mg,injection
velosef 250mg/5ml 100ml susp.,velosef,250mg/5ml,suspension
velosef 500mg 16 caps.,velosef,500mg,caps
velosef 500mg i.m./i.v.vial,velosef,500mg,vial
vemobase emollient cream 60 gm,vemobase emollient,60gm,cream
vena remek conditioner 240 ml,vena remek,240ml,conditioner
vena remek shampoo 240 ml,vena remek,240ml,shampoo
venaxan 250 mg 5 f.c.tabs.,venaxan,250mg,tabs
venaxan 250mg 5 f.c.tab.,venaxan,250mg,tab
venaxan 500 mg 5 f.c.tabs,venaxan,500mg,tabs
venaxan 500 mg 5 tab,venaxan,500mg,tab
venaxan 500 mg vail,venaxan,500mg,vial
venaxan 500mg vial 100 ml,venaxan,500mg,vial
"venclexta 10, 50, 100 mg 42 tabs.",venclexta,"10mg, 50mg, 100mg",tabs
venclexta 100 mg 120 tablets,venclexta,100mg,tablets
vendexine syrup 125ml,vendexine,125ml,syrup
vendita 10 tabs,vendita,0,tabs
vendocid 20mg 10 cap.,vendocid,20mg,caps
vendy cream 50 gm,vendy,50gm,cream
veneer hair shampoo 120 ml,veneer hair,120ml,shampoo
venera 10 sachets,venera,0,sachets
venera hair oil 85 ml,venera hair,85ml,oil
venera tb 5 anti-dandruff shampoo 135ml,venera tb 5 anti-dandruff,135ml,shampoo
venera tb 5 anti-dandruff shampoo 85 ml,venera tb 5 anti-dandruff,85ml,shampoo
venio calm 10 sachets,venio calm,0,sachets
venlafaxine 150 mg sr 7 caps.,venlafaxine,150mg,sr caps
venlafaxine 150 mg sr 7caps,venlafaxine,150mg,sr caps
venlafaxine 37.5 mg sr 7 caps.,venlafaxine,37.5mg,sr caps
venlafaxine 37.5 mg sr 7caps,venlafaxine,37.5mg,sr caps
venlafaxine 75mg sr 7 caps.,venlafaxine,75mg,sr caps
venlafaxine 75mg sr 7caps,venlafaxine,75mg,sr caps
venlatrin 37.5mg 14 tab,venlatrin,37.5mg,tab
venlatrin 37.5mg 14 tab.,venlatrin,37.5mg,tab
venlatrope 100 mg 20 extended rel. tab.,venlatrope,100mg,extended rel. tab
venlatrope 100 mg 30 ext.rel.tabs.,venlatrope,100mg,ext.rel.tabs
venlatrope 50 mg 20 extended rel. tab.,venlatrope,50mg,extended rel. tab
venlatrope 50 mg 30 ext.rel.tabs.,venlatrope,50mg,ext.rel.tabs
venlaxine 75mg 10 f.c.tab.,venlaxine,75mg,tab
venllamash 150 mg 30 ext. rel. caps.,venllamash,150mg,ext. rel. caps
