original_name,drug_name,dose,form
inderal 10 mg 50 tabs,Inderal,10 mg,tabs
inderal 40mg 50 tablets,Inderal,40 mg,tablets
indest susp 100 ml,Indest,100 ml,susp
indest susp. 100ml,Indest,100 ml,susp.
indigestiv 12 tab,Indigestiv,0,tab
indocid 100mg 10 rectal supp,Indocid,100 mg,rectal supp
indocid 25 mg 30 capsules,Indocid,25 mg,capsules
indofast 1% topical spray 50 ml,Indofast,1%,topical spray
indolol 10mg 50 tab,Indolol,10 mg,tab
indolol 40mg 50 tab,Indolol,40 mg,tab
indomethacin - el nile 50mg/2ml 6 lyophilized amp.,Indomethacin - El Nile,50 mg/2 ml,lyophilized amp.
indomethacin 1% topical spray 50 ml,Indomethacin,1%,topical spray
indomethacin 100 mg 10 supp. b.p.2014,Indomethacin,100 mg,supp.
indomethacin 100mg 5 supp. (misr),Indomethacin,100 mg,supp.
indomethacin 25mg 24 caps.,Indomethacin,25 mg,caps.
indomethacin 25mg 30 caps.,Indomethacin,25 mg,caps.
indomethacin 50mg 24 caps.,Indomethacin,50 mg,caps.
indomin 25 mg 30 cap,Indomin,25 mg,cap
indomin 25mg 30 caps.,Indomin,25 mg,caps.
indotopic 1% gel 20 gm,Indotopic,1%,gel
indotopic 20g gel,Indotopic,20 gm,gel
inegy 10/10mg 14 tab.,Inegy,10/10 mg,tab.
inegy 10/20mg 14 tab.,Inegy,10/20 mg,tab.
inegy 10/40mg 14 tab.,Inegy,10/40 mg,tab.
inestafenac 50 mg 10 sachet,Inestafenac,50 mg,sachet
infacafin 10mg/ml i.v vial 3ml,Infacafin,10 mg/ml,i.v vial
infajoy oint. 50 gm,Infajoy,50 gm,oint.
infant care drops 50 ml,Infant Care,50 ml,drops
infapro 20 tabs.,Infapro,0,tabs.
infapro 30 tabs.,Infapro,0,tabs.
infarais oral drops,Infarais,0,oral drops
infarca 100 mg 30 f.c.tab.,Infarca,100 mg,tab.
infarca 50mg 20 f.c.tab.,Infarca,50 mg,tab.
infatrini milk 400 gm,Infatrini,400 gm,milk
infectocure 125mg/5ml susp. 60 ml,Infectocure,125 mg/5 ml,susp.
infectocure 250 mg 14 f.c.tabs,Infectocure,250 mg,tabs
infectocure 250mg/5ml susp. 60 ml,Infectocure,250 mg/5 ml,susp.
infectocure 500 mg 14 f.c.tabs.,Infectocure,500 mg,tabs.
infectodent 250/366 mg 10 f.c.tabs,Infectodent,250/366 mg,tabs
infectomycin 500mg 6 f.c. tabs.,Infectomycin,500 mg,tabs.
infex 100mg 60 f.c.tab.,Infex,100 mg,tab.
infiherb 120 ml syrup,Infiherb,120 ml,syrup
infinity anti-aging night serum 40 ml,Infinity Anti-Aging Night,40 ml,serum
infinity anti-aging spf 30 day serum 40 ml,Infinity Anti-Aging Day,40 ml,serum
infinity care 50 spf tinted lotion 60 ml,Infinity Care Tinted,60 ml,lotion
infinity care 50+ spf lotion 60 ml,Infinity Care,60 ml,lotion
infinity care 50+ spf mist 200 ml,Infinity Care,200 ml,mist
infinity care 50+ spf spray 120 ml,Infinity Care,120 ml,spray
infinity care hydro boost 50+ spf gel 60 ml,Infinity Care Hydro Boost,60 ml,gel
infinity care kids 45+ spf lotion 120ml,Infinity Care Kids,120 ml,lotion
