original_name,drug_name,dose,form
venllamash 150mg 10 ext. rel. caps.,venllamash,150mg,caps
venllamash 75 mg 30 ext. rel. caps.,venllamash,75 mg,caps
veno-west 30 tab.,veno-west,Null,tab
venoderm lotion 20 ml,venoderm,20 ml,lotion
venofer 30 tabs,venofer,Null,tabs
venolen idrogel top. gel 100 ml,venolen,100 ml,gel
venolite refresh leg extenso (10 cm x 12 cm) 2 sheets,venolite,10 cm x 12 cm,sheets
venoruton 300mg 20 caps.,venoruton,300mg,caps
venoruton forte 500mg 10 tab.,venoruton,500mg,tab
venoruton gel 20 gm,venoruton,20 gm,gel
venosel syrup 120 ml,venosel,Null,syrup
venotec 100 mg 30 caps.,venotec,100 mg,caps
venoxor 37.5 mg 28 tabs.,venoxor,37.5 mg,tabs
venoxor 75 mg 28 tabs.,venoxor,75 mg,tabs
vensia 10 sachets,vensia,Null,sachets
vent eye contour cream 15 gm,vent,15 gm,cream
vent-retard 100 mg 20 cap,vent,100 mg,cap
vent-retard 200 mg 20 cap,vent,200 mg,cap
vent-retard 300 mg 20 cap,vent,300 mg,cap
ventair 20mg 20 f.c. tab.,ventair,20mg,tab
ventaj cream 50 gm,ventaj,50 gm,cream
vental 2mg 20 tabs,vental,2mg,tabs
vental 2mg/5ml syrup 120ml,vental,2mg/5ml,syrup
vental compositum 200 doses spray,vental,200 doses,spray
vental inhaler 100 mcg/dose 200 doses,vental,100 mcg/dose,inhaler
ventamor anti-aging serum 50 ml,ventamor,50 ml,serum
ventamor black charcoal soap 100 gm,ventamor,100 gm,soap
ventamor cream 60 gm,ventamor,60 gm,cream
ventamor facial wash 200 ml,ventamor,200 ml,wash
ventamor soap 60 gm,ventamor,60 gm,soap
ventene 2mg 20 tab.,ventene,2mg,tab
ventobronchal plus 20 tab.,ventobronchal,Null,tab
ventobronchal plus syrup 60ml,ventobronchal,Null,syrup
ventocough syrup 125 ml,ventocough,Null,syrup
ventocough without sugar syrup 125ml,ventocough,Null,syrup
ventoherb syrup 120 ml,ventoherb,Null,syrup
ventolin 0.5% respirator solution 20 ml,ventolin,0.5%,solution
ventolin 0.5mg/ml 5 amp. for s.c./i.m. inj.,ventolin,0.5mg/ml,amp
ventolin 2mg 20 tab.,ventolin,2mg,tab
ventolin 2mg/5ml syrup 125ml,ventolin,2mg/5ml,syrup
ventolin diskus 200mcg/dose accuhaler,ventolin,200mcg/dose,accuhaler
ventolin evohaler 100mcg/actuation inhaler,ventolin,100mcg/actuation,inhaler
ventolin expectorant syrup 125ml,ventolin,Null,syrup
ventolin rotacaps 200 mcg 8*16 inh. caps.,ventolin,200 mcg,caps
ventophyl 100mg s.r. 16 caps.,ventophyl,100mg,caps
ventophyl 200mg s.r. 16 caps.,ventophyl,200mg,caps
ventothy syrup 100 ml,ventothy,Null,syrup
ventromed 200mg 10 tabs.,ventromed,200mg,tabs
venusfert 90 caps,venusfert,Null,caps
veora 25 mg 1 tab,veora,25 mg,tab
