original_name,drug_name,dose,form
cerederm plaster 5*8cm 10 patches,cerederm plaster,5*8cm,patches
cerederm plaster anchor 13*22cm 10 patches,cerederm plaster anchor,13*22cm,patches
cerederm plaster crown 8cm 10 patches,cerederm plaster crown,8cm,patches
cerelac fruit pieces&honey with wheat & milk,cerelac fruit pieces&honey with wheat & milk,0,0
cerelac fruits&wheat&milk 200gm,cerelac fruits&wheat&milk,200gm,0
cerelac rice 125 gm,cerelac rice,125gm,0
cerelac rice with milk 200 gm,cerelac rice with milk,200gm,0
cerelac wheat & milk 350 gm,cerelac wheat & milk,350gm,0
cerelac wheat 125 gm,cerelac wheat,125gm,0
cerelac wheat green 4 month 250 gm,cerelac wheat green,250gm,0
cerelac wheat with out milk 200 gm,cerelac wheat with out milk,200gm,0
cerelac wheat-milk honey 200 gm,cerelac wheat-milk honey,200gm,0
cerezyme 400 units pd. for i.v. inf. vial,cerezyme,400units,vial
cerolav gel 60 gm,cerolav,60gm,gel
ceromix 10 film coated tabs,ceromix,0,tabs
ceropram 20mg 14 tab,ceropram,20mg,tab
ceroval cream 50 mg,ceroval,50mg,cream
ceroxim 250mg/5ml susp. 50ml,ceroxim,250mg/5ml,susp
ceroxim 500mg 10 f.c. tab.,ceroxim,500mg,tab
certican 0.25mg 60 tab,certican,0.25mg,tab
certican 0.5mg 60 tab.,certican,0.5mg,tab
certican 0.75mg 60tab.,certican,0.75mg,tab
certican 1 mg 60 tab.,certican,1mg,tab
ceruclear ear solution 40 ml,ceruclear ear,0,solution
cerumenex n 0.9074gm/10ml ear drops,cerumenex n,0.9074gm/10ml,ear drops
cervarix 0.5ml vaccine,cervarix,0.5ml,vaccine
cervetolka 1000 mg 15 sachets,cervetolka,1000mg,sachets
cervetolka 250mg/5ml oral susp 60 ml,cervetolka,250mg/5ml,oral susp
cervetolka 500 mg 20 caps.,cervetolka,500mg,caps
cervetolka advance 20 caps.,cervetolka advance,0,caps
cervetolka forte syrup 30 ml,cervetolka forte,0,syrup
cervetolka plus 500/50 mg 20 caps.,cervetolka plus,500/50mg,caps
cervetolka-co syrup 120 ml,cervetolka-co,0,syrup
cervetolka-co syrup 60 ml,cervetolka-co,0,syrup
cervion 20gm cream,cervion,20gm,cream
cervitam 20 caps.,cervitam,0,caps
cesana 30 sachets,cesana,0,sachets
cesar hair serum 75 ml,cesar hair,0,serum
ceta menstrual 10 f.c. tab.,ceta menstrual,0,tab
cetacongest 10 sachets pwd. for oral susp.,cetacongest,0,sachets pwd for oral susp
cetafen 200/500mg 30 tabs.,cetafen,200/500mg,tabs
cetafen 30 dispersible tab.,cetafen,0,dispersible tab
cetafen plus 30 tab.,cetafen plus,0,tab
cetafen-n 120ml susp.,cetafen-n,0,susp
cetal 1000mg 15 tabs,cetal,1000mg,tabs
cetal 100mg/ml oral drops 15 ml,cetal,100mg/ml,oral drops
cetal 120 mg 5 infantile supp,cetal,120mg,infantile supp
cetal 250mg/5ml 60ml susp,cetal,250mg/5ml,susp
cetal 300mg 5 infantile supp,cetal,300mg,infantile supp
cetal 500mg 20 tab,cetal,500mg,tab
