original_name,drug_name,dose,form
tribatens 20/5/12.5mg 30 f.c. tabs.,tribatens,20/5/12.5mg,tabs
tribatens 40/10/12.5mg 30 f.c. tabs,tribatens,40/10/12.5mg,tabs
tribatens 40/10/25mg 30 f.c. tabs.,tribatens,40/10/25mg,tabs
tribatens 40/5/12.5mg 30 f.c. tabs,tribatens,40/5/12.5mg,tabs
tribatens 40/5/25mg 30 f.c. tabs.,tribatens,40/5/25mg,tabs
tribiotic spray 110 gm,tribiotic,110 gm,spray
tribudat 100mg 20 tab.,tribudat,100mg,tab
tribulus terrestris 250 mg 90 caps. (illegal import),tribulus terrestris,250 mg,caps
tricardia 20mg 90 tab,tricardia,20mg,tab
tricardia mr 35mg 30 f.c. tabs.,tricardia mr,35mg,tabs
trichocid 250mg 20 tab.,trichocid,250mg,tab
trichogel 0.75% vaginal gel 30 gm,trichogel,0.75%,gel
trichogyl 0.5% i.v. infusion 100 ml,trichogyl,0.5%,infusion
trichogyl 250mg 20 tab.,trichogyl,250mg,tab
trichogyl 500mg 12 f.c.tab.,trichogyl,500mg,tab
tricholab hair lotion spray 120 ml,tricholab hair,120 ml,lotion spray
tricof. 6 vaginal pessaries,tricof.,0,pessaries
tricogel 30g vaginal cream,tricogel,30g,cream
tricogyn vaginal douche 200 ml,tricogyn,200 ml,douche
tricogyn vaginal jel 50 gm,tricogyn,50 gm,jel
triconal 150mg 1 caps.,triconal,150mg,caps
triconal 50mg 7 caps.,triconal,50mg,caps
tricovel 30 tabs.,tricovel,0,tabs
tricovel anti-hair loss 10 vials,tricovel anti-hair loss,0,vials
tricovel anti-hair loss shampoo,tricovel anti-hair loss,0,shampoo
triderm 15 gm oint,triderm,15 gm,oint
triderm 15g cream,triderm,15g,cream
triderm cream 15 gm,triderm,15 gm,cream
triderm oint. 15 gm,triderm,15 gm,oint
tridil 50mg ( 5mg/ml ) amp 10 ml,tridil,50mg ( 5mg/ml ),amp
triflex- gnc dietary supplement 120 tab,triflex- gnc dietary supplement,0,tab
trigenda 200mg 30 f.c. tab.,trigenda,200mg,tab
trigino cream 50 gm,trigino,50 gm,cream
triguard 30 capsules,triguard,0,capsules
triherpine 2.5 gm e . oint 10 mg,triherpine,2.5 gm,oint
trikopan anti-dandruff shampoo 200 ml,trikopan anti-dandruff,200 ml,shampoo
trikopan hair serum 75 ml,trikopan hair,75 ml,serum
trilafon 8mg 100 tab,trilafon,8mg,tab
trilazine 4mg 10 f.c. tabs.,trilazine,4mg,tabs
trilazine 8mg 10 f.c. tabs.,trilazine,8mg,tabs
trileptal 150mg 50 f.c.tab.,trileptal,150mg,tab
trileptal 300mg 50 f.c.tab.,trileptal,300mg,tab
trileptal 600mg 50 f.c. tab.,trileptal,600mg,tab
trileptal 60mg/ml oral susp. 100 ml,trileptal,60mg/ml,susp
trillerg eye drops 10 ml,trillerg,10 ml,drops
trimed flu 20 f.c. tabs.,trimed flu,0,tabs
trimelasma top. cream 30 gm,trimelasma,30 gm,cream
trimly solution female care 120 ml,trimly female care,120 ml,solution
trimovax merieux (0.5ml) vial i.m/s.c injection,trimovax merieux,0.5ml,injection
trimovax merieux (5ml) vial i.m/s.c injection,trimovax merieux,5ml,injection
