original_name,drug_name,dose,form
anastrozol sandoz 1 mg 30 f.c. tab.,anastrozol sandoz,1 mg,tab.
anastrozol synthon 1 mg 28 f.c. tab.,anastrozol synthon,1 mg,tab.
anausan 120ml syrup,anausan,120 ml,syrup
ancavaz 10/10 mg 20 tabs.,ancavaz,10/10 mg,tabs.
ancavaz 10/5 mg 20 tabs.,ancavaz,10/5 mg,tabs.
ancavaz 5/10 mg 20 tabs.,ancavaz,5/10 mg,tabs.
ancavaz 5/5 mg 20 tabs.,ancavaz,5/5 mg,tabs.
andagra 100 mg 12 f.c. tabs,andagra,100 mg,tabs
andagra 100 mg 12 f.c. tabs.,andagra,100 mg,tabs.
andequepine 200mg 20 ext. rel. f.c. tab.,andequepine,200 mg,tab.
andiomaline 6 % 4 ml-10 amp,andiomaline,6 % 4 ml,amp
ando 10 gm 10 sachets,ando,10 gm,sachets
andocandoxin 200 mg 3 vaginal caps.,andocandoxin,200 mg,vaginal caps.
andocandoxin 600 mg 1 vaginal caps.,andocandoxin,600 mg,vaginal caps.
andoceptive 30/75mcg 21 c.tabs.,andoceptive,30/75 mcg,tabs.
andocholest 625mg 30 tablets,andocholest,625 mg,tablets
andodaclata 60 mg 28 f.c. tabs.,andodaclata,60 mg,tabs.
andodaricin 7.5 mg 20 f.c.tab.,andodaricin,7.5 mg,tab.
andoderma extra emollient gel 50 ml,andoderma extra emollient,50 ml,gel
andoderma sunscreen spf 34 spray 100 ml,andoderma sunscreen spf 34,100 ml,spray
andoderma sunscreen spf 50 lotion 75 gm,andoderma sunscreen spf 50,75 gm,lotion
andoderma whitening cream 50 gm,andoderma whitening,50 gm,cream
andoflozin xr 12.5/1000 mg 20 f.c. tabs.,andoflozin xr,12.5/1000 mg,tabs.
andoflozin xr 25/1000 mg 20 f.c. tabs.,andoflozin xr,25/1000 mg,tabs.
andofuryl 100 mg 30 caps.,andofuryl,100 mg,caps.
andogablin 75mg 20 cap,andogablin,75 mg,cap
andoglycemic xr 1000mg 30 ext. rel. tabs.,andoglycemic xr,1000 mg,tabs.
andoglycemic xr 500mg 30 ext. rel. tabs.,andoglycemic xr,500 mg,tabs.
andogonium syrup 100 ml,andogonium,100 ml,syrup
andohepasuvir 400mg 28 tablets,andohepasuvir,400 mg,tablets
andomatoid 2 mg 28 f.c.tabs.,andomatoid,2 mg,tabs.
andomatoid 4 mg 28 f.c.tabs.,andomatoid,4 mg,tabs.
andomilast 0.5 mg 20 tabs.,andomilast,0.5 mg,tabs.
andopentene xr 300 mg 20 f.c. tabs.,andopentene xr,300 mg,tabs.
andopentene xr 600 mg 20 f.c. tabs.,andopentene xr,600 mg,tabs.
andopoxetine 30mg 3 f.c.tabs.,andopoxetine,30 mg,tabs.
andopoxetine 60mg 3 f.c. tabs,andopoxetine,60 mg,tabs
andorasirox 500mg 20tabs. for oral susp.,andorasirox,500 mg,tabs.
andorivaban 10 mg 20 tabs,andorivaban,10 mg,tabs
andorivaban 15 mg 20 tabs,andorivaban,15 mg,tabs
andorivaban 2.5 mg 20 f.c. tabs,andorivaban,2.5 mg,tabs
andorivaban 20 mg 20 f.c. tabs.,andorivaban,20 mg,tabs.
andouristat 120 mg 20 f.c. tablets,andouristat,120 mg,tablets
andouristat 80 mg 20 f.c. tablets,andouristat,80 mg,tablets
andovimpamide 100 mg 20 tabs.,andovimpamide,100 mg,tabs.
andovimpamide 100 mg 30 tabs.,andovimpamide,100 mg,tabs.
andovimpamide 10mg/ml syrup 100 ml,andovimpamide,10 mg/ml 100 ml,syrup
andovimpamide 150mg 10 tabs.,andovimpamide,150 mg,tabs.
andovimpamide 200 mg i.v. inf. vial,andovimpamide,200 mg,vial
andovimpamide 200mg 10 tabs.,andovimpamide,200 mg,tabs.
