original_name,drug_name,dose,form
etosid 100mg/5ml vial,Etosid,100mg/5ml,vial
etosid 50 mg 4 caps,Etosid,50mg,caps
etosid 50mg 4 soft gelatin caps.,Etosid,50mg,soft gelatin caps
eucal cream 30 gm,Eucal,30gm,cream
eucal cream 50 gm,Eucal,50gm,cream
eucal gel 30 gm,Eucal,30gm,gel
eucal gel 50 gm,Eucal,50gm,gel
eucal herbal oil 75 ml,Eucal Herbal,75ml,oil
eucamenth cream 50 gm,Eucamenth,50gm,cream
eucamint drops 5 active v.o,Eucamint Active,Null,drops
eucaphol 6 inf. supp.,Eucaphol,Null,supp
eucarbon 30 tab,Eucarbon,Null,tab
eucavan massage spray 120ml,Eucavan Massage,120ml,spray
eudyna 0.05% cream 20 gm (n/a),Eudyna,0.05%,cream
eudyna 0.05% gel (n/a),Eudyna,0.05%,gel
eudyna 20 gm cream,Eudyna,20gm,cream
eudyna 20g gel,Eudyna,20g,gel
euglucon 5 mg 30 tab,Euglucon,5mg,tab
euglumide 5mg 30 tabs.,Euglumide,5mg,tabs
euglumide plus 2.5/500mg 30 f.c. tabs.,Euglumide Plus,2.5/500mg,tabs
euglumide plus 5/500mg 30 f.c. tabs.,Euglumide Plus,5/500mg,tabs
eulexin 250mg 100 tab,Eulexin,250mg,tab
eumotol 110 mg- 30 tab,Eumotol,110mg,tab
eumovate 0.05% top. cream 15 gm,Eumovate,0.05%,cream
eumovate 0.05% top. oint. 15 gm,Eumovate,0.05%,oint
euphylong 250 mg 20 cap,Euphylong,250mg,cap
euphylong 375 mg 20 cap,Euphylong,375mg,cap
eupifalgan 1gm/100ml vial for i.v. inf. 100 ml,Eupifalgan,1gm/100ml,vial
eupifiban 12.5mg/50ml i.v.infusion,Eupifiban,12.5mg/50ml,i.v.infusion
eupifluda 10 mg 5 f.c.tabs.(n/a yet),Eupifluda,10mg,tabs
eupitrexed 100 mg pwd. for i.v. inf. vial,Eupitrexed,100mg,pwd vial
eupitrexed 500 mg pwd. for i.v. inf. vial,Eupitrexed,500mg,pwd vial
eupivora 1mg/ml 5 amps. i.v.,Eupivora,1mg/ml,amps
eupivora 2 mg 4 f.c. tabs.,Eupivora,2mg,tabs
eupivora 3mg/3ml 5 amps. i.v.,Eupivora,3mg/3ml,amps
eupizar 1 gm i.v. inf. vial,Eupizar,1gm,vial
eurax 10% cream 30 gm,Eurax,10%,cream
eurax 10% lotion 50 ml,Eurax,10%,lotion
euresense 10 sachets,Euresense,Null,sachets
euro ivy 120 ml syrup,Euro Ivy,120ml,syrup
euro q 50 mg 10 cap,Euro Q,50mg,cap
eurobutamin 200mg 20 f.c. tab.,Eurobutamin,200mg,tab
eurobutamin 400mg 15 scored f.c. tab.,Eurobutamin,400mg,tab
eurocox 100mg 10 tab.,Eurocox,100mg,tab
eurocox 200mg 10 tab.,Eurocox,200mg,tab
euroditon3 200 i.u./drop 15 ml oral drops,Euroditon3,200i.u./drop,oral drops
eurodrava 30 tab,Eurodrava,Null,tab
euronemia 100mg/5ml 5 amp for i.v. or inf.,Euronemia,100mg/5ml,amp
europack for cold 5 eff. sachet,Europack,Null,eff. sachet
europack for cough 5 eff.sachets,Europack,Null,eff. sachets
