original_name,drug_name,dose,form
vexamod 37.5mg 10 s.r. caps.,vexamod,37.5mg,caps
vexamod 75mg sr 10 cap,vexamod,75mg,cap
vexamod 75mg sr 10 caps,vexamod,75mg,caps
vexidogrel 75 mg 30 f.c. tab,vexidogrel,75mg,tab
vexol 1% eye drops 5 ml,vexol,1%,eye drops
veyona sunscreen 50+ lotion 75 ml,veyona sunscreen,0,lotion
vezidane 150/12.5mg 7 tab.,vezidane,150/12.5mg,tab
vfend 200 mg 10 f.c.tabs.,vfend,200mg,tabs
vfend 200 mg vial,vfend,200mg,vial
vfend 50mg 10 tab,vfend,50mg,tab
vg-norm vag.douche 200ml,vg-norm,0,vag.douche
vhc joints 30 tabs,vhc joints,0,tabs
vhc propodezas with ginger 50 tabs.,vhc propodezas with ginger,0,tabs
vhc propodezas with herbs 50 tabs.,vhc propodezas with herbs,0,tabs
vi sense soap 100 gm,vi sense soap,0,soap
vi-hide 5% topical solution.,vi-hide,5%,topical solution
vi-sol 120ml syrup,vi-sol,0,syrup
via ananas 50 cap 2 strips,via ananas,0,cap
via cal chocolate 18 soft chews pieces,via cal chocolate,0,soft chews
viacoram 3.5/2.5 mg 15 tabs.,viacoram,3.5/2.5mg,tabs
viagra 100 mg 1 f.c.tabs.,viagra,100mg,tabs
viagra 100mg 4 f.c.tablets,viagra,100mg,tablets
viagra 50mg 4 f.c. tab,viagra,50mg,tab
vialebex 20% i.v.infusion,vialebex,20%,i.v.infusion
vialebex 50ml inf,vialebex,0,inf
viarex 50 mcg inhaler,viarex,50mcg,inhaler
viasalmol 100mcg 200 actuation inhaler,viasalmol,100mcg,inhaler
viasalmol plus 200 doses inh. spray,viasalmol plus,0,inh. spray
viatrazo 0.8% vaginal cream 30 gm,viatrazo,0.8%,vaginal cream
viatrazo 80 mg 3 vag. supp.,viatrazo,80mg,vag. supp.
viavag 100 mg 10 f.c.tabs.,viavag,100mg,tabs
viavag 25 mg 10 f.c. tabs.,viavag,25mg,tabs
vibramycin 100mg 10 caps.,vibramycin,100mg,caps
vibrocil nasal gel 10 gm,vibrocil,0,nasal gel
vibrocil nasal spray 10 ml,vibrocil,0,nasal spray
vicco sunblock +50 spf lotion 120 ml,vicco sunblock,0,lotion
vichy 48h beauty deo deodorant roll-on 50 ml,vichy 48h beauty deo deodorant,0,roll-on
vichy 48h intensive deodorant roll-on 50 ml,vichy 48h intensive deodorant,0,roll-on
vichy 72h men deodorant roll-on 50 ml,vichy 72h men deodorant,0,roll-on
vichy 72h men deodorant spray 150 ml,vichy 72h men deodorant,0,spray
vichy 72h stress resist intensive deodorant roll-on 50 ml,vichy 72h stress resist intensive deodorant,0,roll-on
vichy aqualia thermal rich cream 50 ml,vichy aqualia thermal rich cream,0,cream
vichy aqualia thermal soothing lip balm 4.7 ml,vichy aqualia thermal soothing lip balm,0,lip balm
vichy dercos aminexil clinical 5 - men 21 monodose hair vials,vichy dercos aminexil clinical 5 - men,0,hair vials
vichy dercos aminexil clinical 5 - women 21 monodose hair vials,vichy dercos aminexil clinical 5 - women,0,hair vials
vichy dercos anti-dandruff shampoo dry hair 200 ml,vichy dercos anti-dandruff shampoo dry hair,0,shampoo
vichy dercos anti-dandruff shampoo normal to oily hair 200 ml,vichy dercos anti-dandruff shampoo normal to oily hair,0,shampoo
vichy dercos densi-solutions - hair mass recreating concentrate 100 ml,vichy dercos densi-solutions - hair mass recreating concentrate,0,concentrate
vichy dercos densi-solutions - thickening shampoo 250 ml,vichy dercos densi-solutions - thickening shampoo,0,shampoo
vichy dercos energising shampoo complement to hair-loss treatment 200 ml,vichy dercos energising shampoo complement to hair-loss treatment,0,shampoo
