original_name,drug_name,dose,form
hero baby nutradefense plus 2 milk 400 gm,hero baby nutradefense plus 2 milk,400 gm,0
hero baby nutradefense plus 3 milk 400 gm,hero baby nutradefense plus 3 milk,400 gm,0
hero baby nutrasense 1 milk 400 gm,hero baby nutrasense 1 milk,400 gm,0
hero baby nutrasense 2 milk 400 gm,hero baby nutrasense 2 milk,400 gm,0
hero baby nutrasense 3 milk 400 gm,hero baby nutrasense 3 milk,400 gm,0
herobetasol 120 mlshampoo,herobetasol,120 ml,shampoo
herona 12 chewable pieces,herona,0,chewable pieces
herorash cream 30 gm,herorash,30 gm,cream
herorash cream 60 gm,herorash,60 gm,cream
herovit 20 cap,herovit,0,cap
herovit plus 20 cap,herovit plus,0,cap
heroxacin 500mg 10 scored f.c. tab.,heroxacin,500 mg,tab
herpacut 500 mg 10 scored f.c. tabs.,herpacut,500 mg,tabs
herpago 12 capsules,herpago,0,capsules
herpecilin topical gel 6 ml,herpecilin,6 ml,topical gel
herphonal 40 mg/ ml oral solution,herphonal,40 mg/ml,oral solution
hertraz 440 mg vial (pd for injection),hertraz,440 mg,vial
hervive 440 mg vial (pd for injection),hervive,440 mg,vial
hessta 50 mg cream,hessta,50 mg,cream
heterosofir 400mg 28 tablets,heterosofir,400 mg,tablets
heterosofir plus 90/400mg 28 tablets,heterosofir plus,90/400 mg,tablets
hexa diet 30 sachets,hexa diet,0,sachets
hexa oil topical spray 100 ml,hexa oil,100 ml,topical spray
hexa-core lotion 120 ml,hexa-core,120 ml,lotion
hexagabaline 150mg 30cap,hexagabaline,150 mg,cap
hexagabaline 75mg 30cap,hexagabaline,75 mg,cap
hexago massage cream,hexago,0,massage cream
hexal feminine wash 200 ml,hexal,200 ml,feminine wash
hexal vag. douche 200 ml,hexal,200 ml,vag. douche
hexalen 50 mg 100 cap,hexalen,50 mg,cap
hexaxim i.m. prefilled syringe 0.5 ml,hexaxim,0.5 ml,prefilled syringe
hexgabalin 150mg 30 caps.,hexgabalin,150 mg,caps
hexgabalin 75 mg 30 caps.,hexgabalin,75 mg,caps
hexitol 1.25mg/ml mouth wash 100 ml,hexitol,1.25 mg/ml,mouth wash
heya a2z feminine wash 250 ml,heya a2z,250 ml,feminine wash
heya neo-mum feminine wash 250 ml,heya neo-mum,250 ml,feminine wash
hi face facial cleanser 120 ml,hi face,120 ml,facial cleanser
hi forte cream 50mg,hi forte,50 mg,cream
hi heat cream,hi heat,0,cream
hi join 30tablets,hi join,0,tablets
hi pan syrup 100 ml,hi pan,100 ml,syrup
hi-cal 1200mg/5ml syrup 100ml,hi-cal,1200 mg/5ml,syrup
hi-cal forte 1800mg/5ml syrup 100ml,hi-cal forte,1800 mg/5ml,syrup
hi-calm drops,hi-calm,0,drops
hi-chrome 30 tab,hi-chrome,0,tab
hi-cool massage cream 100 gm,hi-cool,100 gm,massage cream
hi-dac  20 tab.,hi-dac,0,tab
hi-diure 20 tab,hi-diure,0,tab
hi-flucil 250/250mg 16 caps.,hi-flucil,250/250 mg,caps
hi-forte cream 50 gm,hi-forte,50 gm,cream
