original_name,drug_name,dose,form
intal spin 20 mg 30 cap,intal spin,20mg,cap
intal spinhaler,intal,0,spinhaler
intarg gel 75 gm,intarg,75gm,gel
intaxel 6mg/ml 100mg vial,intaxel,6mg/ml,vial
intaxel 6mg/ml 150mg vial,intaxel,6mg/ml,vial
intaxel 6mg/ml 260mg vial,intaxel,6mg/ml,vial
intaxel 6mg/ml 30mg vial,intaxel,6mg/ml,vial
intefen 3m.i.u. vial,intefen,3m.i.u.,vial
intefen 5m.i.u. vial,intefen,5m.i.u.,vial
integrado extra hair growth lotion 12 vials x 5 ml,integrado extra hair growth,5ml,lotion
integrado hair conditioner 200 ml,integrado hair,200ml,conditioner
integrado hair loss cream 100 gm,integrado hair loss,100gm,cream
integrado hair loss lotion 150 ml,integrado hair loss,150ml,lotion
integrado hair loss shampoo 200 ml,integrado hair loss,200ml,shampoo
integrilin 0.75mg/ml soln. for i.v. inf. 100 ml,integrilin,0.75mg/ml,soln.
integrilin 2mg/ml vial for i.v. inj. 10 ml,integrilin,2mg/ml,vial
integrol 10mg 30 f.c. tablets,integrol,10mg,tablets
integrol 5 mg 30 f.c. tabs.,integrol,5mg,tabs
integrol roll on 75 ml,integrol,75ml,roll on
integrolax gel 50 gm,integrolax,50gm,gel
intepline bath cream 150 ml,intepline bath,150ml,cream
interferon alfantive 6 m.i.u/ml amp.,interferon alfantive,6m.i.u/ml,amp.
interofer 100mg 1 ampoules,interofer,100mg,ampoule
interofer 100mg/5ml 5 amp for i.v. inj.,interofer,100mg/5ml,amp
intest-relief 200 mg 10 caps.,intest-relief,200mg,cap
intest-relief 220mg/5ml susp.,intest-relief,220mg/5ml,susp.
intetrix 20 caps,intetrix,20mg,cap
intidare vaginal douche 240 ml,intidare vaginal,240ml,douche
intimax intimate feminine gel 30 gm,intimax intimate feminine,30gm,gel
intrafer 30 tablets,intrafer,30mg,tablets
intrafer b 30 tablets,intrafer b,30mg,tablets
intragel 1.6% prefilled syringe 2 ml,intragel,1.6%,prefilled syringe
intragel one 2% 2.5ml prefilled syringe,intragel one,2%,prefilled syringe
intraglobin ( fluid ) 1 gm vial 20 ml,intraglobin,1gm,vial
intraglobin f 50mg/ml (100ml=5g) i.v.infusion,intraglobin f,50mg/ml,infusion
intraglobin f 50mg/ml (20ml=1g) i.v. infusion,intraglobin f,50mg/ml,infusion
intraglobin f 50mg/ml (50ml=2.5g) i.v.infusion,intraglobin f,50mg/ml,infusion
intralipid 10 % emulsion for infusion.,intralipid,10%,emulsion
intralipid 20% emulsion for inf. 500 ml,intralipid,20%,emulsion
intraperitoneal dialysis sol. anhydrous dextrose 4.25% (acetate),intraperitoneal dialysis sol. anhydrous dextrose,4.25%,0
intraperitoneal dialysis sol.(acetate) with 1.7% anhydrous dextrose,intraperitoneal dialysis sol. anhydrous dextrose,1.7%,0
intron - a- 3 000.000 i . u 1 vial,intron - a-,3000000i.u,vial
intron - a- 5.000.000 i . u 1 vial,intron - a-,5000000i.u,vial
intron a 18m.i.u/3ml vial multidose.,intron a,18m.i.u/3ml,vial
intron a 25m.i.u/2.5ml solution for injection multidose.,intron a,25m.i.u/2.5ml,solution
intropin 200mg amp.,intropin,200mg,amp.
invabragin 5mg 30 tabs,invabragin,5mg,tabs
invabragin 7.5mg 20 tabs,invabragin,7.5mg,tabs
invanz 1 gm pd. for i.v. inf. or i.m. inj.,invanz,1gm,pd.
invega 3 mg 7 extended release tab.,invega,3mg,extended release tab.
