original_name,drug_name,dose,form
neurorubine 6 i.m. amps.,neurorubine,0,i.m. amps
neurorubine forte 20 lactabs,neurorubine forte,0,lactabs
neuroton 30 tab,neuroton,0,tab
neuroton 6 amp,neuroton,0,amp
neurotop 200mg 100 tab.,neurotop,200mg,tab
neurotop 400mg 100 tab.,neurotop,400mg,tab
neurotop retard 300mg 100 s.r. tab.,neurotop retard,300mg,s.r. tab
neurotop retard 600mg 100 s.r. tab.,neurotop retard,600mg,s.r. tab
neurovit 3 i.m. amps.,neurovit,0,i.m. amps
neurovit 30 sugar coated tab,neurovit,0,sugar coated tab
neurovit 6 i.m. amps,neurovit,0,i.m. amps
neuth anti-acne absolute purifying exfoliator gel 150 ml (step 1),neuth anti-acne absolute purifying exfoliator,150 ml,gel
neuth anti-acne multi- resolving concentrate 30 ml (step 4),neuth anti-acne multi- resolving,30 ml,concentrate
neuth anti-acne pore minimizing and mattifying toner 200 ml (step 3),neuth anti-acne pore minimizing and mattifying,200 ml,toner
neuth anti-acne renovating sunscreen spf 50+ 50 ml (step 5),neuth anti-acne renovating,50 ml,sunscreen
neuth anti-acne revitalizing facial wash 200 ml (step 2),neuth anti-acne revitalizing,200 ml,facial wash
neuth anti-aging reprogramming system 50 ml,neuth anti-aging reprogramming,50 ml,system
neuth dna sun protection lotion spf 50+ - 100 ml,neuth dna sun protection,100 ml,lotion
neuth dual express cleansing makeup remover 200 ml,neuth dual express cleansing,200 ml,makeup remover
neuth gold anti-wrinkle synergistic system 50 ml,neuth gold anti-wrinkle synergistic,50 ml,system
neuth lightening intelligence system day cream spf 15 - 30 ml,neuth lightening intelligence system,30 ml,day cream
neuth lightening intelligence system night cream 30 ml,neuth lightening intelligence system,30 ml,night cream
neuth purifying cleansing gel system 150 ml,neuth purifying cleansing system,150 ml,gel
neuth restorative system anti-aging eye cream 18 ml,neuth restorative system anti-aging,18 ml,eye cream
neuth restorative system anti-aging hand cream 50 ml,neuth restorative system anti-aging,50 ml,hand cream
neuth sun reflection cream spf 50+ - 50 ml,neuth sun reflection,50 ml,cream
neutra bark 20 capsule,neutra bark,0,capsule
neutra feritin 30 caps.,neutra feritin,0,caps
neutra gar powder 10 sachets,neutra gar,0,powder
neutri-soft cream 30 gm,neutri-soft,30 gm,cream
neutrogena deep clean 2 in 1 wash & mask,neutrogena deep clean 2 in 1,0,wash & mask
neutrogena deep clean daily scrub 150 ml,neutrogena deep clean daily,150 ml,scrub
neutrogena deep clean facial cleanser 200 ml,neutrogena deep clean facial,200 ml,cleanser
neutrogena visibly clear blackhead eliminating 150 ml,neutrogena visibly clear blackhead eliminating,150 ml,0
neutrogena visibly clear gentle exfoliating wash 150 ml,neutrogena visibly clear gentle exfoliating,150 ml,wash
nevanac 1mg/ml eye dps. 5 ml,nevanac,1mg/ml,eye dps
neverty 11.5 % topical cream 30 gm,neverty,11.5 %,topical cream
nevilob 2.5 mg 14 tab.,nevilob,2.5 mg,tab
nevilob 5 mg 14 tab,nevilob,5 mg,tab
nevilob 5 mg 21 tab,nevilob,5 mg,tab
nevilob amlo 5/5 mg 30 tab.,nevilob amlo,5/5 mg,tab
nevilob plus 5/12.5 mg 20 tab,nevilob plus,5/12.5 mg,tab
nevilob plus 5/25 mg 20 tab,nevilob plus,5/25 mg,tab
nevxal 0.1% eye dpops 5 ml,nevxal,0.1%,eye dpops
nevxal forte 0.3% eye dpops 5 ml,nevxal forte,0.3%,eye dpops
new akim hair oil 120 ml,new akim,120 ml,hair oil
new akim hair oil 60ml,new akim,60ml,hair oil
new akim spray 120 ml,new akim,120 ml,spray
new castle vaccine lasota,new castle lasota,0,vaccine
new cleanse vag.douche 120 ml,new cleanse,120 ml,vag.douche
