original_name,drug_name,dose,form
tarion shampoo anti dandruff 200 ml,tarion shampoo anti dandruff,200 ml,shampoo
tarivan 200mg 10 tab.,tarivan,200mg,tab
tarivid 200mg 10 f.c. tab.,tarivid,200mg,tab
tarka 180/2mg m.r. 28 tab.,tarka,180/2mg,tab
tarnil 30 pieces,tarnil,0,pieces
tarolimus 0.03% topical oint. 15 gm,tarolimus,0.03%,topical oint.
tarontal 5 ml amp,tarontal,5 ml,amp
tarophen syrup 120 ml,tarophen,120 ml,syrup
taroxatron 500mg/5ml 6 amp.,taroxatron,500mg/5ml,amp.
tasigna 150 mg 28 caps.,tasigna,150 mg,caps.
tasigna 200 mg 28 caps.,tasigna,200 mg,caps.
tasso cream 120gm,tasso,120gm,cream
taurolock hep100 catheter lock solution ampoule 3 ml,taurolock hep100 catheter lock solution,3 ml,ampoule
taurolock hep500 catheter lock solution amp. 5 ml,taurolock hep500 catheter lock solution,5 ml,amp.
taurolock hep500 catheter lock solution vial 10 ml,taurolock hep500 catheter lock solution,10 ml,vial
taurolock u25000 catheter lock solution vial 5 ml,taurolock u25000 catheter lock solution,5 ml,vial
tav-du 40mcg+5mg/ml eye drops 2.5 ml,tav-du,40mcg+5mg/ml,eye drops
tavacin 500mg 5 f.c. tab,tavacin,500mg,tab
tavacin 500mg vial 100ml,tavacin,500mg,vial
tavacin 750mg 5 tab,tavacin,750mg,tab
tavanic 250mg 5 tab,tavanic,250mg,tab
tavanic 500mg 5 tab,tavanic,500mg,tab
tavanic 500mg/100ml vial for i.v. inf.,tavanic,500mg/100ml,vial
tavegyl 1 mg 20 tab.,tavegyl,1 mg,tab.
tavegyl 1mg/10ml syrup 100ml,tavegyl,1mg/10ml,syrup
tavegyl 2mg/2ml 3 amp. i.m. i.v. inj.,tavegyl,2mg/2ml,amp.
tavixinor 500 mg 5 f.c. tabs.,tavixinor,500 mg,tabs.
tavixinor 750 mg 5 f.c. tabs.,tavixinor,750 mg,tabs.
tavon massage spray 100ml,tavon massage,100ml,spray
tavoniflox 500mg 7 f.c. tabs,tavoniflox,500mg,tabs
tavoniflox 750mg 7 f.c. tabs,tavoniflox,750mg,tabs
tavoniza 10 mg 20 f.c.tabs.,tavoniza,10 mg,tabs.
tavoniza 20 mg 20 f.c.tabs.,tavoniza,20 mg,tabs.
taximodel 1 gm i.m./i.v.vial,taximodel,1 gm,vial
taximodel 2 gm i.m./i.v.vial,taximodel,2 gm,vial
taximodel 500 mg i.m./i.v.vial,taximodel,500 mg,vial
taxol 100mg/16.7ml vial,taxol,100mg/16.7ml,vial
taxol 30mg/5ml vial,taxol,30mg/5ml,vial
taxotere 20mg/ml i.v. infusion,taxotere,20mg/ml,i.v. infusion
taxotere 80mg/4ml i.v. inf,taxotere,80mg/4ml,i.v. inf
taylor cream 50 gm,taylor,50 gm,cream
taysebone 30 capsule,taysebone,0,capsule
taysecal 30 tablets,taysecal,0,tablets
taysevent syrup   100ml,taysevent,100ml,syrup
tazaro 0.1% topical gel 15 gm,tazaro,0.1%,topical gel
tazocin 4.5 gm pd. for i.v. vial,tazocin,4.5 gm,vial
tazorenol 0.1% topical gel,tazorenol,0.1%,topical gel
tazox 50 mg 30 tab.,tazox,50 mg,tab.
tb cure 30f.c.tabs.(n/a yet),tb cure,0,tabs.
tda 0.1g/10g oint,tda,0.1g/10g,oint
