original_name,drug_name,dose,form
sector sd (anti-dandruff) shampoo 120 ml,sector sd,0,shampoo
sector sunscreen lotion 50+ spf 120 ml,sector sunscreen 50+ spf,0,lotion
sector whitening cream 50 gm,sector whitening,0,cream
sectral 20 tab .,sectral,0,tab
secure hand gel 75 ml,secure hand,0,gel
seda d3 (5000 i.u.) 30 tabs,seda d3,5000 i.u.,tabs
sedacoron 200mg 20 tab.,sedacoron,200mg,tab
sedalac 3.35gm/5ml syrup 120ml,sedalac,3.35gm/5ml,syrup
sedalac 3.35gm/5ml syrup 300ml,sedalac,3.35gm/5ml,syrup
sedaline syrup 125ml,sedaline,0,syrup
sedalostate 2% vaginal cream 5 gm,sedalostate,2%,vaginal cream
sedamol 5 rectal pediatric supp.,sedamol,5 mg,rectal pediatric supp
sedan 1000 mg 24 cap,sedan,1000 mg,cap
sedan 450 mg 24 cap,sedan,450 mg,cap
sedaneurin 20 tab.,sedaneurin,0,tab
sedatuss 20mg/5ml 100 ml susp.,sedatuss,20mg/5ml,susp
sedclarit 10mg 20 tab.,sedclarit,10mg,tab
sedergin vitamin 20 tab,sedergin vitamin,0,tab
sediproct 6 supp.,sediproct,0,supp
sediproct topical cream 20 gm,sediproct,0,topical cream
sedo-mag 120ml susp,sedo-mag,0,susp
sedobroxol 15mg/5ml 120ml syrup,sedobroxol,15mg/5ml,syrup
sedocal syrup 120 ml,sedocal,0,syrup
sedokast 10mg 10 f.c. tab,sedokast,10mg,tab
sedokast 4mg 7 chewable tabs,sedokast,4mg,chewable tabs
sedonase 1500000 i.u. vial,sedonase,1500000 i.u.,vial
sedonase 750.000 i.u. vial,sedonase,750.000 i.u.,vial
sedonase1.500.000 iv. infusion,sedonase,1.500.000 i.u.,iv infusion
sedopram 20mg 7 f.c. tab,sedopram,20mg,tab
sedoretic 12.5/20mg 10 tabs.,sedoretic,12.5/20mg,tabs
sedotazole 100 mg 10 tab.,sedotazole,100 mg,tab
sedotazole 50mg 10 tab.,sedotazole,50mg,tab
sedoter 1 mg 30 f.c. tabs.,sedoter,1 mg,tabs
sedoter 2 mg 30 f.c. tabs.,sedoter,2 mg,tabs
sedovesta 60 mg tab,sedovesta,60 mg,tab
see-lit elixir serum 30 ml,see-lit,0,elixir serum
see-lit facial cleanser 200 ml,see-lit,0,facial cleanser
see-lit hyaluronic vitamin b plumping skin serum 30 ml,see-lit hyaluronic vitamin b plumping,0,skin serum
see-lit lip balm 5 gm,see-lit,0,lip balm
see-lit retinol face serum 30 ml,see-lit retinol,0,face serum
see-lit vitamiin c skin serum 30 ml,see-lit vitamin c,0,skin serum
seebri breezhaler 50 mcg 30 capsules+inhaler,seebri breezhaler,50 mcg,capsules+inhaler
seebri breezhaler 50mcg 30 cap,seebri breezhaler,50mcg,cap
seem 22 lozenges,seem,0,lozenges
seem honey & lemon 22 lozenges,seem honey & lemon,0,lozenges
seem lemon 24 lozenges,seem lemon,0,lozenges
seem lozenges 22,seem,0,lozenges
seem menthol 22 lozenges,seem menthol,0,lozenges
seem orange 22 lozenges,seem orange,0,lozenges
seem orange lozenge,seem orange,0,lozenge
