original_name,drug_name,dose,form
ducray nutricerat spray 75 ml,ducray nutricerat,75 ml,spray
ducray stimulating hair gel 30 ml,ducray stimulating hair,30 ml,gel
ducray tonifying hair gel 30 ml,ducray tonifying hair,30 ml,gel
dudecort 200 mcg/dose inhaler,dudecort,200 mcg/dose,inhaler
dudomez 40/1100mg 10 capsules,dudomez,40/1100mg,capsules
dudomez 40/1680mg pd. for oral susp. 10 sachet,dudomez,40/1680mg,sachet
dueceptiol 21 tabs,dueceptiol,0,tabs
duelist skin soothing lotion 70 ml,duelist skin soothing,70 ml,lotion
dufaximin 200 mg 28 f.c. tabs.,dufaximin,200 mg,tabs
dufaximin 550 mg 28 f.c. tabs.,dufaximin,550 mg,tabs
dulagen 10 sachets,dulagen,0,sachets
dulcada 20 chew. tabs,dulcada,0,tabs
dulcolax 5mg 20 sugar coated tab..,dulcolax,5mg,tab
dulefer 100 mg 14 sachets,dulefer,100 mg,sachets
duloxeprin 20 mg 28 caps.,duloxeprin,20 mg,caps
duloxeprin 30mg 28 capsules,duloxeprin,30mg,capsules
duloxeprin 60mg 28 capsules,duloxeprin,60mg,capsules
duloxifutal 30 mg 30 caps.,duloxifutal,30 mg,caps
duloxifutal 60 mg 30 caps.,duloxifutal,60 mg,caps
dumozol 125mg/5ml susp. 125ml,dumozol,125mg/5ml,susp
dumozol 500mg 20 f.c. tabs.,dumozol,500mg,tabs
dumulti 20 tablets,dumulti,0,tablets
duo star soothing cream 75 gm,duo star soothing,75 gm,cream
duo- derm 4 x 5 (1010),duo- derm,0,0
duoarthotec 30 coated tabs,duoarthotec,0,tabs
duodart 0.5/0.4mg 30 caps.,duodart,0.5/0.4mg,caps
duoeffectum eye drops 10 ml,duoeffectum,10 ml,eye drops
duolys ce skin serum 15 ml,duolys ce skin,15 ml,serum
duolys eye contour cream 15 ml,duolys eye contour,15 ml,cream
duomotec 20 caps,duomotec,0,caps
duonerpoic 10 caps,duonerpoic,0,caps
duotrav eye drops. 2.5 ml,duotrav,2.5 ml,eye drops
duotrenzo 20 enteric coated tabs,duotrenzo,0,tabs
duovimethyl 20 caps,duovimethyl,0,caps
duovitec 120 ml syrup,duovitec,120 ml,syrup
duphalac 667gm/l syrup 20 sachets*15 ml,duphalac,667gm/l,syrup
duphalac 667gm/l syrup 200ml,duphalac,667gm/l,syrup
duphaston 10 mg 60 f.c.tabs.,duphaston,10 mg,tabs
dupixent 200 mg 2 pref. syringe s.c.,dupixent,200 mg,syringe
dupixent 300 mg 2 pref. syringe s.c.,dupixent,300 mg,syringe
durabiotic 500mg 8 caps.,durabiotic,500mg,caps
duracin 1 mg 21 tab.,duracin,1 mg,tab
duracin 4mg 14 tab.,duracin,4mg,tab
durafos 1 amp. 2ml im or intra articular,durafos,2ml,amp
durakinase 1500 000 i.u. / vial for i.v. inf.,durakinase,1500000 i.u.,vial
duranftat 200 mg 30 f.c. tabs.,duranftat,200 mg,tabs
durapen s 1.2 m.i.u. vial for i.m inj.,durapen s,1.2 m.i.u.,vial
durazac weekly 90mg 4 delayed release caps,durazac weekly,90mg,caps
duricef 1 gm 6 dispersable tab,duricef,1 gm,tab
duricef 1 gm 8 f.c. tabs.,duricef,1 gm,tabs
