original_name,drug_name,dose,form
hypo tears gel,hypo tears,0,gel
hypol 20 capsules,hypol,0,capsules
hypol syrup 120 ml,hypol,120 ml,syrup
hypolact 0.5 mg 2 tablets,hypolact,0.5 mg,tablets
hypopress 12.5mg 10 tab.,hypopress,12.5 mg,tab.
hypopress 25mg 30 tab.,hypopress,25 mg,tab.
hypopress-d 20 tab.,hypopress-d,0,tab.
hyposec 20mg 14caps.,hyposec,20 mg,caps.
hypotears 1000i.u./g eye gel 10 gm,hypotears,1000 i.u./g,eye gel
hypoten 30 tab.,hypoten,0,tab.
hypotense 2.5mg 20 tab.,hypotense,2.5 mg,tab.
hyrimoz 40mg/0.8ml 2 pref. syringes,hyrimoz,40 mg/0.8ml,pref. syringes
hysartan 50/12.5 mg 10 tab.,hysartan,50/12.5 mg,tab.
hyseac a.i. 40 ml,hyseac a.i.,40 ml,0
hyseac active cream aha 40ml,hyseac active aha,40 ml,cream
hyseac fluid spf 50+ 50 ml,hyseac fluid spf 50+,50 ml,fluid
hyseac gel nettoyant (cleansing gel) 150ml,hyseac nettoyant,150 ml,gel
hyseac gel nettoyant (cleansing gel) 300ml,hyseac nettoyant,300 ml,gel
hyseac k 18 - 40 ml,hyseac k 18,40 ml,0
hyseac pain soap 100 gm,hyseac pain,100 g,soap
hyseac r 40 ml,hyseac r,40 ml,0
hyseac restructuring care cream 40ml,hyseac restructuring care,40 ml,cream
hystrogest 200mg 30 soft gelatin capsules,hystrogest,200 mg,soft gelatin capsules
hyzaar 100/12.5mg 14 f.c. tabs.,hyzaar,100/12.5 mg,tabs.
hyzaar 50/12.5mg 14 f.c. tab.,hyzaar,50/12.5 mg,tab.
i protect 20 tab,i protect,0,tab
i- chol 0.01% vial 1 ml,i- chol,0.01%,vial
i- h spray 250 mgm,i- h,250 mg,spray
i-care 14 caps.,i-care,0,caps.
i.b.a 20 cap,i.b.a,0,cap
i.v-globulin 50mg/ml 0.5g vial,i.v-globulin,50 mg/ml,vial
i.v-globulin 50mg/ml 1g vial,i.v-globulin,50 mg/ml,vial
i.v-globulin 50mg/ml 2.5g vial,i.v-globulin,50 mg/ml,vial
i.v-globulin 50mg/ml 5g vial,i.v-globulin,50 mg/ml,vial
i.v-globulin s 10ml,i.v-globulin s,10 ml,0
i.z. globin 30 cap,i.z. globin,0,cap
ialugen plus 25g cream,ialugen plus,25 g,cream
ialugen plus top. cream 25 gm,ialugen plus top.,25 g,cream
iban 150 mg 1 f.c. tabs.,iban,150 mg,tabs.
ibandrocare 150mg 2 f.c.tab.,ibandrocare,150 mg,tab.
ibiacto cream 50 gm,ibiacto,50 g,cream
ibiamox 200mg/5ml susp. 80ml,ibiamox,200 mg/5ml,susp.
ibiamox 250mg 12 caps.,ibiamox,250 mg,caps.
ibiamox 400mg/5ml susp. 80ml,ibiamox,400 mg/5ml,susp.
ibiamox 500mg 12 caps.,ibiamox,500 mg,caps.
ibidroxil 125mg/5ml susp. 60ml,ibidroxil,125 mg/5ml,susp.
ibidroxil 1gm 8 f.c. tabs,ibidroxil,1 g,tabs
ibidroxil 250mg 8 caps,ibidroxil,250 mg,caps
ibidroxil 250mg/5ml susp. 60 ml,ibidroxil,250 mg/5ml,susp.
ibidroxil 500mg 8 caps,ibidroxil,500 mg,caps
