original_name,drug_name,dose,form
calci prex 30 tabs,Calci Prex,0,tabs
calci-bone 20 tab,Calci-bone,0,tabs
calci-cal n syrup 100 ml,Calci-cal N,0,syrup
calci-cal syrup 120 gm,Calci-cal,0,syrup
calci-d-1000 mg 20tab,Calci-d,1000 mg,tabs
calci-d-1000 mg 90 tab,Calci-d,1000 mg,tabs
calci-lane 10 sachets,Calci-lane,0,sachets
calci-lane 7 sachets,Calci-lane,0,sachets
calci-mash 30 f.c. tabs.,Calci-mash,0,tabs
calci-ost 2 gm 7 sachets,Calci-ost,2 gm,sachets
calci-plus 16 tab,Calci-plus,0,tabs
calci-plus 30 f.c. tabs.,Calci-plus,0,tabs
calci-pro 7 sachets,Calci-pro,0,sachets
calci-top syrup 100 ml,Calci-top,0,syrup
calcibella fortified liquid chocolate 200 gm,Calcibella Fortified Liquid Chocolate,0,liquid
calcibella fortified liquid chocolate 350 gm,Calcibella Fortified Liquid Chocolate,0,liquid
calcicare 30 tabs,Calcicare,0,tabs
calcichelate 14 sachets,Calcichelate,0,sachets
calcichelate 8 sachets,Calcichelate,0,sachets
calcichew 500 mg 20 chew. tabs.,Calcichew,500 mg,chew tabs
calcichew d3 20 chew. tabs.,Calcichew D3,0,chew tabs
calcicolage 20 tablets,Calcicolage,0,tablets
calcid 30 caps.,Calcid,0,caps
calcid b12 syrup 120 ml,Calcid B12,0,syrup
calcidense 30 f.c. tabs.,Calcidense,0,tabs
calcidol 0.25 mcg 30 caps.,Calcidol,0.25 mcg,caps
calcidol 1 mcg 30 caps.,Calcidol,1 mcg,caps
calcidol calcium 20 tabs.,Calcidol Calcium,0,tabs
calcidoveros 1 mcg/ml oral drops 30 ml,Calcidoveros,1 mcg/ml,oral drops
calcidronate 2 tablets,Calcidronate,0,tablets
calcieba 30 caps,Calcieba,0,caps
calcifolinon 10mg/ml vial im / iv inf.,Calcifolinon,10mg/ml,vial
calcifolinon 50 mg vial im / iv inf.,Calcifolinon,50 mg,vial
calcillac 1600mg 20 tab,Calcillac,1600mg,tabs
calcillac new 600mg 30 tab,Calcillac New,600mg,tabs
calciload 30 tabs,Calciload,0,tabs
calcima 30 soft chews pieces,Calcima,0,soft chews pieces
calcimate 500 mg 12 caps.,Calcimate,500 mg,caps
calcimate 500mg 20 chew. tab. (n/a),Calcimate,500mg,chew tabs
calcimate fort 1200mg 20 tab.,Calcimate Fort,1200mg,tabs
calcimax 600 mg 30 f.c.tabs.,Calcimax,600 mg,tabs
calcimax plus 30 f.c.tabs.,Calcimax Plus,0,tabs
calcin 20 tab,Calcin,0,tabs
calcinex plus 20 chew. pieces,Calcinex Plus,0,chew pieces
calcinex plus 30 pills,Calcinex Plus,0,pills
calcinozam 30 tap,Calcinozam,0,tabs
calciogam tab 20 tabs,Calciogam,0,tabs
calcionate 6 amps.,Calcionate,0,amps
calciparine 12500 iu 2 amp 0.5 ml,Calciparine,12500 iu,amps
calciparine 5000 iu 2 amp .2 ml,Calciparine,5000 iu,amps
