original_name,drug_name,dose,form
cefaxone 1 gm i.v. vial,cefaxone,1 gm,vial
cefaxone 250mg i.m. vial.,cefaxone,250mg,vial
cefaxone 250mg i.v. vial.,cefaxone,250mg,vial
cefaxone 2gm i.v. vial,cefaxone,2gm,vial
cefaxone 500mg i.m. vial,cefaxone,500mg,vial
cefaxone 500mg i.v. vial,cefaxone,500mg,vial
cefaxoral 1 gm 6 dispersible tab.,cefaxoral,1 gm,dispersible tab
cefaxoral 500mg 8 caps.,cefaxoral,500mg,caps
cefaxotrez 1 gm i.m. vial,cefaxotrez,1 gm,vial
cefaxotrez 1 gm i.v. vial,cefaxotrez,1 gm,vial
cefaxotrez 500 mg i.m. vial,cefaxotrez,500 mg,vial
cefaxotrez 500 mg i.v. vial,cefaxotrez,500 mg,vial
cefazone 1 gm vial,cefazone,1 gm,vial
cefazone 2gm vial,cefazone,2gm,vial
cefazone 500mg vial,cefazone,500mg,vial
cefazone plus 1.5 gm (i.v/i.m) inj. vial,cefazone plus,1.5 gm,inj. vial
cefbiolor 250 mg 10 caps.,cefbiolor,250 mg,caps
cefbiolor 250mg/5ml pd. for oral susp. 60ml,cefbiolor,250mg/5ml,susp
cefdin 125mg/5ml susp. 60ml,cefdin,125mg/5ml,susp
cefdin 300mg 10 caps.,cefdin,300mg,caps
cefepime 1 gm i.m/i.v vial,cefepime,1 gm,vial
cefepime 2 gm vial.,cefepime,2 gm,vial
cefepime 500 mg i.m. i.v. vial (rowad),cefepime,500 mg,vial
cefepime 500 mg i.m./i.v. vial,cefepime,500 mg,vial
cefepime-eva pharma 1 gm i.m/i.v vial,cefepime-eva pharma,1 gm,vial
cefepime-eva pharma 2 gm i.m/i.v vial,cefepime-eva pharma,2 gm,vial
cefepime-eva pharma 500mg i.m/i.v vial,cefepime-eva pharma,500mg,vial
cefex 1 gm 8 f.c. tabs.,cefex,1 gm,tabs
cefidime 1 gm vial i.m./i.v.,cefidime,1 gm,vial
cefidime 2 gm vial,cefidime,2 gm,vial
cefidime 250mg vial,cefidime,250mg,vial
cefidime 500mg vial,cefidime,500mg,vial
cefix 1000mg 8 f.c.tab,cefix,1000mg,tab
cefix hair spray 120 ml,cefix hair spray,120 ml,spray
cefixime 100mg/5ml susp. 30 ml,cefixime,100mg/5ml,susp
cefixime 100mg/5ml susp. 60ml,cefixime,100mg/5ml,susp
cefizox 1gm i.v. vials,cefizox,1gm,vials
cefizox 2gm i.v. vial,cefizox,2gm,vial
cefizox 500mg vials,cefizox,500mg,vials
ceflodix 1000 mg 12 f.c. tabs.,ceflodix,1000 mg,tabs
ceflodix 500 mg 12 caps.,ceflodix,500 mg,caps
cefobid 1 gm vial (i.v-i.m),cefobid,1 gm,vial
cefobid 2gm vial,cefobid,2gm,vial
cefobid 500mg vial,cefobid,500mg,vial
cefoctam 1.5 gm vial,cefoctam,1.5 gm,vial
cefomerican 1 gm vial,cefomerican,1 gm,vial
cefomerican 500 mg vial,cefomerican,500 mg,vial
cefoperazone 1 gm i.m./i.v. vial,cefoperazone,1 gm,vial
cefoperazone 500 mg vial for i.m./i.v.,cefoperazone,500 mg,vial
cefoprox 100mg 5 f.c.tab.,cefoprox,100mg,tab
