original_name,drug_name,dose,form
vitastress 20 f.c. tabs.,vitastress,20mg,tabs
vitastress with zinc 20 f.c. tabs.,vitastress with zinc,20mg,tabs
vitatrictol 20 tablet,vitatrictol,20mg,tablet
vitatron 20 caps,vitatron,20mg,caps
vitatron 30 caps,vitatron,30mg,caps
vitayami 30 f.c. tabs,vitayami,30mg,tabs
vitazinc 30 soft gelatin caps.,vitazinc,30mg,soft gelatin caps
viterra plus 30 caps.,viterra plus,30mg,caps
vitex cream 50 g,vitex cream,50g,cream
vitex cream 50 gm,vitex cream,50gm,cream
vitifect syrup 120 ml,vitifect syrup,120ml,syrup
vitinorm topical solution 30 ml,vitinorm topical solution,30ml,topical solution
vitiskin cream 50ml,vitiskin cream,50ml,cream
vitiskin regulating hydrogel 50ml,vitiskin regulating hydrogel,50ml,hydrogel
vitivect iron syrup 140 ml,vitivect iron syrup,140ml,syrup
vitivera 120 gm cream,vitivera cream,120gm,cream
vitivera 90% 120 mg cream,vitivera cream,90%,cream
vitix regulating gel 50 ml,vitix regulating gel,50ml,gel
vito care bleaching cream 60 mg,vito care bleaching cream,60mg,cream
vito care n cream 100 gm,vito care n cream,100gm,cream
vito care n cream 25 gm,vito care n cream,25gm,cream
vito care night cream 60 mg,vito care night cream,60mg,cream
vito care s cream 60 gm,vito care s cream,60gm,cream
vito care whitening cream 60 gm,vito care whitening cream,60gm,cream
vito vet 30 tabs.,vito vet,30mg,tabs
vitona plus 12 caps,vitona plus,12mg,caps
vitonex 14 sachets,vitonex,14mg,sachets
vitonex 20 caps.,vitonex,20mg,caps
vitonex 30 caps.,vitonex,30mg,caps
vitop 10 caps,vitop,10mg,caps
vitop 30 caps.,vitop,30mg,caps
vitorex 5 hair ampoules,vitorex hair ampoules,5mg,ampoules
vitorols 30 tablets,vitorols,30mg,tablets
vitosel 14 sachets,vitosel,14mg,sachets
vitosel syrup 30 ml,vitosel syrup,30ml,syrup
vitramax 10 cap,vitramax,10mg,cap
vitramax 20 cap,vitramax,20mg,cap
vitrimix kv (2 bottles 250ml+750ml) i.v.infusion (hospitals),vitrimix kv i v infusion,250ml,(2 bottles +750ml) infusion (hospitals)
vitro 7 sachets,vitro,7mg,sachets
vitrocure oral soln. 10 ml,vitrocure oral soln,10ml,oral soln
vitroheal topical gel 50 ml,vitroheal topical gel,50ml,topical gel
vitronal 20 caps,vitronal,20mg,caps
vitrovage 12% 3 tube*10 ml,vitrovage,12%,3 tube*10 ml
viva care vaginal wash 120 ml,viva care vaginal wash,120ml,vaginal wash
viva- max 3 mg 3 tabs,viva- max,3mg,3 tabs
vivalex 20 tab,vivalex,20mg,tab
vivanta mix hair lotion 5 vials x 10 ml,vivanta mix hair lotion,10ml,5 vials x
vivanta mix hair shampoo 250 ml,vivanta mix hair shampoo,250ml,shampoo
vivanta mix leave-in conditioner 250 ml,vivanta mix leave-in conditioner,250ml,conditioner
vivanta mix plus hair serum 100 ml,vivanta mix plus hair serum,100ml,serum
