original_name,drug_name,dose,form
augicetamide 250 mg 20 sachets,augicetamide,250 mg,sachets
augicetamide 500 mg 20 sachets,augicetamide,500 mg,sachets
augidacla 60 mg 28 f.c. tabs.,augidacla,60 mg,tabs
augiprivir 200mg jar 40 capsules,augiprivir,200mg,capsules
augispov 400mg 28 tablets,augispov,400mg,tablets
augmacillin 228.5 mg/5ml susp. 60 ml,augmacillin,228.5 mg/5ml,susp
augmacillin 457mg/5ml susp. 60 ml,augmacillin,457mg/5ml,susp
augmentin 1 gm 14 f.c. tabs.,augmentin,1 gm,tabs
augmentin 1.2g vial for i.v. inj./inf.,augmentin,1.2g,vial
augmentin 156 mg/5 ml susp. 80 ml,augmentin,156 mg/5 ml,susp
augmentin 312 mg/5ml susp. 80 ml,augmentin,312 mg/5ml,susp
augmentin 375 mg 10 tab.,augmentin,375 mg,tab
augmentin 457mg/5ml susp. 70 ml,augmentin,457mg/5ml,susp
augmentin 600mg vial for i.v.,augmentin,600mg,vial
augmentin 62.5mg/ml infant drops 20 ml,augmentin,62.5mg/ml,infant drops
augmentin 625mg 10 f.c. tab.,augmentin,625mg,tab
augmentin adults 1gm/125mg 12 pwd. oral susp. sachets,augmentin adults,1gm/125mg,pwd. oral susp sachets
augmentin duo 228mg/5ml susp. 70 ml,augmentin duo,228mg/5ml,susp
augmentin es-600 pd. for oral susp. 75 ml,augmentin es-600,600mg,pwd. for oral susp
augram 1 gm 14 f.c.tabs.,augram,1 gm,tabs
augram 156.25mg 20 chewable tablets,augram,156.25mg,chewable tablets
augram 1gm 7 tablets,augram,1gm,tablets
augram 228.5mg 10 chewable tablets,augram,228.5mg,chewable tablets
augram 228.5mg/5ml pd. for oral suspension 60 ml,augram,228.5mg/5ml,pwd. for oral suspension
augram 312.5mg 10 chewable tablets,augram,312.5mg,chewable tablets
augram 457mg 10 chewable tablets,augram,457mg,chewable tablets
augram 457mg/5ml pd. for oral susp. 60 ml,augram,457mg/5ml,pwd. for oral susp
augram 642.9mg/5ml pd. for oral susp. 60 ml,augram,642.9mg/5ml,pwd. for oral susp
aujed 625 mg 12 f.c. tab.,aujed,625 mg,tab
aurei 60gm massage gel,aurei,60gm,massage gel
aurelia-alba lightening cream 50 gm,aurelia-alba lightening,50 gm,cream
aurier 10 sachets,aurier,0,sachets
auris ear drops 15 ml,auris,0,ear drops
aurita cream 50 gm,aurita,50 gm,cream
aurorix 150mg 30 tab,aurorix,150mg,tab
authentic 50 gm cream,authentic,50 gm,cream
authentic spray 120 ml,authentic,0,spray
avalomeg syrup 120 ml,avalomeg,0,syrup
avalon diaper cream 100 ml,avalon diaper,0,cream
avalon nipple care cream 30ml,avalon nipple care,0,cream
avalon stretch mark cream 70ml,avalon stretch mark,0,cream
avalon vitamin d 30 capsules,avalon vitamin d,0,capsules
avalox 400mg 5 f.c. tab.,avalox,400mg,tab
avamys nasal spray 120 doses,avamys,0,nasal spray
avandamet 2mg/500mg 7tab,avandamet,2mg/500mg,tab
avandaryl 4/2mg 7 tab,avandaryl,4/2mg,tab
avandaryl 4/4mg 7 tab,avandaryl,4/4mg,tab
avandia 4 mg 14 tab,avandia,4 mg,tab
avandorix syrup 120 ml,avandorix,0,syrup
avanjoy 100 mg 4 tabs.,avanjoy,100 mg,tabs
