original_name,drug_name,dose,form
vichy dercos ultra soothing shampoo normal to oily hair 200 ml,vichy dercos ultra soothing normal to oily hair,200 ml,shampoo
vichy dercos ultra soothing sulfate-free shampoo dry hair 200 ml,vichy dercos ultra soothing sulfate-free dry hair,200 ml,shampoo
vichy ideal soleil self tanner 100 ml,vichy ideal soleil self tanner,100 ml,0
vichy ideal soleil spf 50 3-in-1 tinted anti-dark spots care 50 ml,vichy ideal soleil spf 50 3-in-1 tinted anti-dark spots care,50 ml,0
vichy ideal soleil spf 50 bb tinted dry touch face fluid 50 ml,vichy ideal soleil spf 50 bb tinted dry touch face,50 ml,fluid
vichy ideal soleil spf 50 mattifying face fluid dry touch 50 ml,vichy ideal soleil spf 50 mattifying face dry touch,50 ml,fluid
vichy ideal soleil spf 50 milk for children 300 ml,vichy ideal soleil spf 50 for children,300 ml,milk
vichy ideal soleil spf 50 ultra-melting milk-gel 200 ml,vichy ideal soleil spf 50 ultra-melting,200 ml,milk-gel
vichy ideal white deep cleansing foam 100 ml,vichy ideal white deep cleansing,100 ml,foam
vichy idealia dark circle eye cream 15 ml,vichy idealia dark circle eye,15 ml,cream
vichy idealia energizing day cream - normal to combination skin 50 ml,vichy idealia energizing day cream - normal to combination skin,50 ml,cream
vichy idealia night - recovery gel-balm 50 ml,vichy idealia night - recovery,50 ml,gel-balm
vichy liftactiv supreme day cream combination skin 50 ml,vichy liftactiv supreme day cream combination skin,50 ml,cream
vichy liftactiv supreme day cream dry skin 50 ml,vichy liftactiv supreme day cream dry skin,50 ml,cream
vichy liftactiv supreme eyes cream 15 ml,vichy liftactiv supreme eyes,15 ml,cream
vichy liftactiv supreme night cream 50 ml,vichy liftactiv supreme night,50 ml,cream
vichy liftactiv supreme serum 10 - 30 ml,vichy liftactiv supreme 10,30 ml,serum
vichy liposyne 200 ml,vichy liposyne,200 ml,0
vichy mineral 89 eyes cream 15 ml,vichy mineral 89 eyes,15 ml,cream
vichy mineral 89 skin serum 50 ml,vichy mineral 89 skin,50 ml,serum
vichy mineralizing thermal spa water 150 gm,vichy mineralizing thermal spa,150 gm,water
vichy myokine anti rides 50 ml,vichy myokine anti rides,50 ml,0
vichy myokine eyes 15ml,vichy myokine eyes,15 ml,0
vichy normaderm double correction daily care cream 50 ml,vichy normaderm double correction daily care,50 ml,cream
vichy normaderm intensive purifying gel 200 ml,vichy normaderm intensive purifying,200 ml,gel
vichy purete thermale 3 in1 one step cleanser micellar solution 200 ml,vichy purete thermale 3 in1 one step cleanser micellar,200 ml,solution
vichy purete thermale fresh cleansing gel 200 ml,vichy purete thermale fresh cleansing,200 ml,gel
vichy skin defense daily care - anti-shine cream 40 ml,vichy skin defense daily care - anti-shine,40 ml,cream
vichy skin defense daily care - invisible mist 75 ml,vichy skin defense daily care - invisible,75 ml,mist
vicks 3ml oil,vicks,3 ml,oil
vicks cooling & soothing menthol,vicks cooling & soothing menthol,0,0
vicks formula 44 d syrup 118 ml (imported),vicks formula 44 d,118 ml,syrup
vicks formula 44 m syrup 118 ml (imported),vicks formula 44 m,118 ml,syrup
vicks inhalation,vicks inhalation,0,0
vicks nyquil cherry flavor multi-symptom 177 ml,vicks nyquil cherry flavor multi-symptom,177 ml,0
vicks nyquil cold  flu original 295 ml,vicks nyquil cold flu original,295 ml,0
vicks nyquil cold/flu cherry 295 ml (imported),vicks nyquil cold/flu cherry,295 ml,0
vicksacid oint. 40 gm,vicksacid,40 gm,ointment
vicksolytic syrup 120ml,vicksolytic,120 ml,syrup
vicomed cal 20 tabs,vicomed cal,0,tabs
vicomedmia 20 caps,vicomedmia,0,caps
victor cream 50 gm,victor,50 gm,cream
victoza 18 mg/3ml 2 pre-filled pen s.c.,victoza,18 mg/3ml,pen
victrelis 200 mg 84 caps.,victrelis,200 mg,caps
vida queen skin serum 30 ml,vida queen skin,30 ml,serum
vidane 120ml syrup,vidane,120 ml,syrup
vidane syrup 120 ml,vidane,120 ml,syrup
vidaza 100mg pd. for i.v. s.c inj,vidaza,100 mg,inj
vidca 20 tab,vidca,0,tab
vidilol 12.5 mg 10 tab,vidilol,12.5 mg,tab
