original_name,drug_name,dose,form
myafibrol 150 mg 10 caps.,myafibrol,150 mg,caps
myafibrol 75mg 20 caps.,myafibrol,75mg,caps
mycamine 50 mg vial for i.v inf.,mycamine,50 mg,vial
mycocort cream 15 gm,mycocort,15 gm,cream
mycoderm 20 mg- cream,mycoderm,20 mg,cream
mycomic 250 mg 10 tab.,mycomic,250 mg,tab
mycomic 250 mg 20 tabs.,mycomic,250 mg,tabs
mycopedis 1% topical spray 120 ml,mycopedis,1%,spray
mycopharm 2% tincture 30 ml,mycopharm,2%,tincture
mycophenolate mofetil-accord pd. for i.v. inf.(n/a yet),mycophenolate mofetil-accord,0,pd
mycophenolate mofetil-sandoz 500 mg 50 tabs.,mycophenolate mofetil-sandoz,500 mg,tabs
mycospor 1% cream 15 gm,mycospor,1%,cream
mycospor 1% topical solution 15 ml,mycospor,1%,solution
mycospor 15 gm cream,mycospor,15 gm,cream
mycospor 15 ml lotion,mycospor,15 ml,lotion
mycostan 12 vag supp,mycostan,0,vag supp
mycostan 500000 iu- 12 cap,mycostan,500000 iu,cap
mycostatin 100 000 i.u./ml susp. 30ml,mycostatin,100000 i.u./ml,susp
mycostatin baby 30 mg oint,mycostatin baby,30 mg,oint
mycoster 1% topical soln. 30 ml,mycoster,1%,soln
mycoster soln 15 ml,mycoster,15 ml,soln
mycovrex 1% cream 15 gm,mycovrex,1%,cream
mycuten d cream,mycuten d,0,cream
mycutin d top. cream. 15 gm,mycutin d,15 gm,cream
mydrapid 0.5% eye drops 10 ml,mydrapid,0.5%,eye drops
mydrapid 1% eye drops 10 ml,mydrapid,1%,eye drops
mydriacyl 1% eye drops 15 ml,mydriacyl,1%,eye drops
mydrithalm 0.5% eye drops 20*0.5 ml sdu,mydrithalm,0.5%,eye drops
mydrithalm 1% eye drops 20*0.5 ml sdu,mydrithalm,1%,eye drops
myfortic 180mg 120 f.c. tab.,myfortic,180mg,tab
myfortic 360mg 120 f.c. tab.,myfortic,360mg,tab
myhep 400mg 28 tablets,myhep,400mg,tablets
mykotral 2% topical powder 20 gm,mykotral,2%,powder
mykotral 200mg 6 vag. tabs.,mykotral,200mg,vag. tabs
mykotral 400mg 3 vag. tabs.,mykotral,400mg,vag. tabs
mykotral h topical cream 15 gm,mykotral h,15 gm,cream
mykotral tincture 2% topical paint,mykotral,2%,tincture
myleran 2mg 100 f.c.tab.,myleran,2mg,tab
mylobac 10mg 20 tab.,mylobac,10mg,tab
mylobac 25mg 20 tabs.,mylobac,25mg,tabs
mylohance 10 caps,mylohance,0,caps
mylon female wash 120ml,mylon female,120ml,wash
mylon vag.douche 120ml,mylon,120ml,douche
mylotarg 500mg/100ml vial for i.v. inf.,mylotarg,500mg/100ml,vial
myo fast cream 100 gm,myo fast,100 gm,cream
myo fast cream 50 gm,myo fast,50 gm,cream
myo-inositol 30 tabs.,myo-inositol,0,tabs
myocool cold massage gel 60 gm,myocool cold massage,60 gm,gel
myocool cream 100 gm,myocool,100 gm,cream
myocool cream 60 gm,myocool,60 gm,cream
