original_name,drug_name,dose,form
aig esomeprazole 40mg 21 caps.,aig esomeprazole,40 mg,capsule
aig esomeprazole 40mg 28 caps.,aig esomeprazole,40 mg,capsule
aig minoxidil 2% scalp lotion 100 ml,aig minoxidil scalp,2 %,lotion
aig minoxidil 5% scalp lotion 100 ml,aig minoxidil scalp,5 %,lotion
aiminosyn 10% 500 ml p infusion,aiminosyn p,10 %,infusion
aiminosyn 7 % 500 ml p infusion,aiminosyn p,7 %,infusion
aimovig 70mg/ml s.c. prefilled pen 1 ml,aimovig s.c. prefilled,70 mg/ml,pen
aironyl 1.5mg/5ml syrup 120ml,aironyl,1.5 mg/5 ml,syrup
aironyl 2.5 mg 20 tabs.,aironyl,2.5 mg,tablet
aix vag.douche 250 ml,aix vag.,250 ml,douche
ajirofil anti-dandruff shampoo 125 ml,ajirofil anti-dandruff shampoo,125 ml,shampoo
akanza liquid spray 15ml,akanza liquid spray,15 ml,spray
akema hair oil 120 ml,akema hair oil,120 ml,oil
akenpark 2mg 20 tab.,akenpark,2 mg,tablet
akerat cream 200 ml,akerat cream,200 ml,cream
akineton 2 mg 20 tabs.,akineton,2 mg,tablet
akineton 5 mg/ml 5 amps.,akineton,5 mg/ml,ampoule
akita massage gel 50 gm,akita massage gel,50 gm,gel
akita pro 30 capsule,akita pro,Null,capsule
akitalight facial cleanser 120 ml,akitalight facial cleanser,120 ml,cleanser
akiva dc gel,akiva dc gel,Null,gel
aknapalen 1% topical gel 25 gm,aknapalen topical gel,1 %,gel
aknemycin 2% oint. 15 gm,aknemycin oint.,2 %,ointment
aknemycin 2% solution 25 ml,aknemycin solution,2 %,solution
akneroxid-5 5% gel 20 gm,akneroxid-5,5 %,gel
akno soap 80 gm,akno soap,80 gm,soap
akonesta hair cream 120 ml,akonesta hair cream,120 ml,cream
akonesta hair tonic spray 220 ml,akonesta hair tonic spray,220 ml,spray
akren facial cleanser 250 ml,akren facial cleanser,250 ml,cleanser
akren soap 100 gm,akren soap,100 gm,soap
akren topical cream 60 gm,akren topical cream,60 gm,cream
aktar baby cream 60 gm,aktar baby cream,60 gm,cream
aktocal suspension 120 ml,aktocal suspension,120 ml,suspension
akynzeo 300/0.5 mg 1 caps.,akynzeo,300/0.5 mg,capsule
alaba cream 50gm,alaba cream,50 gm,cream
alambuphine 20mg/2ml 5 amp,alambuphine,20 mg/2 ml,ampoule
alan anti-dandruff hair shampoo 120 ml,alan anti-dandruff hair shampoo,120 ml,shampoo
alan anti-dandruff hair shampoo 200 ml,alan anti-dandruff hair shampoo,200 ml,shampoo
alaska 20 caps.,alaska,Null,capsule
alba 20 caps,alba,Null,capsule
alba cream 50 gm,alba cream,50 gm,cream
alba iron & zinc 20 chew. tabs.,alba iron & zinc,Null,tablet
albapure 20% 50ml i.v.infusion (n/a),albapure i.v.,20 %,infusion
albendazole 200mg/5ml susp. 30ml,albendazole susp.,200 mg/5 ml,suspension
albendazole 400mg 6 tabs,albendazole,400 mg,tablet
albiderm cream 50 gm,albiderm cream,50 gm,cream
albire cream 40 gm,albire cream,40 gm,cream
albothyl 1.8% vag. jel 40 gm,albothyl vag. jel,1.8 %,gel
albothyl 90mg 8 vag. supp,albothyl vag.,90 mg,suppository
albumac cream 75 gm,albumac cream,75 gm,cream
