original_name,drug_name,dose,form
debedone antiseptic sol. 10% 4 litre (net price),debedone antiseptic,10%,sol.
debedone liquid soap 7.5% 4 litre (net price),debedone liquid soap,7.5%,liquid soap
debeskon oral susp. 120 ml,debeskon,0,oral susp.
debista 60mg 14 f.c.tab.,debista,60mg,tab.
debocaine hcl 2% (50ml) vial,debocaine hcl,2%,vial
debospan 120 ml syrup,debospan,0,syrup
debosteobone 4 f.c. tab.,debosteobone,0,tab.
debridat 200mg 20 tab,debridat,200mg,tab
deca b 12- 10 amp,deca b 12-,0,amp
decafortis 1000mg/4ml amp.,decafortis,1000mg/4ml,amp.
decal b12-n syrup 120ml,decal b12-n,0,syrup
decancit s.r 20 f.c.tab,decancit s.r,0,tab
decanerve 30 caps.,decanerve,0,caps.
decapeptyl 0.1mg/ml 7 prefilled syringe,decapeptyl,0.1mg/ml,prefilled syringe
decapeptyl cr 3.75mg prefilled syringe,decapeptyl cr,3.75mg,prefilled syringe
decapreno 200.000 i.u / 1 ml sol. for i.m / oral 2 amps.,decapreno,200.000 i.u / 1 ml,sol.
decetri syrup 120 ml,decetri,0,syrup
decidu happy 60ml spray,decidu happy,0,spray
declofenac 1% gel 20 gm,declofenac,1%,gel
declofenac 25mg 30 tab.,declofenac,25mg,tab.
declofenac 50mg 20 tab.,declofenac,50mg,tab.
declopegal 1% topical gel 50 gm,declopegal,1%,topical gel
declopegal k 50 mg  10 sachets,declopegal k,50 mg,sachets
declophen 0.1% eye drops 5 ml,declophen,0.1%,eye drops
declophen 100mg 5 supp,declophen,100mg,supp
declophen 12.5mg 5 infantile supp,declophen,12.5mg,infantile supp
declophen 25mg 20 tab,declophen,25mg,tab
declophen 25mg 5 infantile supp.,declophen,25mg,infantile supp.
declophen 50mg 20 tab,declophen,50mg,tab
declophen 75mg/3ml 3 ampoules,declophen,75mg/3ml,ampoules
declophen 75mg/3ml 6 ampoules,declophen,75mg/3ml,ampoules
declophen emulgel 1% 30 gm,declophen emulgel,1%,emulgel
declophen fast 50mg gr. for oral susp. 10 sachets,declophen fast,50mg,gr. for oral susp.
declophen plus 50/250mg 30 caps.,declophen plus,50/250mg,caps.
declophen s.r. 100mg 8 caps,declophen s.r.,100mg,caps
decobakon 1500 mcg/ml 3 amp,decobakon,1500 mcg/ml,amp
decodine plus 10 tab,decodine plus,0,tab
deconadal 10 mg 21 f.c. tabs.,deconadal,10 mg,tabs.
deconadal 20 mg 14 f.c. tabs.,deconadal,20 mg,tabs.
deconadal 20 mg 21 f.c. tabs.,deconadal,20 mg,tabs.
decongess 120mg s.r. caps.,decongess,120mg,s.r. caps.
decongess l 14 caps.,decongess l,0,caps.
decongestyl-n 12 rectal supp.,decongestyl-n,0,rectal supp.
decontrazad topical cream 80 gm,decontrazad,0,topical cream
dedent oral drops 15ml,dedent,0,oral drops
dedera oral drops 30 ml,dedera,0,oral drops
deep freeze pain relief cold 4 patches,deep freeze pain relief cold,0,patches
deep freeze pain relief cold gel 100 gm,deep freeze pain relief cold,0,gel
deep freeze pain relief cold spray 150 ml,deep freeze pain relief cold,0,spray
deep hair 20 tab,deep hair,0,tab
