original_name,drug_name,dose,form
revivoderm cream 60 gm,revivoderm,60gm,cream
revivogen anti-dandruff shampoo 360 ml,revivogen anti-dandruff,360ml,shampoo
revivogen bio-cleansing shampoo 360 ml,revivogen bio-cleansing,360ml,shampoo
revivogen gold scalp therapy 1 spray 60 ml,revivogen gold scalp therapy,60ml,spray
revivogen gold scalp therapy 3 spray 60 ml,revivogen gold scalp therapy,60ml,spray
revivogen pro dry shampoo 118 ml,revivogen pro dry,118ml,shampoo
revivogen pro exfoliating scalp cleanser 141 ml,revivogen pro exfoliating scalp,141ml,cleanser
revivogen pro hair mask 207 ml,revivogen pro hair,207ml,mask
revivogen pro scalp therapy 1 spray 60 ml,revivogen pro scalp therapy,60ml,spray
revivogen pro shampoo 240 ml,revivogen pro,240ml,shampoo
revivogen pro thickening conditioner 240 ml,revivogen pro thickening,240ml,conditioner
revivogen thickening conditioner 360 ml,revivogen thickening,360ml,conditioner
revlimid 10mg 21 caps. ss,revlimid,10mg,caps
revlimid 25mg 21 caps. ss,revlimid,25mg,caps
revlimid 5mg 21 caps. ss,revlimid,5mg,caps
revolade 25mg 14 f.c.tabs.,revolade,25mg,tabs
revolade 50mg 14 tabs,revolade,50mg,tabs
revoplex cream 60 gm,revoplex,60gm,cream
revoplex gel 50 gm,revoplex,50gm,gel
revota 20 pills,revota,0,pills
revoza 10gm 10 sachets,revoza,10gm,sachets
rexologen 60 ml spray,rexologen,60ml,spray
rexomair 20 gm gel,rexomair,20gm,gel
rexomair spray 30 ml,rexomair,30ml,spray
rexound 30 gm cream,rexound,30gm,cream
rexsol 10 aha multi-action cream 120 ml,rexsol 10 aha multi-action,120ml,cream
rexsol 5 aha multi-action cream 120 ml,rexsol 5 aha multi-action,120ml,cream
rexsol body contouring serum 237 ml,rexsol body contouring,237ml,serum
rexsol bust beauty cream 120 ml,rexsol bust beauty,120ml,cream
rexsol c + aha moisturizer firming cream 75 ml,rexsol c + aha moisturizer firming,75ml,cream
rexsol c + e serum 30 ml,rexsol c + e,30ml,serum
rexsol caviar firming serum 30 ml,rexsol caviar firming,30ml,serum
rexsol caviar lift cream 54 gm,rexsol caviar lift,54gm,cream
rexsol cellulite control body shaping cream 240 ml,rexsol cellulite control body shaping,240ml,cream
rexsol collagen complex ultra age-defying 60 ml,rexsol collagen complex ultra age-defying,60ml,0
rexsol collagen serum cell renewal anti-aging 50 ml,rexsol collagen cell renewal anti-aging,50ml,serum
rexsol dandruff control shampoo 240 ml,rexsol dandruff control,240ml,shampoo
rexsol eye firming complex 20 ml,rexsol eye firming complex,20ml,0
rexsol eye wrinkle cream 20 ml,rexsol eye wrinkle,20ml,cream
rexsol gentle milky creme face cleanser makeup remover 240 ml,rexsol gentle milky creme face makeup remover,240ml,cleanser
rexsol intensive moisturizer cream 75 ml,rexsol intensive moisturizer,75ml,cream
rexsol nixodil tonic hair and scalp super revitalizer 120 ml,rexsol nixodil hair and scalp super revitalizer,120ml,tonic
rexsol post peel repair cream 60 ml,rexsol post peel repair,60ml,cream
rexsol restoring shampoo 240 ml,rexsol restoring,240ml,shampoo
rexsol retinol + aha anti-wrinkle treatment cream 60 ml,rexsol retinol + aha anti-wrinkle treatment,60ml,cream
rexsol retinol + c anti-wrinkle treatment cream 60 ml,rexsol retinol + c anti-wrinkle treatment,60ml,cream
rexsol retinol treatment wrinkle cream 60 ml,rexsol retinol treatment wrinkle,60ml,cream
rexsol revitalizing shampoo 240 ml,rexsol revitalizing,240ml,shampoo
rexsol spf 50+ sunscreen lotion 60 ml,rexsol spf 50+ sunscreen,60ml,lotion
rexsol ultra protection spf 45 moisturizing sunblock 120 ml,rexsol ultra protection spf 45 moisturizing,120ml,sunblock
