original_name,drug_name,dose,form
orient-n nipple balm cream 50 ml,orient-n,50 ml,cream
orienta 10 sachets,orienta,Null,sachets
origin- k1 10mg 30 f.c. chew. tab.,origin- k1,10mg,chew. tab.
original baby care 10 sachet,original,Null,sachet
orimetene 250mg 100 tab,orimetene,250mg,tab
orinal eff gran 10 packet,orinal,Null,eff gran
orion multi 120 ml all in one solution,orion,120 ml,solution
orion multi contact lens solution 120 ml,orion,120 ml,solution
orion multi contact lens solution 240 ml,orion,240 ml,solution
oriplex 30 sugar coated tab.,oriplex,Null,sugar coated tab.
orisole mouth soln 30 ml,orisole,30 ml,soln
oritan 14/moist wipes,oritan,Null,moist wipes
orizzonte massage cream 100 gm,orizzonte,100 gm,cream
orizzonte massage cream 40 gm,orizzonte,40 gm,cream
orlismart 120mg 10 caps.,orlismart,120mg,caps.
orlismart 120mg 30 caps.,orlismart,120mg,caps.
orlistat 120mg 30 capsules,orlistat,120mg,capsules
orlistyle 120 mg 30 caps.,orlistyle,120 mg,caps.
orlistyle 120mg 20 capsules,orlistyle,120mg,capsules
orly 120mg 30 caps.,orly,120mg,caps.
orly 60mg 30 caps.,orly,60mg,caps.
ornidaz 500mg 10 f.c. tab.,ornidaz,500mg,tab.
ornidaz 500mg 3 f.c.tab.,ornidaz,500mg,tab.
orniheparate 3gm/5gm 6 sachets,orniheparate,3gm/5gm,sachets
orniheparate 5gm/10ml 5 amp. i.v inf.,orniheparate,5gm/10ml,amp. i.v inf.
orniheparate 5gm/10ml 5 amps. i.v inf.,orniheparate,5gm/10ml,amps. i.v inf.
ornitate 3gm 10 sachets,ornitate,3gm,sachets
ornitate 5gm/10ml 5 amp. for i.v. inf.,ornitate,5gm/10ml,amp. i.v. inf.
ornivoda 500 mg 10 tabs.,ornivoda,500 mg,tabs.
oro.guard oral spray 60 ml,oro.guard,60 ml,spray
orochem oral spray 20 ml,orochem,20 ml,spray
orofar solution with lidocaine mouthwash,orofar,Null,solution mouthwash
orogam guard spray solution 60 ml,orogam,60 ml,spray solution
orogest 30 cap,orogest,Null,cap
oromap spray 60ml,oromap,60ml,spray
oroplex spray 30ml,oroplex,30ml,spray
orosept misr m.w 125 ml,orosept misr,125 ml,m.w
orotalen_gaurd 60 ml mouth spray,orotalen_gaurd,60 ml,mouth spray
orovex clove mouth wash 250 ml,orovex,250 ml,mouth wash
orovex delicate mouth wash 250 ml,orovex,250 ml,mouth wash
orovex mouth wash 120 ml,orovex,120 ml,mouth wash
orovex mouth wash orange 250 ml,orovex,250 ml,mouth wash
orovex peppermint mouth wash 250 ml,orovex,250 ml,mouth wash
orovex smokers mouth wash 250 ml,orovex,250 ml,mouth wash
orovex-h mouth wash 150 ml,orovex-h,150 ml,mouth wash
orovive mouth wash 250 ml,orovive,250 ml,mouth wash
orphamol 20 tab.,orphamol,Null,tab.
orphenadrine-plus 50/450mg 20 tabs.,orphenadrine-plus,50/450mg,tabs.
ors 10 sachet,ors,Null,sachet
ors 20 sachets,ors,Null,sachets
