original_name,drug_name,dose,form
majestic pre- natal formula 20 tab,majestic pre- natal formula,0,tab
makgy collagen 10 sachets,makgy collagen,0,sachets
malari 60mg tab,malari,60mg,tab
malari-co 10 tabs.,malari-co,0,tabs
malarquine 100mg 10 tab.,malarquine,100mg,tab
malarquine 250mg 20 tab.,malarquine,250mg,tab
malasezio shampoo 120ml,malasezio,120ml,shampoo
malignomide 50 mg 28 f.c. tabs.,malignomide,50mg,tabs
malinda cream 120 gm,malinda,120gm,cream
malinda skin cleanser gel 250ml,malinda skin cleanser,250ml,gel
malsa 11.5 % topical cream 30 gm,malsa topical,11.5%,cream
malva vag.douche 120 ml,malva,120ml,douche
malva vag.douche 240ml,malva,240ml,douche
mamagra 100 mg 4 tab (rose),mamagra,100mg,tab
mamagra 100 mg 5 tab,mamagra,100mg,tab
mamagra 100 mg 6 tab,mamagra,100mg,tab
mamagra 50 mg,mamagra,50mg,0
mamagra spray for men ( india ),mamagra,0,spray
mami milk 20 caps.,mami milk,0,caps
mami-pro cream 50 gm,mami-pro,50gm,cream
mamilac iron 450 gm powder,mamilac iron,450gm,powder
mamy care cream 50 gm,mamy care,50gm,cream
mamy vital 14 sachets,mamy vital,0,sachets
mamy vital 20 caps.,mamy vital,0,caps
mamy vital 30 caps,mamy vital,0,caps
mamy vital 30 sachets,mamy vital,0,sachets
mamyvit 30 f.c. tabs,mamyvit,0,tabs
mamyvit 30 f.c. tabs.,mamyvit,0,tabs
manacium 15 sachets 10 gm,manacium,10gm,sachets
manacium 7 sachets 10 gm,manacium,10gm,sachets
mandara hair growth oil 120 ml,mandara hair growth,120ml,oil
mandara hair oil blue 120 ml,mandara hair oil blue,120ml,oil
mandogist syrup 120 ml,mandogist,120ml,syrup
mandsolex 120 ml syrup,mandsolex,120ml,syrup
manew 30 tabs,manew,0,tabs
mango c eff 50 sachet,mango c eff,0,sachet
mango c eff 6 sachet,mango c eff,0,sachet
manipulepsy 400mg 30 caps,manipulepsy,400mg,caps
manly 140 mg 4 tab,manly,140mg,tab
mannitol 10% (allmed) i.v. inf. 500 ml,mannitol,10%,i.v. inf.
mannitol 10% (el nile) i.v. inf. 500 ml (rubber cap),mannitol,10%,i.v. inf.
mannitol 10% 500ml i.v. infusion (usp 36),mannitol,10%,i.v. infusion
mannitol 10% 500ml i.v.infusion (pol),mannitol,10%,i.v.infusion
mannitol 10% 500ml i.v.infusion (rom),mannitol,10%,i.v.infusion
mannitol 10% 500ml i.v.infusion (rubber cap),mannitol,10%,i.v.infusion
mannitol 10% i.v. inf. (usp 31) (rubber cap),mannitol,10%,i.v. inf.
mannitol 10% i.v.infusion bp 2002,mannitol,10%,i.v.infusion
mannitol 10% inj. (usp 36),mannitol,10%,inj
mannitol 10% inj. (usp 36) (rubber cap),mannitol,10%,inj
mannitol 10% inj. for i.v. inf. (usp 31),mannitol,10%,inj
