original_name,drug_name,dose,form
ocuseellerge 0.05% eye drops 5 ml,ocuseellerge,0.05%,eye drops
ocuseellerge forte eye drops 5 ml,ocuseellerge forte,0,eye drops
ocusul 10% eye drops 10 ml,ocusul,10%,eye drops
ocusul 20% eye drops 10 ml,ocusul,20%,eye drops
ocusul 30% eye drops 10ml,ocusul,30%,eye drops
ocutal-tec eye drop 15 ml,ocutal-tec,0,eye drop
ocutal-tec eye drops,ocutal-tec,0,eye drops
ocuvite lutein 30 tab,ocuvite lutein,0,tab
ocuzoline 0.05% eye drops 10 ml,ocuzoline,0.05%,eye drops
ocuzoline 10 ml eye drops,ocuzoline,0,eye drops
odds cream 50 g,odds,0,cream
odement 40mg 10 tab.,odement,40mg,tab
odement 40mg 10tab,odement,40mg,tab
odement 40mg 20 tab,odement,40mg,tab
odespiron 100/20mg 30 tabs.,odespiron,100/20mg,tabs
odespiron 50/20mg 30 tabs.,odespiron,50/20mg,tabs
odoral m.w 200 ml,odoral,0,mouth wash
odoral mouth wash 200 ml,odoral,0,mouth wash
oestrogel 80mg gel,oestrogel,80mg,gel
oestrolone 2.5mg 28 tabs.,oestrolone,2.5mg,tabs
ofev 100mg 60 caps,ofev,100mg,caps
ofev 150mg 60 cap,ofev,150mg,cap
oflam 25mg 10 quicktab.,oflam,25mg,quicktab
oflam 50mg 20 quicketab.,oflam,50mg,quicketab
oflicin 0.3% eye drops 5 ml,oflicin,0.3%,eye drops
oflicin 200mg 10 f.c.tab.,oflicin,200mg,tab
ofloguide 400mg 10 f.c.tab.,ofloguide,400mg,tab
ofloswix 0.3% ophth.solution 5 ml,ofloswix,0.3%,ophth.solution
oflox 0.3% ophth. solution 5 ml,oflox,0.3%,ophth. solution
ofloxacin 0.3% eye drops 10 ml,ofloxacin,0.3%,eye drops
ofloxacin 200mg 10 tab,ofloxacin,200mg,tab
ofloxin 0.3% eye drops 5 ml,ofloxin,0.3%,eye drops
ofloxin 200 mg 10 tab,ofloxin,200 mg,tab
ofloxin 200mg 10 f.c.tab.,ofloxin,200mg,tab
ofloxin 5ml eye drops,ofloxin,0,eye drops
oframax 1 gm i.m. vial,oframax,1 gm,vial
oframax 1 gm i.v. vial,oframax,1 gm,vial
oframax 250 mg i.m. vial,oframax,250 mg,vial
oframax 250 mg i.v. vial(n/a),oframax,250 mg,vial
oframax 500 mg i.m. vial(n/a yet),oframax,500 mg,vial
oftadilate 1% eye drops 10*0.5 ml sdu,oftadilate,1%,eye drops
oftadilate 1% eye drops 20*0.5 ml sdu,oftadilate,1%,eye drops
oftalmolosa cusi ( atrop ) 1% 5 gm oint,oftalmolosa cusi (atrop),1%,oint
oftapantine 1% eye drops 10*0.5 ml sdu,oftapantine,1%,eye drops
ofusidic viscous eye drops 5 ml,ofusidic viscous,0,eye drops
ogiva cream 60 gm,ogiva,0,cream
ogivri 440 mg vial (pd for i.v. inf.),ogivri,440 mg,vial
ohma care gum solution 120 ml,ohma care gum,0,solution
oianda 120 ml syrup,oianda,0,syrup
oilatum 40 gm cream,oilatum,0,cream
