original_name,drug_name,dose,form
diclowad 12 sachets,diclowad,Null,sachets
diclowad 50mg 12 sachets.,diclowad,50mg,sachets
dicynone 250mg 20 tab.,dicynone,250mg,tab
dicynone 250mg/2ml 3 amp.,dicynone,250mg/2ml,amp
dicynone 500mg 14 tab.,dicynone,500mg,tab
didder 75 gm cream,didder,75 gm,cream
dienodiva 2mg/0.03mg 21 f.c. tabs,dienodiva,2mg/0.03mg,tabs
diet booster 20 tab,diet booster,Null,tab
diet booster 20 tabs,diet booster,Null,tabs
diet fuel 72 cap,diet fuel,Null,cap
diet max 10mg 10 cap,diet max,10mg,cap
diet max 15mg 30 cap,diet max,15mg,cap
diet tech muscletech 140 cap,diet tech muscletech,Null,cap
diet- tech 140 cap,diet- tech,Null,cap
diet-one 100 capsules,diet-one,Null,capsules
diet-one 30 cap,diet-one,Null,cap
diet-one 50 capsules,diet-one,Null,capsules
diet-sweet 100 tabs,diet-sweet,Null,tabs
diet-sweet 115 gm jar,diet-sweet,115 gm,jar
diet-sweet 350 tabs,diet-sweet,Null,tabs
diet-sweet 50 tabs,diet-sweet,Null,tabs
dietolose 100 tab,dietolose,Null,tab
dietolose 50packets,dietolose,Null,packets
diety 300 tabs,diety,Null,tabs
diety 50 tabs,diety,Null,tabs
different,different,Null,Null
diflorutacine 500mg 30 f.c. tabs.,diflorutacine,500mg,tabs
diflucan 150mg 1 caps.,diflucan,150mg,caps
diflucan 2mg/ml (100ml) i.v. infusion,diflucan,2mg/ml,i.v. infusion
diflucan 2mg/ml (50ml) i.v. infusion,diflucan,2mg/ml,i.v. infusion
diflucan 50mg 7 caps.,diflucan,50mg,caps
diflucan 5mg/ml syrup 70ml,diflucan,5mg/ml,syrup
diflunazole 25mg/5ml syrup 70ml,diflunazole,25mg/5ml,syrup
diflustero 0.05% eye emulsion 5 ml,diflustero,0.05%,eye emulsion
difrarel 100 - 20 f.c.tab.,difrarel,100mg,tab
difrarel e 20 f.c. tabs.,difrarel e,Null,tabs
digenorm 20 enteric coated tab. (now digestozyme),digenorm,Null,tab
digenorm syrup 120 ml,digenorm,Null,syrup
digeplore 10 sachets,digeplore,Null,sachets
digest 365 daily use 30 caps. (adrien gagnon),digest 365,Null,caps
digest basic 30capsules,digest basic,Null,capsules
digest eze 20 caps,digest eze,Null,caps
digestin 20 tablets,digestin,Null,tab
digestin syrup 120 ml,digestin,Null,syrup
digestive effervescent mango- c,digestive effervescent mango- c,Null,Null
digeston 20 caps,digeston,Null,caps
digestozyme 20 e.c. tabs.,digestozyme,Null,tabs
digetex 20 caps,digetex,Null,caps
digetix 10 cap,digetix,Null,cap
digicap 0.1 mg 20 caps,digicap,0.1 mg,caps
