original_name,drug_name,dose,form
exosirylic 500 mg 20 f.c.tabs.,exosirylic,500 mg,tabs
expaintech-pm 20 tabs.,expaintech-pm,0,tabs
expectasolvin 600mg 20 tabs,expectasolvin,600mg,tabs
expectinex 600 mg 20 ext. rel. tabs.,expectinex,600 mg,tabs
expectoflu 20 caps.,expectoflu,0,caps
expectyl syrup 120ml,expectyl,120ml,syrup
exquiste massage gel 60 gm,exquiste massage,60 gm,gel
exquiste massage gel 75 gm,exquiste massage,75 gm,gel
exsativa 10 cap,exsativa,0,cap
extimuvit 30 tabs.,extimuvit,0,tabs
extra 30 mg cream,extra,30 mg,cream
extra beauty 25g cream,extra beauty,25g,cream
extra beauty 25gm cream,extra beauty,25gm,cream
extra calcium 30 chew. pieces,extra calcium,0,chew. pieces
extra clear eye drops 15 ml,extra clear eye,15 ml,drops
extra cream 50 gm,extra,50 gm,cream
extra general protein 15 gm 10 sachets,extra general protein,15 gm,sachets
extra plex hair care cream 50 ml,extra plex hair care,50 ml,cream
extra protein powder 10 sachets,extra protein,0,powder
extra v vag douch 120ml,extra v vag,120ml,douch
extra v vaginal douche 250 ml,extra v vaginal,250 ml,douche
extra vit 10 cap,extra vit,0,cap
extra vit powder 10 sachets 20 gm,extra vit,20 gm,powder
extra vitol plus syrup 120 ml,extra vitol plus,120 ml,syrup
extra-1000 sedico 30 cap,extra-1000 sedico,0,cap
extra-cool massage cream 100 gm,extra-cool massage,100 gm,cream
extracool cream 100 gm,extracool,100 gm,cream
extragesic 400 mg20 tab,extragesic,400 mg,tab
extragesic 400mg 20 f.c. tabs.,extragesic,400mg,tabs
extralax massage gel 30 gram,extralax massage,30 gram,gel
extralax massage gel 50 gram,extralax massage,50 gram,gel
extrasolv syrup 120 ml,extrasolv,120 ml,syrup
extrauma dna cream 25 gm,extrauma dna,25 gm,cream
extrauma dna forte topical gel 25 gm,extrauma dna forte topical,25 gm,gel
extrauma dna forte topical gel 40 gm,extrauma dna forte topical,40 gm,gel
extreme axiona chocolate 20 soft chews pieces,extreme axiona chocolate,0,soft chews pieces
extreme axiona chocolate 40 soft chews pieces,extreme axiona chocolate,0,soft chews pieces
exupar 15mg 20 tab.,exupar,15mg,tab
eye clear 0.05% eye drops 15 ml,eye clear,0.05%,eye drops
eye clear 15ml eye drops,eye clear,15ml,eye drops
eye mix eye contour gel 30 gm,eye mix eye contour,30 gm,gel
eye mix topical serum 5 vial 10 ml,eye mix topical,10 ml,serum
eyefree lid 100 ml cleanser,eyefree lid,100 ml,cleanser
eyefree lid 15 pcs wipes,eyefree lid,0,wipes
eyevit 20 tabs.,eyevit,0,tabs
eylea 40mg sol. for intravitreal inj.,eylea,40mg,sol. for intravitreal inj.
ez- care 120 gm oral gel,ez- care,120 gm,oral gel
ez-care tooth paste 80 gm,ez-care tooth,80 gm,paste
ezabella prohair lotion,ezabella prohair,0,lotion
ezacard 100 mg 30 e.c. tabs.,ezacard,100 mg,tabs
