original_name,drug_name,dose,form
mpiviropack plus 90/400mg 28 tablets,mpiviropack plus,90/400mg,tablets
mr fix cream 100 gm,mr fix,100gm,cream
mr. bear fruta juice mango 160 ml,mr. bear fruta juice mango,160ml,0
mr. bear fruta juice mango 400 ml,mr. bear fruta juice mango,400ml,0
mr. bear lemon & honey 160 ml,mr. bear lemon & honey,160ml,0
mr. bear lemon & honey 400 ml,mr. bear lemon & honey,400ml,0
mr. bear omega syrup 400 ml,mr. bear omega,400ml,syrup
mr. bear plus syrup 160 ml,mr. bear plus,160ml,syrup
mr. bear plus syrup 400 ml,mr. bear plus,400ml,syrup
mr. tumee multi-vitamin & mineral 60 tumees,mr. tumee multi-vitamin & mineral,60tumees,0
mrocan 10 sachets 8 gm,mrocan,8gm,sachets
msg-cal 30 tablets,msg-cal,0,tablets
msg-fer 120 ml syrup,msg-fer,120ml,syrup
msg-vit 120 ml syrup,msg-vit,120ml,syrup
msm 1000 mg 120 veg. caps. (now),msm,1000mg,veg caps
msm 1000 mg 30 tabs,msm,1000mg,tabs
mst 30mg 10 continus tab,mst,30mg,continus tab
mtx 25mg/ml (20ml=500mg) vial,mtx,25mg/ml,vial
mtx 25mg/ml (20ml=500mg) vial(n/a),mtx,25mg/ml,vial
mtx 25mg/ml 50mg vial,mtx,25mg/ml,vial
mtx 25mg/ml 50mg vial(n/a),mtx,25mg/ml,vial
mucaine susp 200 ml,mucaine,200ml,susp
mucalgin susp. 100ml,mucalgin,100ml,susp
mucasert 2% topical cream 15 gm,mucasert,2%,topical cream
mucinum 30 tab,mucinum,0,tab
mucinum cascara 20 tab,mucinum cascara,0,tab
muclear 20 caps,muclear,0,caps
muclear 4mg/5ml syrup 120ml,muclear,4mg/5ml,syrup
muco 15mg/5ml syrup 100ml,muco,15mg/5ml,syrup
muco s.r 75mg 20 caps.,muco,75mg,sr caps
mucobrave 600 mg 10 sachets,mucobrave,600mg,sachets
mucobroxol 75 mg cap,mucobroxol,75mg,cap
mucobroxol 75mg s.r. 20 caps.,mucobroxol,75mg,sr caps
mucocycline s.r. 10 caps.,mucocycline sr,0,caps
mucofar 15mg/5ml syrup 120ml,mucofar,15mg/5ml,syrup
mucogel oral susp. 180 ml,mucogel,180ml,oral susp
mucolase 5% syrup 120 ml,mucolase,5%,syrup
mucolator 200mg 10 sachet (n/a),mucolator,200mg,sachet
mucoline 30mg 30 tab.,mucoline,30mg,tab
mucolyte 8 mg 20 tab,mucolyte,8mg,tab
mucolyte syrup 125 ml,mucolyte,125ml,syrup
mucomyst 200mg orange flavor 10 sachets,mucomyst orange flavor,200mg,sachets
mucopect 15mg/5ml syrup 120 ml,mucopect,15mg/5ml,syrup
mucophylline syrup 125 ml,mucophylline,125ml,syrup
mucosin 15mg 20 lozenges,mucosin,15mg,lozenges
mucosin 7.5mg/ml oral drops 15 ml,mucosin,7.5mg/ml,oral drops
mucosin plus syrup 120ml,mucosin plus,120ml,syrup
mucosol 375mg 20 caps.,mucosol,375mg,caps
mucosol adult 250mg/5ml syrup 120ml,mucosol adult,250mg/5ml,syrup
mucosol ped. 125mg/5ml syrup 120ml,mucosol ped.,125mg/5ml,syrup
