original_name,drug_name,dose,form
milano mouth wash 200 ml,milano mouth wash,200 ml,mouth wash
milchy whitening cream 50 gm,milchy whitening,50 gm,cream
milga 40 tablets,milga,40 mg,tablets
milga advance 30 f.c. tabs,milga advance,30 mg,tabs
milk and egg syp 120 ml,milk and egg,120 ml,syp
milkita 30 tab,milkita,30 mg,tab
milnacip 50 mg 30 h.g. caps.,milnacip,50 mg,caps
milnamagic 25 mg 30 f.c. tabs.,milnamagic,25 mg,tabs
milnamagic 50 mg 30 f.c. tabs.,milnamagic,50 mg,tabs
milnavella 12.5 mg 30 f.c. tabs.,milnavella,12.5 mg,tabs
milnavella 25 mg 30 f.c. tabs.,milnavella,25 mg,tabs
milnavella 50 mg 30 f.c. tabs.,milnavella,50 mg,tabs
milo baby cream 150 gm,milo baby,150 gm,cream
milo baby cream 60 gm,milo baby,60 gm,cream
milo baby lotion 250 ml,milo baby,250 ml,lotion
milupa 3 900 gm,milupa 3,900 gm,0
milupa tea 200 gm,milupa tea,200 gm,0
milupa- ( 3- for growing children) 400gm,milupa- 3-,400 gm,0
milupa- ( honey ) 200 gm بالعسل,milupa- honey,200 gm,0
milupa- ( rice- milk ) 200 gm,milupa- rice- milk,200 gm,0
mimpara 30 mg 28 f.c.tabs.,mimpara,30 mg,tabs
mimpara 60 mg 28 f.c.tabs.,mimpara,60 mg,tabs
mimpara 90 mg 28 f.c.tabs.,mimpara,90 mg,tabs
minadex tonic children fast 200 ml,minadex tonic children fast,200 ml,tonic
minadex tonic children fast 400 ml,minadex tonic children fast,400 ml,tonic
minafluor mouth wash,minafluor,0,mouth wash
minafluor mouth wash 120 ml,minafluor,120 ml,mouth wash
minalax 10 tablets,minalax,10 mg,tablets
minalip 20mg 7 f.c. tabs.,minalip,20 mg,tabs
minalip plus 10/20mg 14 tabs.,minalip plus,10/20 mg,tabs
minalip plus 10/40mg 7 tabs.,minalip plus,10/40 mg,tabs
minasone 1mg/gm oint. 15 gm,minasone,1mg/gm,oint
mincera powder 14 sachets,mincera,0,powder
mincera powder 7 sachets,mincera,0,powder
mineral mix solution 60 ml,mineral mix,60 ml,solution
mineravit 20 soft gelatin caps.,mineravit,0,soft gelatin caps
mini guava n oral drops 15 ml,mini guava n,15 ml,oral drops
mini i.c. 20 caps.,mini i.c.,0,caps
minidiab 5mg 30 tab.,minidiab,5 mg,tab
minipress 1mg 30 tab.,minipress,1 mg,tab
minipress 2 mg 30 tab.,minipress,2 mg,tab
minirin 0.1 mg 30 tab. (n/a),minirin,0.1 mg,tab
minirin 0.2mg 30 tab. (n/a),minirin,0.2 mg,tab
minirin 10mcg/dose nasal spray (hospitals only),minirin,10mcg/dose,nasal spray
minirin 4mcg/ml 10 amp. for i.m./i.v./s.c. inj.,minirin,4mcg/ml,amp
minirin melt 120mcg 30 sublingual tab,minirin melt,120 mcg,sublingual tab
minirin melt 60mcg 30 sublingual tab,minirin melt,60 mcg,sublingual tab
miniro pieces 10 pieces,miniro,0,0
mink hair cream 200 ml,mink hair,200 ml,cream
minocin 50 mg 20 tab,minocin,50 mg,tab
