original_name,drug_name,dose,form
argento profit sunscreen 50+ spf lotion 50 ml,argento profit sunscreen spf,50 ml,lotion
argentozad cream 40 gm,argentozad,40 gm,cream
argi-b3 20gm cream,argi-b3,20 gm,cream
argiderm - p- 30 gm cream,argiderm - p,30 gm,cream
argiderm- p cream 15 gm,argiderm- p,15 gm,cream
argiderm- p cream 30 gm,argiderm- p,30 gm,cream
argiderm- p cream 40 gm,argiderm- p,40 gm,cream
argifem intimate feminine gel 30 gm,argifem intimate feminine,30 gm,gel
arginine & citrulline 500/250mg 120 veg. caps. (now),arginine & citrulline,500/250 mg,capsule
arginine+ citrulline 1000 mg 60 tab(enar),arginine+ citrulline,1000 mg,tablet
argitex 500 mg 20 caps.,argitex,500 mg,capsule
arglita 14 sachets powder,arglita,Null,powder
argotex cream 50 gm,argotex,50 gm,cream
aricept 10mg 14 tab,aricept,10 mg,tablet
aricept 10mg 7 f.c. tab.,aricept,10 mg,tablet
aricept 5 mg 14 tab.,aricept,5 mg,tablet
aricept 5mg 7 tab.,aricept,5 mg,tablet
arid lotion spray 30 ml,arid,30 ml,lotion spray
arilobe 30mg 20 f.c.tab.,arilobe,30 mg,tablet
arimidex 1 mg 28 tab.,arimidex,1 mg,tablet
aripipracare 10 mg 30 tabs.,aripipracare,10 mg,tablet
aripipracare 20mg 20 scored tabs.,aripipracare,20 mg,tablet
aripiprazole 10 mg 20 orally dis. tablets,aripiprazole,10 mg,tablet
aripiprazole 10mg 20 f.c. tab.,aripiprazole,10 mg,tablet
aripiprazole 15mg 20 f.c. tab.,aripiprazole,15 mg,tablet
aripiprazole 1mg/ml oral sol. 120 ml,aripiprazole,1 mg/ml,solution
aripiprazole 20 mg 20 f.c. tab.,aripiprazole,20 mg,tablet
aripiprazole 30mg 20 f.c tab,aripiprazole,30 mg,tablet
aripiprazole 30mg 20 orally dis.tablets,aripiprazole,30 mg,tablet
aripiprazole 5 mg 30 f.c. tablets,aripiprazole,5 mg,tablet
aripiprex 10mg 30 f.c.tab.,aripiprex,10 mg,tablet
aripiprex 15mg 20 f.c.tab.,aripiprex,15 mg,tablet
aripiprex 1mg/ml oral sol. 100 ml,aripiprex,1 mg/ml,solution
aripiprex 20mg 20 f.c.tab.,aripiprex,20 mg,tablet
aripiprex 30mg 20 f.c.tab.,aripiprex,30 mg,tablet
aripiprex 30mg 30 f.c.tab.,aripiprex,30 mg,tablet
aripiprex 9.75mg/1.3ml 1 vial i.m. inj.,aripiprex,9.75 mg/1.3 ml,vial injection
arixtra 10mg/0.8ml 10 s.c. prefilled syringe,arixtra,10 mg/0.8 ml,prefilled syringe
arixtra 2.5mg/0.5ml 10 s.c. prefilled syringes,arixtra,2.5 mg/0.5 ml,prefilled syringe
arixtra 5mg/0.4ml 10 s.c. prefilled syringe,arixtra,5 mg/0.4 ml,prefilled syringe
arixtra 7.5mg/0.6ml 10 s.c prefilled syringes,arixtra,7.5 mg/0.6 ml,prefilled syringe
arizona hair oil 200ml,arizona hair,200 ml,oil
armodacure 150 mg 30 tabs.,armodacure,150 mg,tablet
armovigil 150 mg 10 tab,armovigil,150 mg,tablet
armovigil 50 mg 30 tab,armovigil,50 mg,tablet
armowake 150mg 10 tabs.,armowake,150 mg,tablet
armowake 50mg 10 tabs.,armowake,50 mg,tablet
armowake 50mg 20 tabs.,armowake,50 mg,tablet
arnya antiseptic spray 60 ml,arnya antiseptic,60 ml,spray
arolyn  lotion 100 ml,arolyn,100 ml,lotion
