original_name,drug_name,dose,form
moryglobin 30 caps.,moryglobin,0,capsules
mosapride 2.5mg 10 f.c. tab.,mosapride,2.5mg,tablet
mosapride 5mg 30 f.c.tab.,mosapride,5mg,tablet
moscow massage cream 100 gm,moscow massage,100gm,cream
mosedin 10mg 20 tab.,mosedin,10mg,tablet
mosedin 5mg/5ml syrup 60ml,mosedin,5mg/5ml,syrup
mosedin plus s.r. 10 caps,mosedin,0,capsules
moshing hair serum 120 ml,moshing hair,120ml,serum
moshing hair shampoo 250 ml,moshing hair,250ml,shampoo
mosho-vit 20 caps,mosho,0,capsules
mother vit 28 f.c. tabs.,mother,0,tablets
mother vit 28 tab,mother,0,tablet
mothervit  28 f.c. tabs.,mothervit,0,tablets
motijust 2 mg 30 caps,motijust,2mg,capsules
motijust plus 2/125mg 30 caps,motijust,2/125mg,capsules
motil fast 10 mg 10 eff. sachets,motil fast,10mg,sachets
motility max 60 capsules,motility,0,capsules
motilium 10mg 40 f.c.tab.,motilium,10mg,tablet
motilium 1mg/ml susp. 100ml,motilium,1mg/ml,suspension
motilsalin 250 mg 30 caps.,motilsalin,250mg,capsules
motinorm 10mg 30 tabs.,motinorm,10mg,tablets
motinorm 30mg 5 supp.,motinorm,30mg,suppository
motinorm 5 mg/5ml susp. 125 ml,motinorm,5mg/5ml,suspension
motiprid 10mg 10 tab.,motiprid,10mg,tablet
motiprid 10mg 10 tab. (n/a),motiprid,10mg,tablet
motiprid 1mg/ml susp. 100ml,motiprid,1mg/ml,suspension
motiprid 1mg/ml susp. 100ml (n/a),motiprid,1mg/ml,suspension
motival 20 tab.,motival,0,tablet
mototab 50 tablets,mototab,0,tablets
mounjaro injection 10mg/0.5ml 4 single dose prefilled pens,mounjaro,10mg/0.5ml,prefilled pens
mounjaro injection 12.5mg/0.5ml 4 single dose prefilled pens,mounjaro,12.5mg/0.5ml,prefilled pens
mounjaro injection 15mg/0.5ml 4 single dose prefilled pens,mounjaro,15mg/0.5ml,prefilled pens
mounjaro injection 2.5mg/0.5ml 4 single dose prefilled pens,mounjaro,2.5mg/0.5ml,prefilled pens
mounjaro injection 5mg/0.5ml 4 single dose prefilled pens,mounjaro,5mg/0.5ml,prefilled pens
mounjaro injection 7.5mg/0.5ml 4 single dose prefilled pens,mounjaro,7.5mg/0.5ml,prefilled pens
mousticare cream 30gm,mousticare,30gm,cream
movacartin 30 capsules,movacartin,0,capsules
movarest gel 120 gm,movarest,120gm,gel
movarest gel 60 gm,movarest,60gm,gel
movario massage spray 120 ml,movario massage,120ml,spray
move free 120 tab schiff,move free,0,tablet
move-free 20 capsules,move-free,0,capsules
move-free advanced 140 tab,move-free,0,tablet
move-free double strength 210 tab,move-free,0,tablet
move-free plus msm 135 tab,move-free,0,tablet
moveasy 10 mg 20 f.c.tabs.,moveasy,10mg,tablets
moveasy 5 mg 20 f.c.tabs.,moveasy,5mg,tablets
moveasy 5 mg 30 f.c.tabs.,moveasy,5mg,tablets
movelex active massage foam 200 ml,movelex massage,200ml,foam
movelex advance 30 caps.,movelex,0,capsules
