original_name,drug_name,dose,form
neo-digestin syrup 120 ml,neo-digestin,120 ml,syrup
neo-gelco 120ml susp,neo-gelco,120ml,susp
neo-gelco susp. 120ml,neo-gelco,120ml,susp
neo-graminyst oint. 15 gm,neo-graminyst,15 gm,oint
neo-graminyst topical cream 15 gm,neo-graminyst,15 gm,topical cream
neo-graminyst topical cream 30 gm,neo-graminyst,30 gm,topical cream
neo-graminyst topical oint. 15 gm,neo-graminyst,15 gm,topical oint
neo-graminyst topical oint. 30 gm,neo-graminyst,30 gm,topical oint
neo-haemorrhan 6 supp.,neo-haemorrhan,0,supp
neo-haemorrhan rectal oint. 12 gm,neo-haemorrhan,12 gm,rectal oint
neo-ketadex 25 mg 20 f.c. tabs.,neo-ketadex,25 mg,tabs
neo-marynol syrup 60 ml,neo-marynol,60 ml,syrup
neo-medanine 15mg 50 tab.,neo-medanine,15mg,tab
neo-medanine f.r. 10mg 50 tab.,neo-medanine,10mg,tab
neo-michaelon susp. 120ml,neo-michaelon,120ml,susp
neo-minophylline syrup 120ml,neo-minophylline,120ml,syrup
neo-mune powder 400 gm (net price),neo-mune,400 gm,powder
neo-myxidin 5ml eye drops,neo-myxidin,5ml,eye drops
neo-myxidine eye/ear drops 5 ml,neo-myxidine,5 ml,eye/ear drops
neo-opt 6mg 30 tab,neo-opt,6mg,tab
neo-pulmolar syrup 120ml,neo-pulmolar,120ml,syrup
neobiotic 1 vial,neobiotic,0,vial
neocaine 1% cream 15 gm,neocaine,1%,cream
neocarbon 30 caps,neocarbon,0,caps
neocate infant dha/ara powder 400 gm,neocate infant dha/ara,400 gm,powder
neocate junior powder 400 gm,neocate junior,400 gm,powder
neocate spoon powder 400 gm,neocate spoon,400 gm,powder
neocate syneo infants powder 400 gm,neocate syneo infants,400 gm,powder
neocef 250mg/5ml syrup 60ml,neocef,250mg/5ml,syrup
neocef 500mg 12 caps,neocef,500mg,caps
neocell 10 sachets,neocell,0,sachets
neocoldal syrup- 120 ml,neocoldal,120 ml,syrup
neodine 10% antiseptic soln. 100 ml,neodine,10%,antiseptic soln
neodine 10% antiseptic soln. 50 ml,neodine,10%,antiseptic soln
neoentrocin 10 tab*20,neoentrocin,0,tab
neoentrocin 20 tablets,neoentrocin,0,tablets
neoentrocin fort 20 tab,neoentrocin fort,0,tab
neofloxin 400mg 16 f.c. tab.,neofloxin,400mg,tab
neoflur 250mg/5ml 5 amp.,neoflur,250mg/5ml,amp
neogelico syp,neogelico,0,syp
neolongota 20 tabs,neolongota,0,tabs
neomaint i.v. infusion 250 ml,neomaint,250 ml,i.v. infusion
neomercazole 5 mg 100 tabs. (illegal import),neomercazole,5 mg,tabs
neomint i.v. infusion 250 ml,neomint,250 ml,i.v. infusion
neomycin & polymexin b sulfate cream 10 gm,neomycin & polymexin b sulfate,0,cream
neomycin & polymexin b sulfate cream 20 gm,neomycin & polymexin b sulfate,0,cream
neomycin & polymyxin b sulfates & bacitracin zinc oint,neomycin & polymyxin b sulfates & bacitracin zinc,0,oint
neomycin 500 mg 20 tab.,neomycin,500 mg,tab
neomycin and polymyxin b sulfate 40ml topical spray,neomycin and polymyxin b sulfate,40ml,topical spray
neomycin and polymyxin b sulfate topical spray 50ml,neomycin and polymyxin b sulfate,50ml,topical spray
