original_name,drug_name,dose,form
effaclar unclogging purifying anti-shine mask 100 ml,effaclar unclogging purifying anti-shine,100 ml,mask
effcal 10 eff tab,effcal,10 mg,eff tab
effect advanced mouth wash 250ml,effect advanced,250ml,mouth wash
effect panthenol cream 30gm,effect panthenol,30gm,cream
effectosenal cream 50gm,effectosenal,50gm,cream
effectosenal gel 100 ml,effectosenal,100 ml,gel
effecturin 40 mg 20 f.c. tabs.,effecturin,40 mg,tabs
effecturin 80 mg 20 f.c. tabs.,effecturin,80 mg,tabs
effegad 150 mg 28 e.r.cap,effegad,150 mg,cap
effegad 37.5 mg 28 e.r.caps.,effegad,37.5 mg,caps
effegad 75 mg 14 e.r. caps.,effegad,75 mg,caps
effegad 75 mg 30 e.r. caps.,effegad,75 mg,caps
efferalgan 500 mg 16 tab,efferalgan,500 mg,tab
efferalgan vitamin c 20 com,efferalgan vitamin c,20 mg,com
efficient shampoo 200 ml,efficient,200 ml,shampoo
efficort 0.1% lipocream 15 gm,efficort,0.1%,lipocream
effortil 5mg 20 tab.,effortil,5mg,tab
effortil 7.5mg/ml oral drops 15 ml,effortil,7.5mg/ml,oral drops
effox 20mg 20 tab,effox,20mg,tab
effox 25mg 10 tab,effox,25mg,tab
effox 25mg 30 tab,effox,25mg,tab
effox 40mg 20 tab,effox,40mg,tab
effox sr 50mg 20 cap,effox sr,50mg,cap
effoxbelle 100mg 10 scored tab.,effoxbelle,100mg,scored tab
effruti effervescent salt 12 sachets,effruti,0,effervescent salt
eflornihair 15 % topical cream 15 gm,eflornihair,15 %,topical cream
eflotism 13.9 % topical cream 15 gm,eflotism,13.9 %,topical cream
efudix cream,efudix,0,cream
egatone 10 sachets,egatone,0,sachets
ego mix chocolate 20 pieces,ego mix chocolate,0,0
egozite baby cream 50 gm,egozite baby,50 gm,cream
egunaz d3 10ml oral drops,egunaz d3,10ml,oral drops
egunaz d3&k2 20 capsules,egunaz d3&k2,0,capsules
egy cal 30 tabs,egy cal,0,tabs
egy dronate 2 scored tabs.,egy dronate,0,scored tabs
egy fresh mouth wash 250 ml,egy fresh,250 ml,mouth wash
egy growth powder 200 gm sachet,egy growth,200 gm,powder
egy meal 20 sachets,egy meal,0,sachets
egy one massage cream 50 gm,egy one massage,50 gm,cream
egy ostoval 14 tabs.,egy ostoval,0,tabs
egy pedical plus syrup 100 ml,egy pedical plus,100 ml,syrup
egy totavit 100 ml syrup,egy totavit,100 ml,syrup
egy zinc cream 30 gm,egy zinc,30 gm,cream
egy zinc cream 75 gm,egy zinc,75 gm,cream
egy-t model cu t 380a iud,egy-t model cu t 380a,0,iud
egy-tron 10 sachets,egy-tron,0,sachets
egyalb facial cleansing foaming gel,egyalb facial cleansing,0,foaming gel
egycofer 10 sachet,egycofer,0,sachet
egycusate 20 mg/5 ml syrup 100ml,egycusate,20 mg/5 ml,syrup
egycusate 50 mg/5 ml solution 100ml,egycusate,50 mg/5 ml,solution
