original_name,drug_name,dose,form
joint care 30 f.c. tabs,joint care,0,tabs
joint care plus 30 f.c. tabs,joint care plus,0,tabs
joint plus 60 tabs.,joint plus,0,tabs
joint soother 120 caplets (illegal import),joint soother,0,caplets
joint soother 60 caplets (illegal import),joint soother,0,caplets
jointa 30 tabs,jointa,0,tabs
jointal 60 f.c. tabs.,jointal,0,tabs
jointatic 30 f.c. tablets,jointatic,0,tablets
jointdrive 30 tablets,jointdrive,0,tablets
jointguard 30 caps.,jointguard,0,caps
jointguard ultra 30 caps,jointguard ultra,0,caps
jointhealth basic 30 tablets,jointhealth basic,0,tablets
jointinal 30 caps.,jointinal,0,caps
jointmack 10 sachets,jointmack,0,sachets
jointone 10 sachets,jointone,0,sachets
jointonex 30 tabs,jointonex,0,tabs
jokar 300 mg 10 caps.,jokar,300 mg,caps
jolary hair shampoo 250ml,jolary hair,250 ml,shampoo
jolical 20 tabs,jolical,0,tabs
jolical kids syrup 120 ml,jolical kids,120 ml,syrup
jolly soap 100 gm,jolly,100 gm,soap
jomogestive 20 e.c.tabs,jomogestive,0,tabs
jomovodin 400 mg 30 caps,jomovodin,400 mg,caps
jonmera 10 sachets,jonmera,0,sachets
jonmera rosehip 10 sachets,jonmera rosehip,0,sachets
jonorest 1250 mg 20 capsules,jonorest,1250 mg,capsules
joplex gel 120 gm,joplex,120 gm,gel
joplu 10 gm collagen 10 sachets,joplu collagen,10 gm,sachets
joris skin gel 60 gm,joris skin,60 gm,gel
joshua lotion 120 ml,joshua,120 ml,lotion
jotnner facial cleanser foam 200 ml,jotnner facial cleanser,200 ml,foam
joty sachets 10 sachets 105 gm,joty,105 gm,sachets
joy extra 30 tabs.,joy extra,0,tabs
joy iron 30 tables,joy iron,0,tables
joyful whitening cream 50 gm,joyful whitening,50 gm,cream
joypox 30 mg 3 f.c. tablets,joypox,30 mg,tablets
joypox 60 mg 6 f.c. tabs.,joypox,60 mg,tabs
joypox 60mg 3 tab,joypox,60 mg,tab
judivit 120ml syp,judivit,120 ml,syp
juliea tea 20 sachets,juliea tea,0,sachets
julmentin 2x 1gm 15 tab.,julmentin,1 gm,tab
jumex 5mg 25 tab,jumex,5 mg,tab
jumex 5mg 50 tab,jumex,5 mg,tab
jumex- medimpex 5mg 50 tab,jumex,5 mg,tab
junel care sachets foaming solutions,junel care,0,sachets
juniors ( vitamin- c ) 30 tab,juniors vitamin c,0,tab
jurnista 16 mg 28 f.c.tabs.,jurnista,16 mg,tabs
jurnista 32 mg 28 f.c.tabs.,jurnista,32 mg,tabs
jurnista 8 mg 28 f.c.tabs.,jurnista,8 mg,tabs
juspoled 100mg/5ml susp. 120 ml,juspoled,100 mg / 5 ml,susp
