original_name,drug_name,dose,form
furazone 100 mg 10 tab,Furazone,100 mg,tab
furfact 320 mg 7 f.c. tab.,Furfact,320 mg,tab
furfuril 200 mg 12 caps,Furfuril,200 mg,caps
furfuril 200mg 12 cap.,Furfuril,200mg,cap
furfuril 220mg/5ml oral 60ml susp.,Furfuril,220mg/5ml,susp
furfuril 220mg/5ml oral susp. 90 ml,Furfuril,220mg/5ml,susp
furixdar 500 mg 10 tabs.,Furixdar,500 mg,tabs
furoretic 20 mg 30 tabs.,Furoretic,20 mg,tabs
furoretic 40 mg 30 tabs.,Furoretic,40 mg,tabs
furoretic 500 mg 20 tabs.,Furoretic,500 mg,tabs
furosemide 40mg 20 tab.,Furosemide,40mg,tab
furosemide 40mg/4ml 3 amp.,Furosemide,40mg/4ml,amp
furosemide-alex 20mg 5 i.m. i.v. amps.,Furosemide-Alex,20mg,amps
furosemide-alex 40mg 20 tab.,Furosemide-Alex,40mg,tab
furosemide-alex 40mg 5 i.m. i.v. amp.,Furosemide-Alex,40mg,amp
furyxel 200mg 10 capsules,Furyxel,200mg,capsules
fusamic 1% viscous eye drops 5 gm,Fusamic,1%,eye drops
fusi 2% cream 15 gm,Fusi,2%,cream
fusi 2% cream 30 gm,Fusi,2%,cream
fusi 2% oint. 15 gm,Fusi,2%,oint
fusi 2% oint. 30 gm,Fusi,2%,oint
fusi-zon cream 15 gm,Fusi-Zon,0,cream
fusi-zon cream 30 gm,Fusi-Zon,0,cream
fusibact oint 30 gm,Fusibact,0,oint
fusiderm 2% cream 15 gm,Fusiderm,2%,cream
fusiderm 2% gel 15 gm,Fusiderm,2%,gel
fusiderm 2% oint. 15 gm,Fusiderm,2%,oint
fusidic acid 2% gel 15 gm,Fusidic Acid,2%,gel
fusidic plus topical cream 15gm,Fusidic Plus,0,cream
fusidictam 2 % top. cream 30 gm,Fusidictam,2 %,cream
futacare 30 tabs.,Futacare,0,tabs
futacoxib 60 mg 30 f.c.tabs.,Futacoxib,60 mg,tabs
futacoxib 90 mg 30 f.c.tabs.,Futacoxib,90 mg,tabs
futagastric 200 mg 30 sr caps.,Futagastric,200 mg,caps
futanorm 30 mg 10 tabs,Futanorm,30 mg,tabs
futapan 20 mg 14 e.c.tabs.,Futapan,20 mg,tabs
futapan 40 mg 14 e.c.tabs. (n/a),Futapan,40 mg,tabs
futapan 40 mg vial i.v.,Futapan,40 mg,vial
futapan 40mg 28 e.c. tabs.,Futapan,40mg,tabs
futaparky 25/250 mg 30 tabs,Futaparky,25/250 mg,tabs
futapramin 10 mg 30 f.c. tabs,Futapramin,10 mg,tabs
futapramin 20mg 30 f.c. tabs.,Futapramin,20mg,tabs
futarhomal 200mg 20 f.c. tabs,Futarhomal,200mg,tabs
futasole 2% cream 15 gm,Futasole,2%,cream
futasole 2% oint. 15 gm,Futasole,2%,oint
futasone cream 15 gm,Futasone,0,cream
futatreat 1000 mg 20 f.c. tabs.,Futatreat,1000 mg,tabs
futatreat 100mg/ml oral soln. 100 ml,Futatreat,100mg/ml,soln
futatreat 250mg 20 f.c. tab.,Futatreat,250mg,tab
futatreat 500mg 20 f.c. tab.,Futatreat,500mg,tab
