original_name,drug_name,dose,form
valdo cream 40 gm,valdo,40 gm,cream
valdoxan 25mg 14 f.c.tabs.,valdoxan,25mg,tabs
valenodrex 30 tabs,valenodrex,30 mg,tabs
valens gel 100 gm,valens,100 gm,gel
valenza hair shampoo,valenza hair,0,shampoo
valera soap 100 gm,valera,100 gm,soap
valgestril 21 f.c. tabs (biphasic),valgestril,21 mg,tabs
valido hair serum 75 ml,valido hair,75 ml,serum
valifresh vag. douche 200 ml,valifresh,200 ml,douche
valigen 10 sachets 10 gm,valigen,10 gm,sachets
valinil 5mg 30 tab.,valinil,5mg,tab
valinopress 10/320 mg 10 f.c. tabs.,valinopress,10/320 mg,tabs
valio lactose free powder milk 400 gm,valio lactose free,400 gm,powder milk
valium 10mg 1 amp,valium,10mg,amp
valium 10mg 25 tab,valium,10mg,tab
vall up soap 100 gm,vall up,100 gm,soap
valley yeast 30 tab.,valley yeast,30 mg,tab
valnorina gel douch,valnorina,0,gel douch
valo sept feminine wash,valo sept,0,wash
valobiotin 10000 mcg  30capsules,valobiotin,10000 mcg,capsules
valokeen vag. gel 30 gm,valokeen,30 gm,gel
valpam 2mg 10 tab.,valpam,2mg,tab
valpam 2mg/5ml syrup 120ml,valpam,2mg/5ml,syrup
valpam 5 mg/ml 3 amp.,valpam,5 mg/ml,amp
valpam 5mg 10 tab.,valpam,5mg,tab
valpo 200mg 10 enteric coated tab.,valpo,200mg,tab
valpoeast-sr 500mg 20 tab.,valpoeast-sr,500mg,tab
valpokine 20% syrup 60ml,valpokine,20%,syrup
valpokine 200mg 10 tab.,valpokine,200mg,tab
valpokine 500mg 10 tab.,valpokine,500mg,tab
valponex 200mg 40 enteric coated tabs.,valponex,200mg,tabs
valponex 200mg/5ml syrup 125ml,valponex,200mg/5ml,syrup
valproex cr 500 mg 30 f.c. tabs,valproex cr,500 mg,tabs
valprotec 200mg 10 tab.,valprotec,200mg,tab
valprotec 4 gm/100 ml syrup 100ml,valprotec,4 gm/100 ml,syrup
valsar 80mg 7 caps.,valsar,80mg,caps
valsarcard 80mg 30 f.c. tabs.,valsarcard,80mg,tabs
valsarcard comb 160/12.5mg 30 f.c. tabs.,valsarcard comb,160/12.5mg,tabs
valsarcard comb 80/12.5mg 30 f.c.tab.,valsarcard comb,80/12.5mg,tab
valsatens 40mg 30 f.c. tab.,valsatens,40mg,tab
valsatens 80mg 30 f.c.tab.,valsatens,80mg,tab
valsatens plus 160/12.5 mg 30 tab,valsatens plus,160/12.5 mg,tab
valsatens plus 160/25mg 30 f.c. tab.,valsatens plus,160/25mg,tab
valsatens plus 80/12.5mg 30 f.c. tab.,valsatens plus,80/12.5mg,tab
valterra hair lotion 120ml,valterra hair,120ml,lotion
valthiazide 160/12.5mg 21 f.c. tabs.,valthiazide,160/12.5mg,tabs
valthiazide 80/12.5mg 21 f.c. tabs.,valthiazide,80/12.5mg,tabs
valtrex 500mg 42 tab.,valtrex,500mg,tab
valtrovir 1 gm 7 f.c. tab.,valtrovir,1 gm,tab
valudal 5000 i.u. 60 gummies,valudal,5000 i.u.,gummies
