original_name,drug_name,dose,form
zovirax 5% topical cream 10 gm,zovirax,5%,topical cream
zovirax 500 mg 5 i.v. inf. vial,zovirax,500 mg,i.v. inf. vial
zovirax 800mg 35 tab,zovirax,800mg,tab
zovirax d.s 400mg/5ml susp.100 ml,zovirax d.s,400mg/5ml,susp.
zovix 30 tablets,zovix,0,tablets
zoxidel 1 gm pd. for i.m. inj.,zoxidel,1 gm,pd. for i.m. inj.
zoxidel 1 gm pd. for i.v. inj.,zoxidel,1 gm,pd. for i.v. inj.
zoxidel 2 gm pd. for i.v. inj.,zoxidel,2 gm,pd. for i.v. inj.
zoxidel 500 mg pd. for i.m. inj.,zoxidel,500 mg,pd. for i.m. inj.
zoxidel 500 mg pd. for i.v. inj.,zoxidel,500 mg,pd. for i.v. inj.
zurcal 20 mg 14 gastro-resistant tabs.,zurcal,20 mg,gastro-resistant tabs.
zurcal 40mg 14 gastro resistant tab,zurcal,40mg,gastro resistant tab
zurcal 40mg 28 gastro resistant tabs.,zurcal,40mg,gastro resistant tabs.
zurcal 40mg powder for i.v. inf. vial,zurcal,40mg,powder for i.v. inf. vial
zylofen 1mg 20 tab,zylofen,1mg,tab
zylofen 20mg/100ml syp,zylofen,20mg/100ml,syp
zyloric 100mg 30 tab.,zyloric,100mg,tab.
zyloric 300mg 30 tab,zyloric,300mg,tab
zyma colin 120 ml syrup,zyma colin,0,syrup
zymadone 10 mg 10 tab oral dis,zymadone,10 mg,tab oral dis
zymadone 10mg 10 oral dis. tab.,zymadone,10mg,oral dis. tab.
zymagallin 30 tab,zymagallin,0,tab
zymalge topical gel 50 gm,zymalge,0,topical gel
zymar 0.3% ophthalmic sol. 5 ml,zymar,0.3%,ophthalmic sol.
zymar 5ml ophthalmic solution,zymar,0,ophthalmic solution
zymaslim 30 caps,zymaslim,0,caps
zymaxid 0.5% eye drops 2 ml,zymaxid,0.5%,eye drops
zymentern 10 enteric coated tab.,zymentern,0,enteric coated tab.
zymentern 10 tab,zymentern,0,tab
zymogen forte 20 tab.,zymogen forte,0,tab.
zymovak 20 tabs,zymovak,0,tabs
zyprexa 10mg 7 coated tab.,zyprexa,10mg,coated tab.
zyprexa 10mg pd. for sol. inj. vial,zyprexa,10mg,pd. for sol. inj. vial
zyprexa 5mg 14 coated tab.,zyprexa,5mg,coated tab.
zyprexa 5mg 7 coated tab.,zyprexa,5mg,coated tab.
zyprexa 7.5mg 7 f.c.tab.,zyprexa,7.5mg,tab.
zyprexa velotab 10 mg 28 orodisperdible tabs.,zyprexa velotab,10 mg,orodisperdible tabs.
zyrovazet 10/10mg 30 tablets,zyrovazet,10/10mg,tablets
zyrovazet 10/20mg 30 f.c. tablets,zyrovazet,10/20mg,tablets
zyrovazet 10/40mg 30 f.c. tabs.,zyrovazet,10/40mg,tabs.
zyrovazet 5/10mg 30 tablets,zyrovazet,5/10mg,tablets
zyrtec 0.1% syrup 100ml,zyrtec,0.1%,syrup
zyrtec 10mg 20 tab,zyrtec,10mg,tab
zyrtec 10mg/ml oral drops 10 ml,zyrtec,10mg/ml,oral drops
zytiga 250 mg 120 tabs.,zytiga,250 mg,tabs.
zytiga 500mg 60 f.c. tablets,zytiga,500mg,tablets
zyvox 100mg/5ml granules for oral susp. 150ml,zyvox,100mg/5ml,granules for oral susp.
zyvox 2mg/ml iv sol. 300 ml,zyvox,2mg/ml,iv sol.
zyvoxenam 100mg/5ml oral susp. 150 ml,zyvoxenam,100mg/5ml,oral susp.
zyvoxenam 2mg/ml iv inf. vial 300 ml,zyvoxenam,2mg/ml,iv inf. vial
