original_name,drug_name,dose,form
physicool massage gel 120 gm,physicool massage gel,120 gm,gel
physiogel a.i. cream 50ml,physiogel a.i. cream,50ml,cream
physiomer baby hypertonic nasal spray 60ml,physiomer baby hypertonic nasal spray,60ml,nasal spray
physiomer baby mist nasal spray 115ml,physiomer baby mist nasal spray,115ml,nasal spray
physiomer baby mist unidoses 30 doses of 5ml,physiomer baby mist unidoses,5ml,unidoses
physiomer eucalyptus nasal spray 135ml,physiomer eucalyptus nasal spray,135ml,nasal spray
physiomer hypertonic nasal spray 135ml,physiomer hypertonic nasal spray,135ml,nasal spray
physiomer hypertonic nasal spray 20ml,physiomer hypertonic nasal spray,20ml,nasal spray
physiomer nasal aspirator,physiomer nasal aspirator,0,aspirator
physiomer normal jet nasal spray 135ml,physiomer normal jet nasal spray,135ml,nasal spray
physiomer strong jet nasal spray 210ml,physiomer strong jet nasal spray,210ml,nasal spray
phyto k 10 mg 50 f.c.tab.,phyto k,10 mg,tab
phytomenadione 10mg/ml 100 amps,phytomenadione,10mg/ml,amps
phytomenadione 10mg/ml 6 amps.,phytomenadione,10mg/ml,amps
phytonadione 10 mg 5 amp.,phytonadione,10 mg,amp
phytonadione 10mg 20 chewable tab.,phytonadione,10mg,chewable tab
phytosilk 100 ml hair lotion,phytosilk hair lotion,100 ml,lotion
phytosilk hair vial 10 ml,phytosilk hair,10 ml,vial
phytovit mm 10mg/ml 3 amp.,phytovit mm,10mg/ml,amp
piascledine 300 mg 15 caps.,piascledine,300 mg,caps
piatra 30 ml syrup,piatra,30 ml,syrup
pico foot cream 50 gm,pico foot cream,50 gm,cream
picolax 0.75% oral drops 15 ml,picolax,0.75%,oral drops
picoprep powder for oral soln. 2 sachets,picoprep,0,powder for oral soln.
pigmentclar eyes cream 15 ml,pigmentclar eyes cream,15 ml,cream
pigmentclar serum 30 ml,pigmentclar serum,30 ml,serum
pigmentclar uv cream 40 ml,pigmentclar uv cream,40 ml,cream
pileseptine spray 30 ml,pileseptine spray,30 ml,spray
pilocure topical oint. 25 gm,pilocure,25 gm,topical oint.
pimary cream 40 gram,pimary cream,40 gram,cream
pimfast 1 gm vial i.v/i.m inj.,pimfast,1 gm,vial
pimfast 2 gm vial i.v/i.m inj.,pimfast,2 gm,vial
pimoroyal cream 15 gm,pimoroyal cream,15 gm,cream
pimozide 4 mg 20 tabs.,pimozide,4 mg,tabs
pin barck 20 caps.,pin barck,0,caps
pinariva 10 sachet,pinariva,0,sachet
pinavasc 10mg 10 tabs.,pinavasc,10mg,tabs
pinetarsol gel 100 gm,pinetarsol gel,100 gm,gel
pingoslim-on 30 caps,pingoslim-on,0,caps
pinky whitening cream 50 gm,pinky whitening cream,50 gm,cream
pinmed hair oil spray 120 ml,pinmed hair oil spray,120 ml,spray
pinnamix 10 sachet,pinnamix,0,sachet
pioglumet 15/500mg 10 f.c. tabs.,pioglumet,15/500mg,tabs
pioglumet 15/850mg 30 f.c. tabs.,pioglumet,15/850mg,tabs
piojet 30mg 10 tab.,piojet,30mg,tab
piomet 15/500 mg 10 f.c. tab,piomet,15/500 mg,tab
piompride 4/30 mg 30 tab.,piompride,4/30 mg,tab
piperacillin-tazobactam sandoz 2.25 gm 10 pd. for i.v. vial,piperacillin-tazobactam sandoz,2.25 gm,pd. for i.v. vial
piperacillin-tazobactam sandoz 4.5 gm pd. for i.v. vial,piperacillin-tazobactam sandoz,4.5 gm,pd. for i.v. vial
piperacillin/tazobactam kabi 4.5 gm 10 pd. for i.v. vial,piperacillin/tazobactam kabi,4.5 gm,pd. for i.v. vial
