original_name,drug_name,dose,form
calddox liquid 200 ml,calddox,200ml,liquid
caldex powder 20 sachets,caldex,0,sachets
caldimond 120 ml syrup,caldimond,120ml,syrup
caldin c 30 tabs.,caldin c,0,tabs
caldin zinc susp. 120 ml,caldin zinc,120ml,susp
calendenavil 40 mg 14 del. rel. caps.,calendenavil,40mg,caps
calendron 4 f.c. tabs.,calendron,0,tabs
calfacto massage gel 50 gm,calfacto massage,50gm,gel
calfair topical cream,calfair topical,0,cream
calfood film coated 30tabs,calfood,0,tabs
calgaro 20 caps.,calgaro,0,caps
calgon skin lotion 100 ml,calgon skin,100ml,lotion
caligina 30 tab,caligina,0,tab
calimu 20 sachets,calimu,0,sachets
calio plus 20 f.c. tabs,calio plus,0,tabs
calliderm exfoliating scrub 150 ml,calliderm exfoliating scrub,150ml,scrub
calliderm hand & nails cream 150 ml,calliderm hand & nails,150ml,cream
calliderm vitamin mask 150 ml,calliderm vitamin mask,150ml,mask
callife mix 30 tabs.,callife mix,0,tabs
callocure paint,callocure,0,paint
calm skin cream 20 gm,calm skin,20gm,cream
calm skin cream 40 gm,calm skin,40gm,cream
calm tabs 100 tabs. (illegal import),calm,0,tabs
calm tech infchild 120 ml syrup,calm tech,120ml,syrup
calma baby syrup 125 ml,calma baby,125ml,syrup
calma kid 15 packet,calma kid,0,packet
calma king syrup 120 ml,calma king,120ml,syrup
calma setova lotion 120 ml,calma setova,120ml,lotion
calmalgine 10 tab,calmalgine,0,tab
calmare 130 ml nasal spray,calmare,130ml,nasal spray
calmare plus 130 ml nasal spray,calmare plus,130ml,nasal spray
calmelo 10 sachets,calmelo,0,sachets
calmepam 1.5mg 30 tab.,calmepam,1.5mg,tab
calmepam 3mg 20 tab.,calmepam,3mg,tab
calmetanil 1.5mg 30 f.c. tab.,calmetanil,1.5mg,tab
calmetanil 3mg 20 f.c.tab.,calmetanil,3mg,tab
calmi mix syrup 120 ml,calmi mix,120ml,syrup
calminal syrup 120 ml,calminal,120ml,syrup
calming skin lotion 120 gm,calming skin,120gm,lotion
calmitech syrup 120 ml,calmitech,120ml,syrup
calmix tab,calmix,0,tab
calmly 120g massage cream,calmly massage,120g,cream
calmly 50gm cream,calmly,50gm,cream
calmohist cream 60 gm,calmohist,60gm,cream
calmohist lotion 120 ml,calmohist,120ml,lotion
calmomaz baby cream 100gm,calmomaz baby,100gm,cream
calmomil cream 50 gm,calmomil,50gm,cream
calmophytum 16 cap,calmophytum,0,cap
calmseef 30 caps.,calmseef,0,caps
calmy tone lotion 120 ml,calmy tone,120ml,lotion
