original_name,drug_name,dose,form
scarmark gel 30 gm,scarmark,30 gm,gel
scarmed gel 19 gm,scarmed,19 gm,gel
scarno-sq 50gm gel,scarno-sq,50gm,gel
scarnox gel 20 gm,scarnox,20 gm,gel
scaro gel 50 gm,scaro,50 gm,gel
scaro plus cream 50gm,scaro plus,50gm,cream
scaro silicone 1 sheet 5*20 cm,scaro silicone,0,sheet
scaro spray 60 ml,scaro,60 ml,spray
scaromash 30gm cream,scaromash,30gm,cream
scartex gel 20 gm,scartex,20 gm,gel
scarvio emollient cream 50 gm,scarvio emollient,50 gm,cream
scemblix 40 mg 60 f.c.tabs.,scemblix,40 mg,tabs
schisolazine 10 mg 30 orodispersible tabs.,schisolazine,10 mg,orodispersible tabs
schisolazine 2.5 mg 30 orodispersible tabs.,schisolazine,2.5 mg,orodispersible tabs
schisolazine 5 mg 30 orodispersible tabs.,schisolazine,5 mg,orodispersible tabs
schistocide 600mg/5ml susp. 15ml,schistocide,600mg/5ml,susp.
schizocontrol 400 mg 10 f.c. tabs.,schizocontrol,400 mg,tabs
schizodal 2mg 10 f.c.tab.,schizodal,2mg,tab
schizodal 2mg 10tab,schizodal,2mg,tab
schizofy 10mg 20 scored f.c.tab.,schizofy,10mg,tab
schizofy 30mg 10 f.c. tab.,schizofy,30mg,tab
schizonex 100 mg 50 tab.,schizonex,100 mg,tab
schizonex 100mg 10tab,schizonex,100mg,tab
schizonex 25 mg 50 tab.,schizonex,25 mg,tab
schizonex 25mg 50tabs,schizonex,25mg,tabs
schizoperdal 1mg/ml syrup 30ml,schizoperdal,1mg/ml,syrup
schizostop 10mg 10 tab,schizostop,10mg,tab
schizostop 10mg 10 tab.,schizostop,10mg,tab
schizostop 30 mg 10 tab,schizostop,30 mg,tab
schizostop 30mg 10 tabs.,schizostop,30mg,tabs
schizoswab 1mg/ml 10 unidose oral soln.* 15 ml,schizoswab,1mg/ml,oral soln.
schizoswab 1mg/ml 15 unidose oral soln.* 10 ml,schizoswab,1mg/ml,oral soln.
schizoswab 1mg/ml 30 unidose oral soln.* 5 ml,schizoswab,1mg/ml,oral soln.
schizoswab 1mg/ml 75 unidose oral soln.* 2 ml,schizoswab,1mg/ml,oral soln.
schoon facial cleanser 250 ml,schoon facial cleanser,0,cleanser
scib shampoo sulphur 7% 150 ml,scib shampoo sulphur,7%,shampoo
sciencestat 40 mg 7 cap,sciencestat,40 mg,cap
sciencestat 40 mg 7 caps.,sciencestat,40 mg,caps
scino beem cream 125 gm,scino beem,0,cream
scino beem cream 50 gm,scino beem,0,cream
scino beem lotion 200 ml,scino beem,0,lotion
scino care hair lotion 120 ml,scino care hair,0,lotion
scino care hair serum 120 ml,scino care hair,0,serum
scino care shampoo 250 ml,scino care,0,shampoo
sclaptor skin whitening cream 50 gm,sclaptor skin whitening,0,cream
scleremo 6 amp,scleremo,0,amp
scopallerge 5mg/5ml syrup 120ml,scopallerge,5mg/5ml,syrup
scopallerge 5mg/5ml syrup 150ml,scopallerge,5mg/5ml,syrup
scorbocalvit eff. gr. 10 sachets,scorbocalvit,0,eff. gr.
scorch 20 mg 30 caps.,scorch,20 mg,caps.
