original_name,drug_name,dose,form
pyrto 30 tabs.,pyrto,0,tabs
pystinon 60mg 20 sugar coated tab.,pystinon,60mg,sugar coated tab
q cyrva health 100 ml syrup,q cyrva health,100ml,syrup
q-rizm 30 caps.,q-rizm,0,caps
q-sorb co q-10 100 mg 60 softgels (illegal import),q-sorb co q-10,100mg,softgels
q-sorb co q-10 200 mg 60 softgels (illegal import),q-sorb co q-10,200mg,softgels
qandoveral 200 mg 40 f.c. tabs.,qandoveral,200mg,tabs
qeubo massage 60 gm cream,qeubo massage,60gm,cream
qinz intimate feminine wash 250 ml,qinz intimate feminine,250ml,wash
qrockal massage cream 50mg,qrockal massage,50mg,cream
quadel 100mg 20 f.c. tabs,quadel,100mg,tabs
quadel 25 mg 20 f.c. tabs,quadel,25mg,tabs
quadriderm cream 15 gm,quadriderm,15gm,cream
quadriderm cream 30 gm,quadriderm,30gm,cream
quadrostar 10 tabs.,quadrostar,0,tabs
quantamash 4gm 12 sachets,quantamash,4gm,sachets
quebolm 25 mg 20 f.c. tabs.,quebolm,25mg,tabs
quedress 50 mg 10 f.c. tabs.,quedress,50mg,tabs
queen 2500 - 10 capsules,queen,2500mg,capsules
queenciprozole 500/600mg 20 tabs.,queenciprozole,500/600mg,tabs
queenlept 25 mg 30 caps.,queenlept,25mg,caps
queenlept 75 mg 30 caps.,queenlept,75mg,caps
queenzolamide 2% eye drop 5 ml,queenzolamide,2%,eye drop
queenzolamide plus eye drop 5 ml,queenzolamide plus,5ml,eye drop
quella laser cream gel 100 gm,quella laser,100gm,cream gel
quemar cream 40 gm,quemar,40gm,cream
quen (antioxidant) 20 tab,quen,0,tab
quesel hair shampoo 120 ml,quesel hair,120ml,shampoo
questran 4gm 50 sachets (illegal import),questran,4gm,sachets
quetiapine 100mg 30 f.c. tab.,quetiapine,100mg,tab
quetiapine 200mg 30 f.c. tabs.,quetiapine,200mg,tabs
quetiapine 25mg 30 f.c. tab.,quetiapine,25mg,tab
quetiasu 100mg 30 tabs,quetiasu,100mg,tabs
quetiasu 200mg 30 tabs,quetiasu,200mg,tabs
quetiasu 25mg 30 tabs,quetiasu,25mg,tabs
quetiasu 300mg 30 tabs,quetiasu,300mg,tabs
quetiazic xr 150 mg 30 tabs.,quetiazic xr,150mg,tabs
quetiazic xr 300mg 30 tablets,quetiazic xr,300mg,tablets
quetiazic xr 400mg 30 tablets,quetiazic xr,400mg,tablets
quetiazic xr 50 mg 30 tablets,quetiazic xr,50mg,tablets
quibron t/sr 300mg 100 tab,quibron t/sr,300mg,tab
quibron t/sr 300mg 20 tab,quibron t/sr,300mg,tab
quick norm cream 50 gm,quick norm,50gm,cream
quick roots hair lotion 60 ml,quick roots hair,60ml,lotion
quick-slim 120mg 30 caps.,quick-slim,120mg,caps
quifluro 3mg/ml eye drops 5 ml,quifluro,3mg/ml,eye drops
quinabiotic 320mg 5 f.c. tabs.,quinabiotic,320mg,tabs
quinabiotic 320mg 7 f.c. tabs.,quinabiotic,320mg,tabs
quinidine sulphate 200mg 10 tab,quinidine sulphate,200mg,tab
quinofloxachem 400 mg 10 f.c.tabs.,quinofloxachem,400mg,tabs
