original_name,drug_name,dose,form
villa borghini anti-dandruff solution 6 mono-dose*15ml,villa borghini anti-dandruff,15ml,solution
villa borghini colour protector cream,villa borghini colour protector,0,cream
villa borghini colour protector shampoo,villa borghini colour protector,0,shampoo
villa borghini colour protector treatment,villa borghini colour protector,0,treatment
villa borghini dry hair shampoo,villa borghini dry hair,0,shampoo
villa borghini easy straight shampoo 200ml,villa borghini easy straight,200ml,shampoo
villa borghini greasy hair shampoo 200 ml,villa borghini greasy hair,200ml,shampoo
villa borghini keratin repair 125 ml,villa borghini keratin repair,125ml,0
villa borghini keratin style 125 ml,villa borghini keratin style,125ml,0
villa borghini regenerating cream 200ml,villa borghini regenerating,200ml,cream
villa borghini reintegrating mask 200ml,villa borghini reintegrating,200ml,mask
villa borghini restoring serum 12 mono-dose* 15 ml,villa borghini restoring,15ml,serum
villa borghini restoring serum 6 mono-dose*15ml,villa borghini restoring,15ml,serum
villa borghini restoring shampoo,villa borghini restoring,0,shampoo
villa borghini restoring treatment,villa borghini restoring,0,treatment
villa borghini sebo-balance serum 6 mono-dose*15ml,villa borghini sebo-balance,15ml,serum
villa borghini sebum equalizing solution,villa borghini sebum equalizing,0,solution
villa borghini sebum equalizing treatment,villa borghini sebum equalizing,0,treatment
villa borghini spray conditioner 200 ml,villa borghini spray,200ml,conditioner
villa borghini styling shampoo,villa borghini styling,0,shampoo
villa borghini volume shampoo,villa borghini volume,0,shampoo
villakord hair oil 120 ml,villakord hair,120ml,oil
villakord hair serum 100 ml,villakord hair,100ml,serum
villamoral vag. wash 250 ml,villamoral vag.,250ml,wash
villapurg 67% syrup 120 ml,villapurg 67%,120ml,syrup
villapurg 67% syrup 200 ml,villapurg 67%,200ml,syrup
vilzolid 600mg 10 f.c. tablets,vilzolid,600mg,tablets
vimodame 2% vaginal cream 40 gm,vimodame 2% vaginal,40gm,cream
vimora cleansing soap 80 gm,vimora cleansing,80gm,soap
vimora vag.douche 120ml,vimora vag.,120ml,douche
vimora vaginal gel cleanser 120 ml,vimora vaginal gel,120ml,cleanser
vimto gel 50 gm,vimto,50gm,gel
vinax 24 tab,vinax,0,tab
vinax 30 tab,vinax,0,tab
vinblastine sulphate 10mg/10ml vial,vinblastine sulphate,10mg/10ml,vial
vincabral 30mg 50 caps.,vincabral,30mg,caps.
vincristine sulphate 1mg/ml (1mg) i.v. vial,vincristine sulphate,1mg/ml,vial
vincristine sulphate 1mg/ml (2mg) i.v. vial,vincristine sulphate,1mg/ml,vial
vincristine sulphate 1mg/ml (5mg) i.v. vial,vincristine sulphate,1mg/ml,vial
vindo hair serum 100 ml,vindo hair,100ml,serum
vino b12 1mg 30 sublingual tab,vino b12,1mg,sublingual tab
vinomax cream 30 gm,vinomax,30gm,cream
vinorelbin-ebewe 10 mg vial,vinorelbin-ebewe,10mg,vial
vinorelbin-ebewe 50mg vial,vinorelbin-ebewe,50mg,vial
vinorelbine ,vinorelbine,0,0
vinorelbine actavis 10mg vial(n/a),vinorelbine actavis,10mg,vial
vinosin cream 50 gm,vinosin,50gm,cream
vinpocetine 30 mg 60 softgels (illegal import),vinpocetine,30mg,softgels
vinporal 10mg 5 amp,vinporal,10mg,amp
vinporal 5 mg 20 tab,vinporal,5mg,tab
