original_name,drug_name,dose,form
teklo 30 tabs.,teklo,0,tabs
telebrix-35 (100ml) vial(hospital only),telebrix-35,100ml,vial
telebrix-35 (50ml) vial(hospital only),telebrix-35,50ml,vial
telfast 120mg 20 f.c. tab,telfast,120mg,tab
telfast 180mg 20 f.c. tabs,telfast,180mg,tabs
telfast 30mg/5ml susp. 100 ml,telfast,30mg/5ml,susp
telfast decongestant 60/120mg 10 ext. rel. tabs.,telfast decongestant,60/120mg,tabs
tellajo cream 60 gm,tellajo,60 gm,cream
teller feminine cleanser 200 ml,teller feminine,200 ml,cleanser
telmipark 40/5 mg 30 tab.,telmipark,40/5 mg,tab
telontair 120 ml syrup,telontair,120 ml,syrup
telzim 240mg s.r. 10 caps.,telzim,240mg,caps
telzim 90mg s.r. 10 caps.,telzim,90mg,caps
telzino cream,telzino,0,cream
temodal 100mg 5 caps.,temodal,100mg,caps
temodal 20 mg 5 caps.,temodal,20 mg,caps
temodal 250mg 5 caps.,temodal,250mg,caps
temozolomide-accord 100mg 5 caps,temozolomide-accord,100mg,caps
temozolomide-accord 250mg 5 caps.,temozolomide-accord,250mg,caps
temozolomide-accord 5mg 5 caps.(n/a yet),temozolomide-accord,5mg,caps
tempocool 4 sachets,tempocool,0,sachets
temporal 1000 mg 20 tabs.,temporal,1000 mg,tabs
temporal 250mg/5ml susp. 60 ml,temporal,250mg/5ml,susp
tempra 160 mg/5ml syp. 90 ml,tempra,160 mg/5ml,syp
tempra 90ml syrup,tempra,90ml,syrup
tempra drops 15 ml,tempra,15 ml,drops
tenaloswab 1% cream 30 gm,tenaloswab,1%,cream
tenaloswab 1% topical lotion 30 ml,tenaloswab,1%,lotion
tenaviron 300 mg 30 tablets,tenaviron,300 mg,tablets
tendaseef 20 caps.,tendaseef,0,caps
tender skin whitening lotion 200 ml,tender skin,200 ml,lotion
tendocal 15 sachets,tendocal,0,sachets
tendozyme 20 f.c.tabs.,tendozyme,0,tabs
tendratine 2.5mg/5ml syrup 100ml,tendratine,2.5mg/5ml,syrup
tenedone 100/25mg 30 f.c. tab.,tenedone,100/25mg,tab
tenedone 50/25mg 30 f.c. tab.,tenedone,50/25mg,tab
tenocam 20mg 10 caps.,tenocam,20mg,caps
tenocam 20mg 5 supp.,tenocam,20mg,supp
tenofenamide 25 mg 30 tabs,tenofenamide,25 mg,tabs
tenolate s.r. 20 caps.,tenolate,0,caps
tenolidone 100/25mg 10 f.c. tabs.,tenolidone,100/25mg,tabs
tenolidone 50 mg 10 f.c.tab.,tenolidone,50 mg,tab
tenoret 50/12.5mg 14 f.c.tab.,tenoret,50/12.5mg,tab
tenoretic 100/25mg 14 f.c.tab.,tenoretic,100/25mg,tab
tenormin 100mg 28 f.c.tab.,tenormin,100mg,tab
tenormin 25mg 28 f.c.tab.,tenormin,25mg,tab
tenormin 50mg 28 f.c.tab.,tenormin,50mg,tab
tenotens 100 mg 14 tab,tenotens,100 mg,tab
tenotens 100mg 14 f.c.tab.,tenotens,100mg,tab
tenotens 50 mg 14 tab,tenotens,50 mg,tab
