original_name,drug_name,dose,form
irenypathic 150mg 20 caps.,irenypathic,150mg,capsules
irenypathic 75mg 20 caps.,irenypathic,75mg,capsules
iressa 250mg 30 tabs.,iressa,250mg,tablets
irfe  14 sachets,irfe,0,sachets
irinotecan actavis 100mg/5ml vial(n/a),irinotecan actavis,100mg/5ml,vial
irinotecan actavis 40mg/2ml vial(n/a),irinotecan actavis,40mg/2ml,vial
irinotecan mylan 100mg/5ml vial,irinotecan mylan,100mg/5ml,vial
irinotecan mylan 40mg/2ml vial,irinotecan mylan,40mg/2ml,vial
irinotel 40mg/2ml 100 mg i.v. vial,irinotel,40mg/2ml,vial
irinotel 40mg/2ml 40 mg i.v. vial,irinotel,40mg/2ml,vial
irinovar 100mg/5ml vial,irinovar,100mg/5ml,vial
irinovar 40mg/2ml vial,irinovar,40mg/2ml,vial
irno 10 sachets,irno,0,sachets
irno plus capsules,irno plus,0,capsules
iro fer 30 pills,iro fer,0,pills
iro-f 20 chew. tabs.,iro-f,0,chewable tablets
iro-oley plus syrup 100 ml,iro-oley plus,100 ml,syrup
irocept syrup 120 ml,irocept,120 ml,syrup
irodix 24 tablet,irodix,0,tablet
iroeast 30 caps.,iroeast,0,capsules
iroferin 30 caps.,iroferin,0,capsules
irofetch 20 capsules,irofetch,0,capsules
irofol 30 caps.,irofol,0,capsules
irohim 30 capsules,irohim,0,capsules
irolamin 30 caps.,irolamin,0,capsules
irolivatal 30 caps,irolivatal,0,capsules
iromoon 30 capsule,iromoon,0,capsule
iron  liposomal  syrup 100 ml,iron liposomal,100 ml,syrup
iron complex 30 caps.,iron complex,0,capsules
iron direct 20 sachets,iron direct,0,sachets
iron ferrous sulfate 65 mg 100 tablets (illegal import),iron ferrous sulfate,65 mg,tablets
iron-sq 20 capsules,iron-sq,0,capsules
ironglor-max 30 tabs.,ironglor-max,0,tablets
ironoglor 30 caps.,ironoglor,0,capsules
ironoglor-max 30 tabs,ironoglor-max,0,tablets
irontec 20 chew. pieces,irontec,0,chewable pieces
irospect 20 pieces,irospect,0,pieces
irotobin 30capsules,irotobin,0,capsules
irovast 30 f.c. tabs.,irovast,0,tablets
irovit 20 sachets,irovit,0,sachets
irovita (chocolate) 24 pills,irovita,0,pills
iroxen capsules 30 caps,iroxen,0,capsules
iroxen syrup 120 ml,iroxen,120 ml,syrup
irritren 200mg  20 cap,irritren,200mg,capsules
irsanto 30 tabs,irsanto,0,tablets
irton syrup 100 ml,irton,100 ml,syrup
iruxol topical oint. 15 gm,iruxol,15 gm,topical ointment
isentress 400 mg 60 tabs.,isentress,400 mg,tablets
isilin syrup 120ml,isilin,120ml,syrup
isis anise & lemon 20 filter bags,isis anise & lemon,0,filter bags
