original_name,drug_name,dose,form
casez 20 caps.,casez,0,caps
casho soothing soap 80 gm,casho soothing soap,80 gm,soap
casho topical lotion 120 ml,casho topical lotion,120 ml,lotion
casodex 50mg 28 tab,casodex,50mg,tab
caspofungin sdz 50mg 1lyvi eg,caspofungin sdz,50mg,lyvi
caspofungin sdz 70mg 1lyvi eg,caspofungin sdz,70mg,lyvi
castellani paint,castellani paint,0,paint
casto cream 50 gm,casto cream,50 gm,cream
castopol 20 cap,castopol,0,cap
castor oil mepaco 60 ml,castor oil mepaco,60 ml,oil
casylia vaginal wash 200 ml,casylia vaginal wash,200 ml,wash
cata hair serum 150 ml,cata hair serum,150 ml,serum
catacare antiseptic spray 120 ml,catacare antiseptic spray,120 ml,spray
catacare vag.douche 240 ml,catacare vag.douche,240 ml,douche
catafast 50 mg 9 sachet,catafast,50 mg,sachet
cataflam 15mg/ml oral drops 15 ml,cataflam,15mg/ml,oral drops
cataflam 25 mg 20 sugar c.tabs,cataflam,25 mg,tabs
cataflam 50 mg 20 sugar c.tabs,cataflam,50 mg,tabs
cataflam 75mg 5 supp.,cataflam,75mg,supp
cataflam 75mg/3ml 6 amp.,cataflam,75mg/3ml,amp
catafly 2mg/ml susp. 140ml,catafly,2mg/ml,susp
catalin 0.005% eye drops 15 ml (illegal import),catalin,0.005%,eye drops
catalin 1 tablet with 15 solventfor instillation,catalin,0,tablet
catamax 15 ml oily drops,catamax,15 ml,oily drops
catapres(catapresan) 100 mcg 100 tabs.(illegal import),catapres(catapresan),100 mcg,tabs
catapres(catapresan) 150 mcg 30 tablets (imported),catapres(catapresan),150 mcg,tablets
cate keen 30 tablets,cate keen,0,tablets
caudal hair cream 100 gm,caudal hair cream,100 gm,cream
caudal hair cream 50 gm,caudal hair cream,50 gm,cream
caudal hair lotion 120 ml,caudal hair lotion,120 ml,lotion
caudal hair oil 100 ml,caudal hair oil,100 ml,oil
caudal scalp & body shampoo 125 ml,caudal scalp & body shampoo,125 ml,shampoo
caumadin 2mg 10 tab,caumadin,2mg,tab
caumadin 5mg 10 tab,caumadin,5mg,tab
cav acapi 30 cap,cav acapi,0,cap
cavallo massage cream 50 gm,cavallo massage cream,50 gm,cream
cavalpha 5 mg 30 caps.,cavalpha,5 mg,caps
caventol syrup 120 ml,caventol syrup,120 ml,syrup
caveo hair lotion 50 ml,caveo hair lotion,50 ml,lotion
caverject 20mcg vial powder for inj,caverject,20mcg,powder
cavernosa 20 tabs,cavernosa,0,tabs
cavero 20 sachets 10 gm,cavero,10 gm,sachets
cavestin 5mg 20 tab.,cavestin,5mg,tab
caviclude 0.5 mg 30 f.c. tabs.,caviclude,0.5 mg,tabs
caviclude 1 mg 30 f.c. tabs.,caviclude,1 mg,tabs
cavigen 15 capsules,cavigen,0,capsules
cavigen 30 capsules,cavigen,0,capsules
cavinil 5mg 20 tab.,cavinil,5mg,tab
cavinton 10mg/2ml 5 amp,cavinton,10mg/2ml,amp
cavinton 5mg 20 tab,cavinton,5mg,tab
