original_name,drug_name,dose,form
horst top. gel 50 gm,horst top.,50 gm,gel
horus massage cream 50gram,horus massage,50 gram,cream
hosaptam 5% eye drops,hosaptam,5%,eye drops
hosta 10 sachets,hosta,0,sachets
hostacortin 5mg 30 tab.,hostacortin,5 mg,tab.
hostacortin h 5mg 30 tab,hostacortin h,5 mg,tab
hostapred syrup 100 ml,hostapred,100 ml,syrup
hosti rest 120ml syrup,hosti rest,120 ml,syrup
hot-strike massage gel 100 gm,hot-strike massage,100 gm,gel
hothyvy- l 120 ml syrup,hothyvy- l,120 ml,syrup
hpg ginkgo 40mg 20 tabs,hpg ginkgo,40 mg,tabs
hpg vitamin b12 30 caps,hpg vitamin b12,0,caps
hugan hair shampoo 200 ml,hugan hair,200 ml,shampoo
hugan skin lightening cream 50 gm,hugan skin lightening,50 gm,cream
humalog 100i.u./ml (5 cartridges),humalog,100 i.u./ml,cartridges
humalog kwikpen 100i.u./ml (5 pens),humalog kwikpen,100 i.u./ml,pens
humalog kwikpen 200i.u./ml (5 pens),humalog kwikpen,200 i.u./ml,pens
humalog mix25 100i.u./ml (5 cartridges),humalog mix25,100 i.u./ml,cartridges
humalog mix25 kwikpen 100i.u./ml (5 pens),humalog mix25 kwikpen,100 i.u./ml,pens
humalog mix50 kwikpen 100i.u./ml (5 pens),humalog mix50 kwikpen,100 i.u./ml,pens
human albumin 20 % behring (low salt) (hospitals only),human albumin behring,20 %,0
human albumin 20% (50ml) i.v inf. (hospitals only),human albumin,20%,i.v inf.
human albumin octapharma 20% i.v.infusion (hospitals price),human albumin octapharma,20%,i.v.infusion
human gama globulin 16% 1amp,human gama globulin,16%,amp
human gama globulin 16% 2ml- 10amp,human gama globulin,16%,amp
human gamma globulin 16 % amp.,human gamma globulin,16 %,amp.
human gamma globulin 16% i.m.amp.,human gamma globulin,16%,i.m.amp.
human growth complex 126 tab,human growth complex,0,tab
human growth fuel 60 cap,human growth fuel,0,cap
human insulin mix vacsera-bioton 30/70 100i.u./ml vial,human insulin mix vacsera-bioton 30/70,100 i.u./ml,vial
human insulin n vacsera-bioton 100i.u./ml vial,human insulin n vacsera-bioton,100 i.u./ml,vial
human insulin r vacsera-bioton 100i.u./ml vial,human insulin r vacsera-bioton,100 i.u./ml,vial
humatrope (1.33 mg ) 4 i.u  2ml vial,humatrope,4 i.u,vial
humegon 5 amp,humegon,0,amp
humegone 75 iu- 5 amp.,humegone,75 iu,amp.
humira 40mg/0.4ml 2 prefilled syringes,humira,40mg/0.4ml,prefilled syringes
humira 40mg/0.8ml 2 prefilled syringes,humira,40mg/0.8ml,prefilled syringes
humolog cartridge,humolog,0,cartridge
humolog mix cartridge,humolog mix,0,cartridge
humulin 70/30 100 i.u. 5 cartridge,humulin 70/30,100 i.u.,cartridge
humulin n 100 i.u./ml 5 cartridge,humulin n,100 i.u./ml,cartridge
humulin r 100 i.u./ml 5 cartridge,humulin r,100 i.u./ml,cartridge
hungybon 30 f.c. tabs.,hungybon,0,tabs.
hunter cream 50 gm,hunter,50 gm,cream
huong vag. wash. 200 ml,huong vag. wash.,200 ml,wash.
hursen dispo 25mg/2.5ml intra-articular prefilled syringe,hursen dispo,25mg/2.5ml,intra-articular prefilled syringe
hush 10 sachets,hush,0,sachets
hyabak 0.15% eye drops 10 ml,hyabak,0.15%,eye drops
hyacarenol eye drops 10 ml,hyacarenol,0,eye drops
hyafill skin serum 50 ml,hyafill skin,50 ml,serum
