original_name,drug_name,dose,form
spasmopyralgin 10 tablets 1 strip,spasmopyralgin,0,tablets
spasmopyralgin-m 25*10 tablets,spasmopyralgin-m,0,tablets
spasmorest 0.2% syrup 125ml,spasmorest,0.2%,syrup
spasmorest 10 mg/ml 6 i.m. amp.,spasmorest,10 mg/ml,i.m. amp.
spasmorest 10mg 20 tab.,spasmorest,10mg,tab.
spasmorest 20mg 20 tab.,spasmorest,20mg,tab.
spasmotal inf mouth drops 10 ml,spasmotal inf,0,mouth drops
spasmotalin 100mg 20 f.c. tabs.,spasmotalin,100mg,tabs.
spasmotalin forte 135mg 20 f.c. tabs.,spasmotalin forte,135mg,tabs.
spasulance 62.5 mg 20 orodispersible films,spasulance,62.5 mg,orodispersible films
spatrend 5gm/10ml i.v soln,spatrend,5gm/10ml,i.v soln
spazaway 0.125mg 20 sublingual tab.,spazaway,0.125mg,sublingual tab.
spazaway 0.125mg 20tab,spazaway,0.125mg,tab
speak +d smooth syrup 450 ml,speak +d smooth,0,syrup
spearmint spray,spearmint,0,spray
specovan whey protein 10 sachets 20gm,specovan whey protein,20gm,sachets
specpro 14 sachets,specpro,0,sachets
specpro 7 sachets,specpro,0,sachets
specsafon 330 mg 30 caps.,specsafon,330 mg,caps.
spectavit 10 sachets,spectavit,0,sachets
spectone 100mg 20 tab.,spectone,100mg,tab.
spectone 25mg 20 tab.,spectone,25mg,tab.
spectopenem 500/500mg pwd. for i.v. inf. vial,spectopenem,500/500mg,pwd. for i.v. inf. vial
spectra panthenol extra cream 30 gm,spectra panthenol extra,0,cream
spectraban 55 spf cream 70 gm,spectraban 55 spf,0,cream
spectracef 0.5 gm i.m/i.v vial,spectracef,0.5 gm,i.m/i.v vial
spectracef 1 gm i.m/i.v vial,spectracef,1 gm,i.m/i.v vial
spectracef 2 gm i.m/i.v vial,spectracef,2 gm,i.m/i.v vial
spectracefocure 250 mg/5 ml pd. for oral susp. 60ml,spectracefocure,250 mg/5 ml,pd. for oral susp.
spectracefocure 300 mg 10 caps.,spectracefocure,300 mg,caps.
spectrafilm 12*14.5 cm sheet,spectrafilm,0,sheet
spectrafilm 3.5*30 cm sheet,spectrafilm,0,sheet
spectragel 10 gm gel,spectragel,0,gel
spectragel 2q gel 10 gm,spectragel 2q,0,gel
spectragel gel 28.4 gm,spectragel,0,gel
spectragyn 10 vaginal supp.,spectragyn,0,vaginal supp.
spectral.csf hair stimulating solution for women 60 ml,spectral.csf,0,hair stimulating solution
spectral.dnc-n hair stimulating solutlon 60 ml,spectral.dnc-n,0,hair stimulating solutlon
spectral.dnc-s hair stimulating serum 60 ml,spectral.dnc-s,0,hair stimulating serum
spectral.lash eye lash stimulator solutlon 2.4 ml,spectral.lash,0,eye lash stimulator solutlon
spectral.rs anti-aging serum 60 ml,spectral.rs,0,anti-aging serum
spectrama 400mg 12 tab,spectrama,400mg,tab
spectravite senior 260 tablets,spectravite senior,0,tablets
spectriol ( anabolic ) vial 10 ml,spectriol,0,vial
spectrodoxime 200mg 10 f.c. tab.,spectrodoxime,200mg,tab.
speczil 250mg/5ml susp. 60 ml,speczil,250mg/5ml,susp.
speda soap 100 gm,speda,0,soap
speed cream 30 gm,speed,0,cream
spego 10 sachets,spego,0,sachets
speman 100 tab,speman,0,tab
