original_name,drug_name,dose,form
nercafix 40 mg 30 oro-dispersible films,nercafix,40 mg,oro-dispersible films
nercefaxon 1 gm i.m. vial,nercefaxon,1 gm,i.m. vial
nercefaxon 1 gm i.v. vial,nercefaxon,1 gm,i.v. vial
nercefaxon 500 mg i.m. vial,nercefaxon,500 mg,i.m. vial
nerdecong 2.5mg 20 orodispersible films,nerdecong,2.5 mg,orodispersible films
nerfactory 30 caps,nerfactory,0,caps
nerhacomine 12.5mg 20 orodispersible films,nerhacomine,12.5 mg,orodispersible films
nerhahair 5% top. lotion 60 ml,nerhahair,5%,top. lotion
nerhamicin 0.3% cream 15 gm,nerhamicin,0.3%,cream
nerhapezil 10 mg 14 orodispersible films,nerhapezil,10 mg,orodispersible films
nerhapezil 5 mg 14 orodispersible films,nerhapezil,5 mg,orodispersible films
nerhasilda 25 mg 16 orodispersible films,nerhasilda,25 mg,orodispersible films
nerhasilda 50 mg 16 orodispersible films,nerhasilda,50 mg,orodispersible films
nerhasilda 75 mg 8 orodispersible films,nerhasilda,75 mg,orodispersible films
nericid 0.1% cream 10 gm,nericid,0.1%,cream
nericid 0.1% fatty ointment 10 gm,nericid,0.1%,fatty ointment
nericid 0.1% forte fatty oint 10g,nericid,0.1%,forte fatty oint
nericid 0.1% oint. 10 gm,nericid,0.1%,oint.
nericid 0.3% forte fatty oint 10g,nericid,0.3%,forte fatty oint
nericid c 10g cream,nericid c,0,cream
nericid c cream 10 gm,nericid c,0,cream
nericid forte 0.3% fatty oint. 10 gm,nericid forte,0.3%,fatty oint.
nerisone 0.1 % 10 gm cream,nerisone,0.1%,cream
nerisone 0.1% 10 gm oint,nerisone,0.1%,oint
nerisone c 0.1 % 10 gm cream,nerisone c,0.1%,cream
nerisone fatty 0.1% 10 gm oint,nerisone fatty,0.1%,oint
nerisone forte fatty 0.3% 10 gm oint,nerisone forte fatty,0.3%,oint
nerkardou 10 mg 30 orodispersible films,nerkardou,10 mg,orodispersible films
nerkardou 2.5 mg 30 orodispersible films,nerkardou,2.5 mg,orodispersible films
nerkardou 5 mg 30 orodispersible films,nerkardou,5 mg,orodispersible films
nermostar shampoo 120 ml,nermostar,0,shampoo
neroschiz 1mg/ml syrup 30 ml,neroschiz,1mg/ml,syrup
nerotonex 20 caps,nerotonex,0,caps
nerplexa 20 tabs,nerplexa,0,tabs
nerquon 50mg 20 tabs,nerquon,50 mg,tabs
nerso shampoo 150 ml,nerso,0,shampoo
nertan 10 sachets,nertan,0,sachets
nerva dot 30 caps,nerva dot,0,caps
nervagab 75 mg 30 caps.,nervagab,75 mg,caps.
nervalta 30 mg 28 del. rel. caps.(n/a yet),nervalta,30 mg,del. rel. caps.
nervalta 60 mg 10 del. rel. caps.,nervalta,60 mg,del. rel. caps.
nervatin 150mg 20 caps.,nervatin,150 mg,caps.
nervatin 75mg 20 caps.,nervatin,75 mg,caps.
nervatyca 150 mg 20 caps.,nervatyca,150 mg,caps.
nervatyca 75 mg / 20cap,nervatyca,75 mg,caps
nervatyca 75 mg 20 caps.,nervatyca,75 mg,caps.
nervidox 30 sublingual tabs.,nervidox,0,sublingual tabs.
nervidox 30tab sublingual,nervidox,0,sublingual tabs
nervivox 30 sublingual tabs,nervivox,0,sublingual tabs
nervixal 30 f.c.tabs.,nervixal,0,tabs
