original_name,drug_name,dose,form
diarrhea rehydration 500ml p.inf pol.,diarrhea rehydration,500ml,solution
diarrhea rehydration i.v. infusion,diarrhea rehydration,0,solution
diasmect 20% susp. 60ml,diasmect,20%,suspension
diasmect 3gm 10 sachets,diasmect,3gm,sachet
diastat baby lotion 100 ml,diastat baby,100ml,lotion
diastop susp. 60ml,diastop,0,suspension
diavance 1.25/250mg 30 f.c.tab.,diavance,1.25/250mg,tablet
diavance 2.5/500mg 30 f.c.tab.,diavance,2.5/500mg,tablet
diavance 5/500mg 30 f.c.tab.,diavance,5/500mg,tablet
diavit 20 tab,diavit,0,tablet
diax 200mg 12 caps.,diax,200mg,capsule
diax 220mg/5ml 60ml susp.,diax,220mg/5ml,suspension
diaxnol 200mg 20 caps.,diaxnol,200mg,capsule
diaxnol 220mg/5ml 60ml susp.,diaxnol,220mg/5ml,suspension
diazan 4 mg tab,diazan,4mg,tablet
diazocerine 50mg 20 cap,diazocerine,50mg,capsule
dibacure 100mg 7 f.c. tabs.,dibacure,100mg,tablet
dibavally 50 mg 14 tabs.,dibavally,50mg,tablet
dibavally 50 mg 28 tabs.,dibavally,50mg,tablet
dibavally plus 50/1000 mg 14 tabs.,dibavally plus,50/1000mg,tablet
dibavally plus 50/1000mg 28 tabs.,dibavally plus,50/1000mg,tablet
dibiotimycin aerosol powder 150 ml,dibiotimycin,0,aerosol powder
dibiotimycin extra aerosol powder 85 ml,dibiotimycin extra,0,aerosol powder
dibrex 30 sugar c. tabs.,dibrex,0,tablet
diceta cream 30 gm,diceta,0,cream
dicetel 100mg 20 f.c. tabs.,dicetel,100mg,tablet
diclac 150 id 20 prolonged r tabs,diclac id,150mg,tablet
diclac 4% gel 50 gm,diclac,4%,gel
diclac 5% gel 30 gm (n/a),diclac,5%,gel
diclac 75 id 20 prolonged tabs.,diclac id,75mg,tablet
diclac 75 mg/3ml 5 amps.,diclac,75mg/3ml,ampoule
diclac 75 mg/3ml 6 amps.,diclac,75mg/3ml,ampoule
diclac-n 4% gel 30 gm,diclac-n,4%,gel
diclasium 50mg 30 f.c. tabs.,diclasium,50mg,tablet
dicloferaz 50mg 30 dispersible tab.,dicloferaz,50mg,dispersible tablet
dicloferaz 75mg/3ml 6 amp. i.m i.v inf.,dicloferaz,75mg/3ml,ampoule
dicloflam 50mg 10 sugar coated tab.,dicloflam,50mg,tablet
diclonatrium sr 75mg 20 f.c. tabs.,diclonatrium sr,75mg,tablet
diclonerve 30 caps.,diclonerve,0,capsule
diclopen 500mg 8 cap,diclopen,500mg,capsule
diclopro 1% gel 50 gm,diclopro,1%,gel
diclopro 150 mg id 20 tabs.,diclopro id,150mg,tablet
diclopro k 50 mg 10 sachet,diclopro k,50mg,sachet
diclopro plus 500/50mg 30 f.c. tabs.,diclopro plus,500/50mg,tablet
diclorapid 50mg 30 f.c.tab.,diclorapid,50mg,tablet
diclorelax 20 caps.,diclorelax,0,capsule
diclosp s.r. 75mg 30 f.c. tabs,diclosp s.r.,75mg,tablet
diclosp s.r. 75mg 30 f.c. tabs.,diclosp s.r.,75mg,tablet
diclotazen 50 mg 10 sachets,diclotazen,50mg,sachet
diclotazen 50 mg 100 sachets,diclotazen,50mg,sachet
