original_name,drug_name,dose,form
metaform 200 gm powder chocolate,metaform,200 gm,powder
metaform 200 gm powder starwberry,metaform,200 gm,powder
metaform 200 gm powder vanilla,metaform,200 gm,powder
metaform 400 gm powder banana,metaform,400 gm,powder
metaform 400 gm powder chocolate,metaform,400 gm,powder
metaform 400 gm powder strawberry,metaform,400 gm,powder
metaform 400 gm powder vanilla,metaform,400 gm,powder
metaform 800gm powder banana,metaform,800 gm,powder
metaform 800gm powder chocotlat,metaform,800 gm,powder
metaform 800gm powder strawberry,metaform,800 gm,powder
metaform 800gm powder vanilla,metaform,800 gm,powder
metaform sport 2 kg powder bananna,metaform sport,2 kg,powder
metaform sport 2 kg powder chocolate,metaform sport,2 kg,powder
metaform sport 2 kg powder strawberry,metaform sport,2 kg,powder
metaform sport 2 kg powder vanilla,metaform sport,2 kg,powder
metahydrial 500 ml inf,metahydrial,500 ml,inf
metahydrial i.v. inf. 500 ml,metahydrial,500 ml,inf
metalic spray oral 60ml,metalic spray,60 ml,spray
metanium everyday barrier ointment 40 gm,metanium everyday barrier,40 gm,ointment
metanium everyday spray lotion 60 ml,metanium everyday spray,60 ml,lotion
metapi feminine wash 200 ml,metapi feminine wash,200 ml,0
metapsin 10 f.c. tabs.,metapsin,10 mg,tab
metaxalon 800mg 10 tab,metaxalon,800 mg,tab
metaxalon 800mg 10 tab.,metaxalon,800 mg,tab
metaz 0.1% cream 10 gm,metaz 0.1 %,10 gm,cream
metaz 0.1% cream 30 gm,metaz 0.1 %,30 gm,cream
metaz 0.1% oint. 10 gm,metaz 0.1 %,10 gm,ointment
metaz 0.1% oint. 30 gm,metaz 0.1 %,30 gm,ointment
metaz0.1% cream 10 gm,metaz0.1 %,10 gm,cream
metclamide 2.5/500mg 30 tab.,metclamide,2.5/500 mg,tab
metclamide 5/500mg 30 tab.,metclamide,5/500 mg,tab
metenix-5 100 tab,metenix-5,100 mg,tab
meteospasmyl 24 soft gelatin caps.,meteospasmyl,24 mg,cap
metfoglizin 5/850 mg 30 f.c. tabs.,metfoglizin,5/850 mg,tab
metformin-el nasr 500mg 200 tab.,metformin-el nasr,500 mg,tab
metformin-eva xr 1000 mg 30 tabs.,metformin-eva xr,1000 mg,tab
metformin-eva xr 500 mg 30 tabs.,metformin-eva xr,500 mg,tab
metformin-eva xr 750 mg 30 tabs.,metformin-eva xr,750 mg,tab
methabiogen 8 mg 30 scored tab.,methabiogen,8 mg,tab
methergin 0.125mg 30 sugar coated tab.,methergin,0.125 mg,tab
methergin 0.2mg/ml 5 amp.,methergin,0.2 mg/ml,amp
metho anise cap,metho anise,0,cap
methobamol 20 f.c. tabs,methobamol,20 mg,tab
methocarbex 10 f.c. tabs.,methocarbex,10 mg,tab
methocip 50mg/2ml vial,methocip,50 mg/2ml,vial
methoquick 50/500 mg 30 tabs.,methoquick,50/500 mg,tab
methorelax 30 tab,methorelax,30 mg,tab
methotrexat-ebewe 2.5mg 50 tab,methotrexat-ebewe,2.5 mg,tab
methotrexate (acdima) 2.5mg 100 tab,methotrexate (acdima),2.5 mg,tab
methotrexate (acdima) 50mg pd. for inj. vial,methotrexate (acdima),50 mg,vial
