original_name,drug_name,dose,form
alejon hair lotion 150 ml,alejon hair,150 ml,lotion
alejon hair mask 200 ml,alejon hair,200 ml,mask
alejon hair serum 50 ml,alejon hair,50 ml,serum
alejon hair shampoo 200 ml,alejon hair,200 ml,shampoo
alejon hand and nail cream 75 gm,alejon hand and nail,75 gm,cream
alejon oily cleanser 200 ml,alejon oily,200 ml,cleanser
alejon oily skin acne cream 50 gm,alejon oily skin acne,50 gm,cream
alejon oily soap 100 gm,alejon oily,100 gm,soap
alejon peel off mask with aloe vera / omega 3 & 6 - 125 ml,alejon peel off with aloe vera / omega 3 & 6,125 ml,mask
alejon peel off mask with vitamin c / algae 125 ml,alejon peel off with vitamin c / algae,125 ml,mask
alejon sun screen 50+ spf cream 75 ml,alejon sun screen 50+ spf,75 ml,cream
alejon sun screen 50+ spf gel 75 ml,alejon sun screen 50+ spf,75 ml,gel
alejon sun screen 50+ spf spray 200 ml,alejon sun screen 50+ spf,200 ml,spray
alejon tan oil 200 ml,alejon tan,200 ml,oil
alejon urea 10% cream 200 ml,alejon urea,10 %,cream
alejon vitamin c 10% serum 50 ml,alejon vitamin c,10 %,serum
alejon whitening body milk 200 ml,alejon whitening body,200 ml,milk
alejon whitening cleanser 200 ml,alejon whitening,200 ml,cleanser
alejon whitening cream 50 ml,alejon whitening,50 ml,cream
aleksa cream 50 gm,aleksa,50 gm,cream
alemox 1 gm 12 f.c.tabs.,alemox,1 gm,tabs
alemox 750 mg 12 f.c.tabs.,alemox,750 mg,tabs
alendene 70mg 2 tab.,alendene,70 mg,tab
alendex 10mg 10 tab.,alendex,10 mg,tab
alendex 40mg 14 tab.,alendex,40 mg,tab
alendex 70mg 2 tab.,alendex,70 mg,tab
alendomax 10 mg 14 tabs.,alendomax,10 mg,tabs
alendomax 40 mg 7 tabs.,alendomax,40 mg,tabs
alendomax 70 mg 2 tabs.,alendomax,70 mg,tabs
alendomax plus 70mg/2800 i.u. 2 tabs.,alendomax plus,70 mg/2800 IU,tabs
alendran 10 tablets,alendran,0,tablets
alergaway 5 mg 20 oral disinteg. tabs.,alergaway,5 mg,oral disinteg. tabs.
alergaway 50mg/100ml syrup,alergaway,50 mg/100 ml,syrup
alergoliber 10mg 20 f.c. tabs.,alergoliber,10 mg,tabs
alergoliber 1mg/ml syrup 120 ml,alergoliber,1 mg/ml,syrup
alerid 10 mg 20 chewable tab.,alerid,10 mg,chewable tab.
alerid 10 mg 20 f.c.tabs. (n/a),alerid,10 mg,tabs
alerid 10 mg 30 f.c.tabs.,alerid,10 mg,tabs
alerid 10mg/ml oral dps. 10 ml,alerid,10 mg/ml,oral dps.
alerid 5mg/5ml syrup 120ml,alerid,5 mg/5 ml,syrup
alertam 120mg 10 f.c.tab.,alertam,120 mg,tab
alertam 180mg 10 f.c.tab.,alertam,180 mg,tab
alertam 30mg/5ml oral susp. 100ml,alertam,30 mg/5 ml,oral susp.
alertam 60mg 20 f.c.tab..,alertam,60 mg,tab
alertin 20 tabs.,alertin,0,tabs
aleta 10 sachet,aleta,0,sachet
aleve 220 mg 24 tab,aleve,220 mg,tab
alex- diet 15 sachtes,alex- diet,0,sachtes
alex-panthen cream 20 gm,alex-panthen,20 gm,cream
alexa cream 75 gm,alexa,75 gm,cream
