original_name,drug_name,dose,form
dapsone 50mg 20 tab.,dapsone,50mg,tab
daptomycin 500 mg pwd. for i.v. inj./inf. vial,daptomycin,500 mg,pwd vial
daraprim 25mg 30 tab.,daraprim,25mg,tab
daricont 7.5 mg 10 ext. rel. f.c. tab.,daricont,7.5mg,ext rel tab
darifenacin-sab 7.5 mg 10 extended release f.c.tab.,darifenacin-sab,7.5mg,extended release tab
darkovida 30 caps,darkovida,0,caps
darrow s potassium 50 ml p infusion,darrow s potassium,50ml,infusion
darrwis solution. 500 ml . p infuion,darrwis solution,500ml,infusion
darsi shampoo 250 ml,darsi,250ml,shampoo
darupax 10 mg 10 f.c. tabs.,darupax,10mg,tabs
daryan coal hair shampoo 200 ml,daryan coal hair,200ml,shampoo
daryan hair shampoo 100 ml,daryan hair,100ml,shampoo
darzalex 100mg/5ml vial,darzalex,100mg/5ml,vial
darzalex 1800mg/15ml s.c. vial,darzalex,1800mg/15ml,sc vial
darzalex 400mg/20ml vial,darzalex,400mg/20ml,vial
dasiword 20 mg 60 f.c.tabs.(n/a yet),dasiword,20mg,tabs
dasiword 70 mg 60 f.c.tabs.,dasiword,70mg,tabs
daunocin 20mg vial for i.v. inf.,daunocin,20mg,vial
daunocipla 20mg vial for i.v. inf.,daunocipla,20mg,vial
davalindi 10.000 i.u. 30 tabs.,davalindi,10000iu,tabs
davalindi 1000 i.u. 100 tabs.,davalindi,1000iu,tabs
davalindi 200.000 i.u./ml 1 i.m 2 amp.,davalindi,200000iu/ml,amp
davalindi 200.000 i.u./ml 1 i.m amp.,davalindi,200000iu/ml,amp
davalindi 5000 i.u. 30 tabs.,davalindi,5000iu,tabs
davasc 20 capsule,davasc,0,capsule
davazia d3 oral drops 30 ml,davazia d3,30ml,oral drops
daviken 120ml syrup,daviken,120ml,syrup
daviken 200mg 10 enteric coated tab.,daviken,200mg,enteric coated tab
daviken 200mg/ml syrup 30ml,daviken,200mg/ml,syrup
daviken 250mg/5ml syrup 120ml,daviken,250mg/5ml,syrup
daviken 250mg/5ml syrup 60ml,daviken,250mg/5ml,syrup
daviken 500mg sr 30 f.c.tab.,daviken,500mg,sr tab
davo hair serum 120 ml,davo hair,120ml,serum
davo hair shampoo 200 ml,davo hair,200ml,shampoo
dawalexamine 30 f.c. tabs.,dawalexamine,0,tabs
dawazinafrin 30 caps.,dawazinafrin,0,caps
daxas 500 mcg 10 tabs.,daxas,500mcg,tabs
daxotel 20mg/0.5ml (20mg) injection concentrate.,daxotel,20mg/0.5ml,injection concentrate
daxotel 20mg/0.5ml (80mg) injection concentrate.,daxotel,20mg/0.5ml,injection concentrate
day light soap 100 gm,day light,100gm,soap
day nurse 20 cap,day nurse,0,cap
day vitamin with iron 20 f.c. tabs.,day vitamin with iron,0,tabs
dazol 200mg 10 caps.,dazol,200mg,caps
ddb 500 tab,ddb,500mg,tab
de-care 120ml mouth wash,de-care,120ml,mouth wash
de-prostyl-2 6 supp.,de-prostyl-2,0,supp
debacolev 500mg 10 f.c. tabs.,debacolev,500mg,tabs
debacolev 750mg 10 f.c. tabs.,debacolev,750mg,tabs
debacozolin 100mg/5ml 120ml susp,debacozolin,100mg/5ml,susp
debacozolin 600mg 10 f.c. tab.,debacozolin,600mg,tab
