original_name,drug_name,dose,form
wintriaxone 1gm pd. for i.m inj.,wintriaxone,1gm,powder for injection
wintriaxone 1gm pd. for i.v inj.,wintriaxone,1gm,powder for injection
wintriaxone 500mg pd. for i.m inj.,wintriaxone,500mg,powder for injection
wintriaxone 500mg pd. for i.v inj.,wintriaxone,500mg,powder for injection
winzoxib 120 mg 7 f.c.tabs.,winzoxib,120mg,tablet
winzoxib 60 mg 20 f.c.tabs.,winzoxib,60mg,tablet
winzoxib 90mg 20 tab,winzoxib,90mg,tablet
wittan 60mg cream,wittan,60mg,cream
wittan sunscreen spf50 50 gm cream,wittan sunscreen spf50,0,cream
wittan whitening cream 60 gm,wittan whitening cream,0,cream
witty gel 60 gm,witty gel,0,gel
wolity cream 60 gm,wolity cream,0,cream
wolsow massage cream 30 gm,wolsow massage cream,0,cream
womafolic 30 tabs.,womafolic,0,tablet
womanix feminine cleanser 150 ml,womanix feminine cleanser,0,cleanser
womankit 15 ml syrup,womankit,0,syrup
womankit 500/20mg 20 f.c.tab,womankit,500/20mg,tablet
womankit 500/20mg 20 f.c.tabs,womankit,500/20mg,tablet
womans ultra mega 180 tab,womans ultra mega,0,tablet
women rogaine 2%,women rogaine,2%,0
womens ultra mega 180 tab,womens ultra mega,0,tablet
wonder hair serum 100ml,wonder hair serum,0,serum
wonder hair shampoo 200ml,wonder hair shampoo,0,shampoo
wonder whitening cream 50 gm,wonder whitening cream,0,cream
wondril 10 h.g. caps.,wondril,0,capsule
woody massage gel 60 gm,woody massage gel,0,gel
wook-first gel 60 gm,wook-first gel,0,gel
wormine 40mg/5ml syrup 15ml,wormine,40mg/5ml,syrup
wouncure topical powder 10 gm,wouncure topical powder,0,powder
wouncure topical powder 20 gm,wouncure topical powder,0,powder
wound plast spray 33 ml,wound plast spray,0,spray
wrist brace,wrist brace,0,0
x 4 u 10 cap,x 4 u,0,capsule
x- 4u plus 10 cap,x- 4u plus,0,capsule
x-ade 16 f.c. tabs,x-ade,0,tablet
x-derm lotion 60ml,x-derm lotion,0,lotion
x-tension 150mg 28 scored tab.,x-tension,150mg,tablet
x-tension 300mg 28 scored tab.,x-tension,300mg,tablet
x-tension plus 150/12.5mg 28 scored tab.,x-tension plus,150/12.5mg,tablet
x-tension plus 300/12.5mg 28 scored tab.,x-tension plus,300/12.5mg,tablet
xahaem 20 caps.,xahaem,0,capsule
xalacom eye drops 2.5 ml,xalacom eye drops,0,eye drops
xalatan 50mcg/ml eye drops 2.5 ml,xalatan,50mcg/ml,eye drops
xalatrex 50mcg/ml eye drops,xalatrex,50mcg/ml,eye drops
xalatrex plus eye drops 2.5 ml,xalatrex plus eye drops,0,eye drops
xalkori 200 mg 60 caps,xalkori,200mg,capsule
xalkori 250 mg 60 caps,xalkori,250mg,capsule
xaltec 0.5 mg/ml syrup 120 ml,xaltec,0.5mg/ml,syrup
xaltec 5mg 10 tab,xaltec,5mg,tablet
xamiol scalp gel 30 gm,xamiol scalp gel,0,gel
