original_name,drug_name,dose,form
tercomagictam 0.8% vaginal cream 30 gm,tercomagictam,0.8%,vaginal cream
tercyl 125 mg 7 tab,tercyl,125 mg,tab
tercyl 250 mg 7 tab,tercyl,250 mg,tab
terfine 120 mg 10 tab,terfine,120 mg,tab
tergynan 10 vaginal tabs.,tergynan,0,vaginal tabs
tergynan 10/vaginal tab,tergynan,0,vaginal tab
terhexine syrup 120ml,terhexine,0,syrup
teriaswab 2% cream 15 gm,teriaswab,2%,cream
terminal hair lotion spray 110 ml,terminal hair,0,lotion spray
terminal hair shampoo 200 ml,terminal hair,0,shampoo
terna 30 tabs,terna,0,tabs
terodine 1 mg 10 tab,terodine,1 mg,tab
terodine 1mg 10 scored tab.,terodine,1mg,scored tab
terodine 2 mg 10 tab,terodine,2 mg,tab
terodine 2mg 10 scored tab.,terodine,2mg,scored tab
terracortril eye / ear oint. 5 gm,terracortril,0,eye / ear oint.
terracortril eye / ear susp. 10 ml(n/a),terracortril,0,eye / ear susp.
terracortril topical oint. 5 gm,terracortril,0,topical oint.
terracortril topical oint. 5 gm(n/a),terracortril,0,topical oint.
terramycin eye oint. 5 gm,terramycin,0,eye oint.
terramycin top. oint. 14 gm,terramycin,0,top. oint.
tertroxin .0.02mg. 100tab,tertroxin,0.02mg,tab
terventin 20mg 10 f.c.tab.,terventin,20mg,tab
teslaglobin 20 cap,teslaglobin,0,cap
testocortigen e 10mg 3 amp,testocortigen e,10mg,amp
testone e 3 i.m. oily amp.,testone e,0,i.m. oily amp.
testonon 250 mg amp,testonon,250 mg,amp
testonon 250mg/ml i.m 1 oily amp.,testonon,250mg/ml,i.m oily amp.
testosterone 200 mg 1 amp 10 ml,testosterone,200 mg,amp
testroxin gel fast acting 44.36 ml,testroxin,0,gel fast acting
tetagam 1 amp,tetagam,0,amp
tetagam p 250 i.u./ml i.m injection,tetagam p,250 i.u./ml,i.m injection
tetanus antitoxin (a.t.s) 1500 i.u. 1amp.(n/a),tetanus antitoxin (a.t.s),1500 i.u.,amp.
tetanus antitoxin 1500 i u 10 ampoules,tetanus antitoxin,1500 i u,ampoules
tetra 5 gm ophthalmic oint,tetra,0,ophthalmic oint
tetra care hair shampoo 200 ml,tetra care hair,0,shampoo
tetra eye oint. 5 gm,tetra,0,eye oint.
tetra- viton 3 amp 1 ml,tetra- viton,0,amp
tetracaine hci 5% eye drops 5 ml,tetracaine hci,5%,eye drops
tetracid 250 mg 16 cap.,tetracid,250 mg,cap.
tetracongyra eye drops 10 ml,tetracongyra,0,eye drops
tetracoq lmovax dpt polio pre.disp s,tetracoq lmovax dpt polio,0,pre.disp s
tetracort oint. 20 gm,tetracort,0,oint.
tetract-hib prefilled syringe,tetract-hib,0,prefilled syringe
tetracycline 250 mg 1000 tab,tetracycline,250 mg,tab
tetracycline 250 mg 12 caps. (adco),tetracycline,250 mg,caps.
tetracycline 250 mg 12 caps. b.p 2012,tetracycline,250 mg,caps.
tetracycline 250 mg 240 caps. (adco),tetracycline,250 mg,caps.
tetracycline 250 mg 36 caps. b.p 2012,tetracycline,250 mg,caps.
tetracycline 250mg 12caps.,tetracycline,250mg,caps.
